"Step","melting_runseed=4 - training/episode/reward","melting_runseed=4 - training/episode/reward__MIN","melting_runseed=4 - training/episode/reward__MAX","melting_runseed=3 - training/episode/reward","melting_runseed=3 - training/episode/reward__MIN","melting_runseed=3 - training/episode/reward__MAX","melting_runseed=2 - training/episode/reward","melting_runseed=2 - training/episode/reward__MIN","melting_runseed=2 - training/episode/reward__MAX","melting_runseed=1 - training/episode/reward","melting_runseed=1 - training/episode/reward__MIN","melting_runseed=1 - training/episode/reward__MAX","melting_runseed=0 - training/episode/reward","melting_runseed=0 - training/episode/reward__MIN","melting_runseed=0 - training/episode/reward__MAX"
"21347840","","","","","","","","","","4683","4683","4683","","",""
"21348032","","","","","","","3614","3614","3614","","","","","",""
"21348288","","","","","","","","","","","","","4588","4588","4588"
"21348672","","","","4555","4555","4555","","","","","","","","",""
"21349248","","","","","","","","","","","","","4830","4830","4830"
"21349312","","","","4224","4224","4224","","","","4778","4778","4778","","",""
"21349632","","","","","","","","","","","","","4662","4662","4662"
"21350016","","","","4521","4521","4521","","","","","","","","",""
"21350208","","","","","","","4396","4396","4396","","","","","",""
"21350976","","","","","","","4379","4379","4379","","","","","",""
"21351360","","","","","","","","","","4855","4855","4855","","",""
"21351744","","","","4360","4360","4360","","","","","","","","",""
"21352704","","","","4598","4598","4598","","","","","","","","",""
"21353664","","","","","","","","","","4256","4256","4256","","",""
"21353984","4258","4258","4258","","","","","","","","","","","",""
"21354432","","","","","","","4792","4792","4792","","","","","",""
"21354752","4416","4416","4416","","","","","","","","","","","",""
"21354880","","","","","","","4940","4940","4940","","","","","",""
"21354944","4698","4698","4698","","","","","","","","","","","",""
"21355712","","","","4137","4137","4137","","","","","","","","",""
"21358144","","","","","","","","","","4546","4546","4546","","",""
"21358400","","","","","","","","","","4865","4865","4865","","",""
"21358464","","","","","","","","","","4623","4623","4623","","",""
"21358656","","","","","","","4591","4591","4591","","","","","",""
"21358848","","","","","","","","","","","","","4307","4307","4307"
"21359040","","","","","","","","","","3799","3799","3799","","",""
"21359680","","","","","","","4720","4720","4720","","","","","",""
"21359744","","","","","","","","","","","","","4374","4374","4374"
"21360000","","","","","","","","","","","","","4735","4735","4735"
"21360064","","","","","","","","","","","","","4654","4654","4654"
"21360448","4455","4455","4455","","","","","","","","","","","",""
"21360512","4817","4817","4817","","","","","","","","","","","",""
"21361024","","","","","","","4299","4299","4299","","","","","",""
"21361088","4845","4845","4845","","","","","","","","","","4483","4483","4483"
"21361152","","","","","","","","","","4221","4221","4221","","",""
"21361536","","","","","","","4825","4825","4825","","","","","",""
"21361600","","","","","","","","","","","","","4076","4076","4076"
"21361792","","","","3903","3903","3903","","","","","","","","",""
"21361984","","","","","","","4691","4691","4691","","","","","",""
"21362304","4806","4806","4806","","","","","","","","","","","",""
"21362432","","","","","","","4875","4875","4875","","","","","",""
"21362624","4140","4140","4140","","","","","","","","","","","",""
"21362816","","","","","","","4859","4859","4859","","","","","",""
"21363072","","","","","","","","","","4266","4266","4266","","",""
"21363328","3158","3158","3158","4601","4601","4601","","","","","","","","",""
"21363456","","","","","","","3975","3975","3975","","","","","",""
"21363840","","","","","","","","","","","","","4397","4397","4397"
"21364800","","","","","","","4221","4221","4221","","","","","",""
"21365440","","","","","","","","","","","","","4715","4715","4715"
"21365504","","","","4109","4109","4109","","","","","","","","",""
"21365632","4344","4344","4344","","","","","","","","","","","",""
"21366592","","","","4120","4120","4120","","","","","","","","",""
"21366656","","","","4620","4620","4620","","","","","","","","",""
"21366848","","","","","","","4390","4390","4390","","","","","",""
"21367232","","","","","","","","","","","","","3946","3946","3946"
"21367424","","","","","","","","","","","","","4589","4589","4589"
"21367488","","","","","","","4154","4154","4154","","","","","",""
"21367808","","","","","","","","","","3759","3759","3759","","",""
"21368128","","","","","","","","","","4675","4675","4675","","",""
"21368256","","","","","","","","","","4116","4116","4116","","",""
"21368448","","","","","","","4700","4700","4700","","","","","",""
"21368960","","","","4713","4713","4713","","","","","","","","",""
"21369280","","","","","","","","","","","","","4156","4156","4156"
"21369408","4569","4569","4569","","","","","","","","","","","",""
"21369664","","","","","","","4630","4630","4630","","","","","",""
"21369728","","","","4428","4428","4428","4768","4768","4768","","","","","",""
"21370048","","","","4633","4633","4633","4621","4621","4621","","","","","",""
"21370432","","","","","","","","","","","","","4851","4851","4851"
"21371264","","","","","","","4905","4905","4905","","","","","",""
"21371456","","","","","","","","","","","","","4699","4699","4699"
"21371904","","","","","","","","","","","","","4308","4308","4308"
"21372480","","","","","","","","","","","","","4622","4622","4622"
"21372672","","","","","","","4578","4578","4578","","","","","",""
"21372736","","","","","","","3695","3695","3695","","","","","",""
"21373184","4258","4258","4258","","","","","","","","","","","",""
"21373312","","","","","","","","","","4657","4657","4657","","",""
"21373760","","","","","","","3651","3651","3651","","","","","",""
"21374208","","","","","","","","","","4494","4494","4494","","",""
"21374272","","","","","","","","","","4825","4825","4825","","",""
"21374336","3858","3858","3858","","","","","","","","","","","",""
"21374656","","","","","","","","","","4893","4893","4893","","",""
"21374784","","","","","","","","","","4605","4605","4605","","",""
"21375296","","","","","","","4912","4912","4912","","","","","",""
"21375424","","","","","","","","","","4549","4549","4549","","",""
"21375872","","","","","","","","","","4031","4031","4031","","",""
"21376000","","","","","","","","","","","","","4897","4897","4897"
"21376064","4499","4499","4499","","","","","","","","","","","",""
"21376128","","","","3936","3936","3936","","","","","","","","",""
"21377024","4742","4742","4742","","","","","","","","","","","",""
"21378368","","","","","","","4723","4723","4723","","","","","",""
"21378560","","","","","","","","","","","","","4245","4245","4245"
"21378624","","","","","","","","","","3840","3840","3840","","",""
"21379776","","","","","","","","","","","","","4692","4692","4692"
"21380096","","","","","","","","","","","","","4716","4716","4716"
"21380736","4717","4717","4717","","","","","","","","","","","",""
"21381376","4789","4789","4789","","","","","","","","","","","",""
"21382784","","","","4696","4696","4696","","","","","","","","",""
"21382848","","","","","","","4861","4861","4861","","","","","",""
"21383232","","","","4371","4371","4371","4754","4754","4754","","","","","",""
"21383296","","","","","","","","","","3793","3793","3793","","",""
"21383552","","","","","","","","","","4301","4301","4301","","",""
"21383808","","","","","","","","","","4755","4755","4755","","",""
"21384192","","","","","","","4798","4798","4798","","","","","",""
"21384384","","","","4651","4651","4651","","","","","","","","",""
"21384640","","","","4582","4582","4582","","","","","","","4675","4675","4675"
"21385344","4226","4226","4226","","","","","","","","","","","",""
"21385472","4638","4638","4638","","","","","","","","","","","",""
"21386112","","","","","","","4445","4445","4445","","","","","",""
"21386176","","","","","","","","","","","","","4240","4240","4240"
"21386368","","","","","","","","","","4442","4442","4442","","",""
"21386624","4566","4566","4566","","","","","","","","","","","",""
"21386752","4369","4369","4369","","","","","","","","","","","",""
"21386816","","","","","","","","","","","","","4114","4114","4114"
"21386944","","","","","","","","","","3933","3933","3933","","",""
"21387008","","","","","","","","","","","","","4177","4177","4177"
"21387136","4534","4534","4534","","","","","","","","","","","",""
"21387712","","","","","","","","","","4714","4714","4714","","",""
"21387968","","","","4323","4323","4323","","","","","","","","",""
"21388160","","","","","","","4847","4847","4847","","","","","",""
"21388736","","","","","","","","","","4333","4333","4333","","",""
"21389248","","","","","","","","","","4528","4528","4528","","",""
"21389376","","","","","","","4366","4366","4366","","","","","",""
"21389888","","","","","","","","","","4504","4504","4504","","",""
"21390592","","","","","","","","","","4587","4587","4587","","",""
"21391680","","","","","","","","","","","","","4742","4742","4742"
"21391808","4510","4510","4510","","","","","","","","","","","",""
"21391872","","","","","","","","","","","","","4688","4688","4688"
"21392128","","","","","","","","","","","","","4494","4494","4494"
"21392704","","","","","","","","","","","","","4761","4761","4761"
"21392896","","","","","","","","","","4735","4735","4735","","",""
"21392960","","","","","","","","","","","","","4174","4174","4174"
"21393088","4689","4689","4689","","","","","","","","","","","",""
"21393344","","","","","","","4934","4934","4934","","","","","",""
"21393472","","","","","","","","","","","","","4459","4459","4459"
"21393536","","","","","","","4691","4691","4691","","","","","",""
"21393728","","","","3563","3563","3563","","","","","","","","",""
"21393856","","","","","","","","","","","","","3369","3369","3369"
"21393920","","","","4573","4573","4573","","","","","","","","",""
"21394368","4157","4157","4157","","","","","","","","","","","",""
"21395264","","","","","","","4763","4763","4763","","","","","",""
"21395776","","","","","","","4311","4311","4311","","","","","",""
"21396160","","","","","","","","","","4758","4758","4758","","",""
"21396608","","","","","","","4240","4240","4240","","","","","",""
"21396672","","","","","","","","","","4602","4602","4602","4724","4724","4724"
"21397312","4669","4669","4669","","","","","","","","","","","",""
"21397376","","","","","","","4680","4680","4680","","","","","",""
"21397504","","","","","","","","","","","","","4361","4361","4361"
"21397696","","","","","","","4487","4487","4487","","","","","",""
"21397824","","","","","","","","","","4631","4631","4631","4601","4601","4601"
"21397952","","","","","","","","","","4870","4870","4870","","",""
"21398528","","","","","","","","","","","","","4593","4593","4593"
"21398592","","","","","","","4504","4504","4504","","","","","",""
"21398656","","","","","","","4779","4779","4779","","","","","",""
"21399104","","","","","","","4405","4405","4405","","","","","",""
"21399424","4635","4635","4635","","","","","","","","","","","",""
"21400640","","","","","","","4666","4666","4666","","","","","",""
"21400896","","","","","","","","","","4666","4666","4666","4938","4938","4938"
"21401088","4403","4403","4403","","","","","","","","","","","",""
"21401344","","","","","","","3959","3959","3959","4742","4742","4742","","",""
"21401536","4353","4353","4353","","","","","","","","","","","",""
"21401600","","","","","","","4136","4136","4136","","","","","",""
"21401664","","","","","","","","","","","","","4872","4872","4872"
"21401856","","","","4710","4710","4710","","","","","","","","",""
"21402112","","","","4713","4713","4713","","","","","","","","",""
"21402176","","","","","","","","","","","","","4750","4750","4750"
"21402560","4546","4546","4546","","","","","","","","","","","",""
"21402944","","","","","","","4850","4850","4850","","","","","",""
"21403392","","","","","","","4474","4474","4474","","","","","",""
"21403456","","","","","","","","","","3502","3502","3502","","",""
"21403584","4735","4735","4735","","","","","","","","","","","",""
"21403776","","","","","","","","","","","","","4912","4912","4912"
"21404032","","","","3842","3842","3842","","","","","","","","",""
"21404096","4874","4874","4874","","","","","","","","","","","",""
"21404928","4928","4928","4928","","","","","","","","","","","",""
"21405376","","","","4723","4723","4723","","","","","","","","",""
"21405568","","","","4891","4891","4891","","","","","","","","",""
"21406592","","","","4546","4546","4546","","","","","","","","",""
"21407104","","","","4803","4803","4803","","","","","","","","",""
"21408128","","","","","","","","","","4841","4841","4841","","",""
"21408704","","","","","","","","","","3026","3026","3026","","",""
"21409024","","","","","","","4299","4299","4299","","","","","",""
"21409152","","","","","","","","","","","","","4584","4584","4584"
"21409472","","","","","","","","","","","","","4638","4638","4638"
"21409536","","","","","","","","","","4905","4905","4905","","",""
"21409728","4490","4490","4490","","","","","","","","","","","",""
"21409792","","","","","","","","","","","","","4763","4763","4763"
"21409984","4642","4642","4642","","","","","","","","","","","",""
"21410048","4069","4069","4069","","","","","","","","","","","",""
"21410112","","","","","","","","","","4856","4856","4856","","",""
"21410496","4609","4609","4609","4671","4671","4671","","","","","","","","",""
"21410560","4534","4534","4534","","","","","","","","","","","",""
"21411328","","","","","","","","","","4797","4797","4797","","",""
"21411392","","","","","","","","","","","","","4912","4912","4912"
"21411712","","","","3730","3730","3730","","","","","","","","",""
"21412736","4673","4673","4673","","","","","","","","","","","",""
"21412864","","","","4787","4787","4787","","","","","","","","",""
"21413504","","","","","","","","","","","","","4785","4785","4785"
"21413760","","","","","","","","","","4741","4741","4741","","",""
"21414080","4569","4569","4569","","","","","","","4794","4794","4794","","",""
"21414144","","","","","","","","","","","","","4908","4908","4908"
"21414336","","","","","","","4742","4742","4742","","","","4357","4357","4357"
"21414400","","","","","","","","","","4522","4522","4522","","",""
"21414464","4814","4814","4814","4687","4687","4687","","","","","","","","",""
"21414656","4137","4137","4137","","","","","","","","","","","",""
"21414720","","","","4324","4324","4324","","","","3827","3827","3827","","",""
"21414976","","","","","","","4600","4600","4600","","","","","",""
"21415552","","","","","","","","","","","","","4382","4382","4382"
"21415936","","","","","","","4710","4710","4710","","","","","",""
"21416256","","","","","","","","","","4762","4762","4762","","",""
"21416384","4338","4338","4338","","","","","","","","","","","",""
"21416576","","","","","","","3313","3313","3313","","","","","",""
"21416896","","","","4510","4510","4510","","","","","","","","",""
"21417152","","","","","","","","","","4598","4598","4598","","",""
"21417216","","","","","","","","","","4671","4671","4671","","",""
"21417408","","","","","","","","","","","","","4835","4835","4835"
"21417600","","","","","","","","","","4877","4877","4877","","",""
"21417856","","","","","","","","","","","","","3812","3812","3812"
"21418112","","","","","","","","","","","","","4571","4571","4571"
"21419392","","","","","","","","","","","","","4747","4747","4747"
"21420288","","","","4847","4847","4847","","","","","","","4690","4690","4690"
"21420352","","","","4209","4209","4209","","","","","","","","",""
"21420992","","","","","","","4777","4777","4777","","","","","",""
"21421184","","","","4732","4732","4732","","","","","","","","",""
"21421248","","","","","","","","","","4798","4798","4798","","",""
"21421376","","","","","","","3755","3755","3755","","","","","",""
"21421888","4887","4887","4887","","","","","","","","","","","",""
"21422144","4813","4813","4813","4750","4750","4750","","","","","","","","",""
"21422272","","","","","","","","","","","","","4863","4863","4863"
"21422336","","","","","","","","","","4895","4895","4895","","",""
"21422400","","","","","","","","","","4824","4824","4824","","",""
"21422592","","","","","","","4400","4400","4400","","","","","",""
"21422912","","","","4568","4568","4568","","","","","","","","",""
"21423104","","","","4855","4855","4855","","","","","","","","",""
"21423232","","","","","","","","","","4611","4611","4611","","",""
"21423488","","","","4662","4662","4662","3957","3957","3957","","","","","",""
"21423744","","","","","","","","","","","","","4871","4871","4871"
"21424064","","","","","","","4588","4588","4588","","","","","",""
"21424384","","","","","","","4629","4629","4629","","","","","",""
"21424576","4383","4383","4383","","","","","","","","","","","",""
"21424960","","","","4833","4833","4833","","","","","","","","",""
"21425088","","","","","","","","","","","","","4745","4745","4745"
"21425152","4549","4549","4549","","","","","","","","","","","",""
"21425600","4286","4286","4286","","","","","","","","","","4834","4834","4834"
"21425920","4811","4811","4811","","","","4425","4425","4425","","","","4514","4514","4514"
"21426176","","","","","","","","","","","","","4654","4654","4654"
"21426560","","","","","","","","","","","","","4748","4748","4748"
"21426624","","","","4785","4785","4785","","","","4823","4823","4823","","",""
"21427008","","","","","","","","","","4812","4812","4812","","",""
"21427136","","","","","","","","","","3784","3784","3784","","",""
"21427200","","","","4880","4880","4880","","","","","","","","",""
"21427520","4077","4077","4077","","","","4711","4711","4711","","","","","",""
"21428032","","","","","","","","","","","","","4523","4523","4523"
"21428480","","","","","","","","","","4379","4379","4379","","",""
"21429312","","","","3945","3945","3945","","","","","","","","",""
"21429440","","","","4774","4774","4774","","","","","","","","",""
"21430784","","","","","","","","","","","","","4809","4809","4809"
"21430848","","","","","","","4884","4884","4884","","","","","",""
"21432192","","","","4913","4913","4913","","","","","","","","",""
"21432704","","","","","","","","","","","","","4561","4561","4561"
"21432960","","","","","","","","","","","","","4270","4270","4270"
"21433216","","","","4279","4279","4279","","","","","","","","",""
"21433536","","","","","","","","","","","","","4730","4730","4730"
"21433664","","","","","","","4793","4793","4793","","","","","",""
"21433728","","","","","","","4651","4651","4651","","","","","",""
"21433792","","","","","","","","","","","","","4316","4316","4316"
"21434432","","","","","","","","","","4705","4705","4705","","",""
"21434560","","","","","","","","","","4408","4408","4408","","",""
"21435008","","","","","","","","","","4683","4683","4683","","",""
"21435072","4760","4760","4760","","","","","","","","","","","",""
"21435840","","","","","","","","","","","","","4690","4690","4690"
"21435968","","","","4746","4746","4746","","","","4862","4862","4862","","",""
"21436544","","","","","","","","","","","","","4732","4732","4732"
"21437184","","","","","","","4736","4736","4736","","","","","",""
"21437312","","","","","","","","","","4631","4631","4631","","",""
"21437824","","","","","","","","","","4545","4545","4545","","",""
"21437888","4594","4594","4594","","","","","","","","","","","",""
"21438528","","","","4501","4501","4501","","","","","","","","",""
"21439040","","","","","","","","","","","","","4830","4830","4830"
"21439104","","","","","","","","","","","","","3308","3308","3308"
"21439232","4729","4729","4729","","","","","","","","","","","",""
"21439552","","","","","","","","","","3853","3853","3853","","",""
"21439872","","","","","","","","","","","","","3941","3941","3941"
"21439936","","","","4810","4810","4810","","","","4378","4378","4378","","",""
"21440192","","","","4132","4132","4132","","","","","","","","",""
"21440320","3557","3557","3557","","","","","","","","","","","",""
"21440832","4746","4746","4746","","","","","","","","","","","",""
"21441024","","","","","","","","","","","","","4418","4418","4418"
"21441536","","","","4338","4338","4338","","","","","","","","",""
"21441600","","","","","","","4780","4780","4780","","","","","",""
"21442240","","","","4901","4901","4901","","","","","","","","",""
"21442560","","","","","","","","","","","","","4483","4483","4483"
"21442816","","","","","","","","","","","","","2678","2678","2678"
"21443520","","","","","","","4775","4775","4775","","","","","",""
"21444032","","","","","","","","","","4621","4621","4621","","",""
"21444736","","","","","","","4706","4706","4706","","","","","",""
"21445056","","","","","","","","","","4799","4799","4799","","",""
"21445120","","","","4929","4929","4929","","","","","","","4405","4405","4405"
"21445632","","","","4371","4371","4371","","","","","","","","",""
"21446208","3995","3995","3995","","","","4881","4881","4881","","","","","",""
"21446592","","","","","","","","","","","","","4800","4800","4800"
"21446720","","","","","","","","","","4799","4799","4799","","",""
"21447040","4402","4402","4402","","","","3393","3393","3393","","","","","",""
"21447104","4894","4894","4894","","","","","","","","","","","",""
"21447552","","","","","","","4621","4621","4621","","","","","",""
"21447872","","","","","","","","","","","","","4569","4569","4569"
"21447936","","","","","","","4791","4791","4791","","","","","",""
"21448128","","","","4594","4594","4594","","","","","","","","",""
"21448768","","","","","","","4514","4514","4514","","","","","",""
"21449024","","","","","","","4723","4723","4723","","","","","",""
"21449664","","","","4591","4591","4591","","","","","","","","",""
"21449984","","","","3817","3817","3817","","","","","","","","",""
"21450624","","","","","","","","","","","","","4889","4889","4889"
"21450816","4182","4182","4182","","","","","","","","","","","",""
"21451200","","","","","","","4796","4796","4796","","","","","",""
"21451264","4653","4653","4653","","","","","","","","","","","",""
"21451520","4696","4696","4696","","","","","","","","","","","",""
"21451776","","","","","","","","","","","","","4736","4736","4736"
"21452608","","","","","","","4472","4472","4472","","","","","",""
"21452672","","","","","","","4831","4831","4831","","","","","",""
"21452992","","","","","","","","","","","","","4350","4350","4350"
"21453120","3801","3801","3801","4539","4539","4539","","","","","","","","",""
"21453504","","","","","","","","","","","","","4883","4883","4883"
"21453696","","","","","","","","","","","","","4889","4889","4889"
"21453888","","","","","","","","","","","","","4793","4793","4793"
"21454016","","","","","","","","","","4696","4696","4696","","",""
"21454912","","","","","","","","","","3934","3934","3934","","",""
"21455040","","","","","","","","","","","","","4430","4430","4430"
"21455104","","","","","","","","","","4794","4794","4794","","",""
"21455616","4925","4925","4925","","","","","","","","","","","",""
"21455744","","","","","","","","","","4774","4774","4774","","",""
"21456192","4286","4286","4286","","","","","","","","","","","",""
"21456320","4489","4489","4489","","","","","","","4859","4859","4859","","",""
"21456512","3837","3837","3837","","","","","","","","","","","",""
"21456576","","","","","","","4746","4746","4746","","","","","",""
"21456768","4513","4513","4513","","","","","","","","","","","",""
"21456832","3701","3701","3701","","","","","","","","","","","",""
"21456896","","","","","","","","","","","","","4626","4626","4626"
"21457152","","","","4247","4247","4247","","","","","","","","",""
"21457408","","","","","","","","","","4665","4665","4665","","",""
"21457600","","","","","","","","","","","","","4871","4871","4871"
"21458880","","","","","","","","","","","","","4561","4561","4561"
"21459264","","","","","","","4556","4556","4556","","","","","",""
"21459328","4686","4686","4686","","","","4566","4566","4566","","","","","",""
"21460096","4417","4417","4417","","","","","","","","","","","",""
"21460288","4284","4284","4284","","","","","","","","","","","",""
"21460480","","","","4272","4272","4272","","","","","","","","",""
"21460864","","","","","","","","","","","","","4384","4384","4384"
"21460928","","","","4255","4255","4255","","","","","","","","",""
"21461120","","","","","","","3914","3914","3914","","","","","",""
"21461568","","","","","","","","","","","","","4761","4761","4761"
"21461824","","","","","","","","","","4892","4892","4892","","",""
"21462016","","","","","","","","","","","","","4642","4642","4642"
"21462400","","","","","","","","","","4357","4357","4357","","",""
"21462464","","","","4383","4383","4383","","","","","","","","",""
"21462656","","","","","","","","","","4818","4818","4818","","",""
"21462912","","","","","","","","","","4389","4389","4389","","",""
"21463040","","","","","","","3941","3941","3941","","","","","",""
"21463296","","","","","","","4235","4235","4235","","","","","",""
"21463360","","","","","","","4181","4181","4181","","","","","",""
"21463488","","","","","","","4850","4850","4850","","","","","",""
"21463552","4895","4895","4895","","","","","","","4146","4146","4146","","",""
"21464000","","","","","","","","","","4637","4637","4637","","",""
"21464192","","","","4314","4314","4314","","","","","","","","",""
"21464256","","","","","","","","","","4711","4711","4711","","",""
"21464320","4063","4063","4063","","","","","","","","","","","",""
"21464576","","","","","","","","","","","","","4770","4770","4770"
"21464832","","","","","","","4775","4775","4775","","","","","",""
"21465024","","","","","","","4709","4709","4709","","","","","",""
"21465216","4885","4885","4885","","","","","","","","","","","",""
"21465280","","","","","","","","","","4790","4790","4790","","",""
"21465344","","","","","","","","","","","","","4903","4903","4903"
"21465408","","","","","","","","","","4451","4451","4451","","",""
"21466304","","","","","","","4795","4795","4795","","","","","",""
"21467264","","","","","","","","","","","","","4602","4602","4602"
"21467456","4533","4533","4533","","","","","","","","","","","",""
"21467968","","","","4546","4546","4546","","","","","","","","",""
"21468032","","","","","","","","","","","","","4422","4422","4422"
"21468160","","","","4165","4165","4165","","","","","","","","",""
"21468288","3997","3997","3997","","","","","","","","","","","",""
"21468672","","","","","","","4510","4510","4510","","","","","",""
"21468736","","","","4807","4807","4807","","","","","","","","",""
"21468864","3867","3867","3867","","","","","","","","","","","",""
"21468928","","","","","","","4476","4476","4476","","","","","",""
"21469376","","","","4808","4808","4808","","","","","","","","",""
"21469568","4763","4763","4763","","","","4460","4460","4460","","","","","",""
"21469760","","","","4734","4734","4734","","","","","","","","",""
"21470784","4820","4820","4820","","","","","","","","","","","",""
"21470848","","","","4412","4412","4412","","","","","","","","",""
"21471040","4611","4611","4611","","","","","","","","","","","",""
"21471168","","","","","","","","","","4798","4798","4798","","",""
"21471680","","","","4421","4421","4421","","","","","","","","",""
"21471936","","","","4407","4407","4407","","","","","","","","",""
"21472320","","","","","","","4692","4692","4692","","","","","",""
"21472704","","","","","","","4889","4889","4889","","","","","",""
"21473472","4871","4871","4871","","","","","","","","","","","",""
"21473664","","","","","","","","","","","","","4800","4800","4800"
"21473792","4279","4279","4279","","","","","","","","","","","",""
"21473920","","","","","","","","","","4828","4828","4828","","",""
"21474304","","","","","","","","","","","","","4906","4906","4906"
"21474496","4612","4612","4612","","","","4363","4363","4363","","","","","",""
"21474624","","","","4810","4810","4810","","","","","","","","",""
"21474688","4573","4573","4573","","","","","","","","","","","",""
"21475008","","","","","","","","","","4725","4725","4725","","",""
"21475072","","","","","","","","","","","","","4468","4468","4468"
"21475136","","","","","","","4905","4905","4905","","","","","",""
"21475456","","","","","","","","","","4757","4757","4757","","",""
"21476032","","","","","","","4202","4202","4202","","","","","",""
"21476800","","","","","","","","","","4150","4150","4150","4762","4762","4762"
"21476928","4203","4203","4203","","","","","","","","","","","",""
"21478016","4887","4887","4887","","","","","","","","","","","",""
"21478592","4320","4320","4320","","","","","","","","","","","",""
"21478720","","","","","","","","","","3907","3907","3907","","",""
"21478784","","","","","","","","","","","","","4887","4887","4887"
"21478912","4575","4575","4575","","","","","","","","","","","",""
"21479296","","","","","","","","","","","","","4431","4431","4431"
"21479360","4656","4656","4656","","","","","","","","","","","",""
"21479680","","","","","","","4521","4521","4521","","","","","",""
"21479808","","","","","","","4461","4461","4461","","","","","",""
"21480320","","","","","","","","","","","","","4742","4742","4742"
"21480704","","","","","","","","","","","","","4708","4708","4708"
"21481856","","","","","","","","","","4696","4696","4696","","",""
"21482048","","","","","","","","","","4565","4565","4565","","",""
"21482304","","","","","","","","","","","","","4865","4865","4865"
"21482624","","","","","","","","","","4534","4534","4534","","",""
"21483136","","","","","","","","","","","","","4707","4707","4707"
"21483200","4620","4620","4620","","","","","","","","","","","",""
"21483328","","","","4676","4676","4676","","","","","","","","",""
"21483520","","","","3790","3790","3790","","","","","","","","",""
"21483584","","","","","","","","","","","","","4790","4790","4790"
"21483648","4576","4576","4576","","","","4754","4754","4754","","","","","",""
"21483840","4182","4182","4182","","","","","","","","","","","",""
"21483904","","","","","","","","","","","","","4549","4549","4549"
"21484288","","","","","","","4847","4847","4847","","","","","",""
"21484352","","","","","","","","","","","","","3902","3902","3902"
"21484416","","","","","","","","","","","","","4794","4794","4794"
"21484608","","","","4892","4892","4892","","","","","","","","",""
"21484928","","","","","","","4392","4392","4392","","","","4464","4464","4464"
"21485120","4804","4804","4804","","","","","","","","","","","",""
"21485376","","","","4153","4153","4153","","","","","","","","",""
"21485440","","","","","","","","","","4777","4777","4777","","",""
"21485504","4918","4918","4918","4265","4265","4265","","","","","","","","",""
"21486080","","","","4115","4115","4115","","","","","","","","",""
"21486208","","","","","","","","","","","","","4791","4791","4791"
"21486336","4887","4887","4887","","","","4766","4766","4766","4693","4693","4693","","",""
"21486656","","","","3984","3984","3984","","","","","","","","",""
"21486912","4709","4709","4709","","","","4438","4438","4438","","","","","",""
"21487040","","","","","","","","","","","","","4838","4838","4838"
"21487104","","","","","","","","","","4632","4632","4632","","",""
"21487168","4743","4743","4743","","","","4351","4351","4351","","","","","",""
"21487296","","","","","","","","","","","","","4797","4797","4797"
"21487360","","","","","","","4420","4420","4420","","","","","",""
"21487680","4824","4824","4824","","","","","","","4800","4800","4800","","",""
"21488192","4447","4447","4447","","","","","","","","","","","",""
"21488320","","","","","","","","","","4655","4655","4655","","",""
"21488384","4924","4924","4924","","","","","","","","","","","",""
"21488448","4545","4545","4545","","","","","","","","","","","",""
"21488512","","","","","","","","","","4637","4637","4637","","",""
"21489536","","","","4767","4767","4767","","","","","","","","",""
"21489984","","","","","","","4791","4791","4791","","","","","",""
"21490560","","","","","","","","","","","","","4594","4594","4594"
"21491008","","","","","","","4462","4462","4462","","","","","",""
"21491136","","","","","","","4612","4612","4612","","","","","",""
"21491200","","","","4333","4333","4333","","","","","","","","",""
"21491520","","","","","","","","","","4789","4789","4789","","",""
"21492608","","","","","","","","","","","","","4900","4900","4900"
"21492864","","","","4158","4158","4158","","","","","","","","",""
"21493056","","","","4825","4825","4825","","","","","","","","",""
"21493184","","","","4878","4878","4878","","","","","","","","",""
"21493312","4709","4709","4709","","","","","","","","","","","",""
"21493568","","","","","","","4338","4338","4338","","","","","",""
"21493696","4247","4247","4247","","","","","","","","","","","",""
"21494144","","","","","","","","","","","","","4690","4690","4690"
"21494528","4884","4884","4884","","","","","","","","","","","",""
"21494720","","","","","","","","","","","","","4775","4775","4775"
"21494784","4816","4816","4816","","","","","","","","","","","",""
"21495168","","","","","","","","","","4100","4100","4100","4302","4302","4302"
"21495488","","","","","","","4595","4595","4595","","","","4103","4103","4103"
"21495616","","","","4924","4924","4924","","","","","","","","",""
"21495808","","","","4425","4425","4425","","","","","","","","",""
"21496576","","","","","","","","","","4221","4221","4221","","",""
"21496704","4900","4900","4900","","","","","","","","","","","",""
"21497088","","","","","","","4475","4475","4475","","","","","",""
"21498304","","","","","","","","","","4611","4611","4611","","",""
"21498496","","","","","","","4473","4473","4473","","","","","",""
"21499008","4512","4512","4512","","","","","","","","","","4821","4821","4821"
"21499328","4869","4869","4869","","","","","","","","","","","",""
"21500224","","","","","","","","","","","","","4865","4865","4865"
"21501376","4801","4801","4801","","","","","","","","","","","",""
"21501504","","","","","","","4838","4838","4838","","","","","",""
"21501888","","","","","","","4865","4865","4865","4278","4278","4278","","",""
"21502208","","","","4116","4116","4116","","","","","","","","",""
"21502400","","","","","","","4485","4485","4485","","","","","",""
"21502528","","","","","","","3555","3555","3555","","","","","",""
"21502656","4879","4879","4879","","","","","","","","","","","",""
"21503360","","","","","","","4690","4690","4690","","","","","",""
"21503424","4742","4742","4742","","","","","","","","","","","",""
