"Step","melting_runseed=4 - training/episode/reward","melting_runseed=4 - training/episode/reward__MIN","melting_runseed=4 - training/episode/reward__MAX","melting_runseed=3 - training/episode/reward","melting_runseed=3 - training/episode/reward__MIN","melting_runseed=3 - training/episode/reward__MAX","melting_runseed=2 - training/episode/reward","melting_runseed=2 - training/episode/reward__MIN","melting_runseed=2 - training/episode/reward__MAX","melting_runseed=1 - training/episode/reward","melting_runseed=1 - training/episode/reward__MIN","melting_runseed=1 - training/episode/reward__MAX","melting_runseed=0 - training/episode/reward","melting_runseed=0 - training/episode/reward__MIN","melting_runseed=0 - training/episode/reward__MAX"
"1413568","","","","","","","","","","2172","2172","2172","","",""
"1418496","","","","-5000","-5000","-5000","","","","","","","","",""
"1419008","","","","","","","","","","2956","2956","2956","","",""
"1421440","","","","4285","4285","4285","","","","","","","","",""
"1422400","","","","","","","","","","","","","386","386","386"
"1422464","","","","","","","-5000","-5000","-5000","","","","","",""
"1427584","","","","-5000","-5000","-5000","","","","","","","","",""
"1443008","","","","","","","-5000","-5000","-5000","","","","","",""
"1443456","","","","789","789","789","","","","","","","","",""
"1444672","","","","","","","","","","3981","3981","3981","","",""
"1444992","","","","-5000","-5000","-5000","","","","","","","","",""
"1446144","","","","1313","1313","1313","","","","","","","","",""
"1452864","","","","","","","","","","","","","3307","3307","3307"
"1454400","","","","","","","","","","1205","1205","1205","","",""
"1460480","","","","","","","","","","-5000","-5000","-5000","","",""
"1462208","","","","","","","","","","","","","4378","4378","4378"
"1462848","","","","-5000","-5000","-5000","","","","","","","","",""
"1463296","","","","","","","","","","","","","2348","2348","2348"
"1465280","","","","","","","2394","2394","2394","","","","","",""
"1465792","","","","","","","2588","2588","2588","","","","","",""
"1465856","","","","","","","","","","-5000","-5000","-5000","2610","2610","2610"
"1467968","","","","","","","","","","1616","1616","1616","","",""
"1468032","","","","-5000","-5000","-5000","","","","4143","4143","4143","","",""
"1468288","","","","-5000","-5000","-5000","","","","","","","","",""
"1468864","","","","","","","","","","","","","4198","4198","4198"
"1472256","","","","12","12","12","","","","","","","","",""
"1475712","","","","","","","","","","3317","3317","3317","","",""
"1477120","","","","","","","","","","-5000","-5000","-5000","","",""
"1478400","1850","1850","1850","","","","","","","","","","","",""
"1482496","-5000","-5000","-5000","","","","","","","","","","","",""
"1484096","-5000","-5000","-5000","","","","","","","","","","","",""
"1486464","","","","","","","3757","3757","3757","","","","","",""
"1487488","853","853","853","","","","","","","","","","","",""
"1490304","","","","3574","3574","3574","","","","","","","","",""
"1491904","","","","","","","-5000","-5000","-5000","","","","","",""
"1492736","","","","","","","","","","","","","-5000","-5000","-5000"
"1495296","","","","2144","2144","2144","","","","","","","3760","3760","3760"
"1501440","","","","","","","","","","","","","-5000","-5000","-5000"
"1503040","","","","1865","1865","1865","","","","","","","","",""
"1505600","","","","","","","-5000","-5000","-5000","","","","","",""
"1506944","","","","","","","","","","","","","2944","2944","2944"
"1509696","","","","2223","2223","2223","","","","","","","","",""
"1511104","","","","","","","","","","677","677","677","","",""
"1513664","","","","","","","2614","2614","2614","","","","","",""
"1514240","","","","","","","","","","","","","-5000","-5000","-5000"
"1514880","","","","","","","2539","2539","2539","","","","","",""
"1517504","","","","","","","-5000","-5000","-5000","","","","","",""
"1521216","-5000","-5000","-5000","","","","","","","","","","","",""
"1522176","","","","2780","2780","2780","","","","","","","","",""
"1526976","-5000","-5000","-5000","","","","","","","","","","","",""
"1529984","","","","","","","","","","429","429","429","","",""
"1546944","","","","2510","2510","2510","","","","","","","","",""
"1549056","","","","","","","","","","1253","1253","1253","","",""
"1549760","383","383","383","","","","","","","","","","","",""
"1550656","","","","","","","","","","","","","-5000","-5000","-5000"
"1550912","","","","","","","","","","","","","-5000","-5000","-5000"
"1551104","130","130","130","","","","","","","","","","","",""
"1552512","","","","","","","","","","-5000","-5000","-5000","","",""
"1553408","","","","","","","","","","","","","715","715","715"
"1555584","","","","","","","","","","383","383","383","","",""
"1557888","","","","2080","2080","2080","","","","","","","","",""
"1558080","","","","1906","1906","1906","","","","","","","","",""
"1559360","-5000","-5000","-5000","","","","","","","","","","","",""
"1559808","","","","1799","1799","1799","","","","","","","","",""
"1560640","","","","-5000","-5000","-5000","","","","","","","","",""
"1562688","-5000","-5000","-5000","","","","","","","","","","","",""
"1567296","","","","","","","","","","3569","3569","3569","","",""
"1568512","","","","","","","-5000","-5000","-5000","","","","","",""
"1570368","3530","3530","3530","","","","","","","","","","","",""
"1570432","","","","","","","","","","2023","2023","2023","","",""
"1572096","1335","1335","1335","","","","","","","","","","","",""
"1574656","","","","","","","1413","1413","1413","","","","","",""
"1575424","","","","","","","2513","2513","2513","","","","","",""
"1577728","","","","","","","","","","3397","3397","3397","","",""
"1579520","","","","","","","2189","2189","2189","","","","","",""
"1580864","-5000","-5000","-5000","","","","","","","","","","","",""
"1580992","","","","","","","","","","3559","3559","3559","","",""
"1587264","","","","","","","","","","","","","2214","2214","2214"
"1594304","592","592","592","","","","1790","1790","1790","","","","","",""
"1597248","","","","","","","","","","-5000","-5000","-5000","","",""
"1599040","-5000","-5000","-5000","","","","","","","","","","","",""
"1599936","-5000","-5000","-5000","","","","","","","","","","","",""
"1600512","","","","2250","2250","2250","","","","","","","","",""
"1603072","-5000","-5000","-5000","","","","","","","","","","","",""
"1604032","","","","-5000","-5000","-5000","","","","","","","","",""
"1604096","","","","","","","","","","","","","3300","3300","3300"
"1607872","-5000","-5000","-5000","","","","","","","","","","","",""
"1608256","","","","1453","1453","1453","","","","","","","","",""
"1608960","","","","","","","1267","1267","1267","","","","","",""
"1611584","426","426","426","","","","","","","","","","","",""
"1612224","","","","","","","","","","-5000","-5000","-5000","","",""
"1613056","","","","","","","","","","","","","4068","4068","4068"
"1613568","","","","3606","3606","3606","","","","","","","","",""
"1613952","","","","","","","","","","4180","4180","4180","","",""
"1616320","","","","","","","1760","1760","1760","","","","","",""
"1617344","1630","1630","1630","","","","","","","","","","","",""
"1618112","","","","","","","4090","4090","4090","","","","","",""
"1620160","","","","","","","","","","","","","-5000","-5000","-5000"
"1622272","3867","3867","3867","","","","","","","","","","","",""
"1623232","","","","","","","","","","","","","2563","2563","2563"
"1624512","-5000","-5000","-5000","","","","","","","","","","","",""
"1625664","","","","","","","-5000","-5000","-5000","","","","","",""
"1627776","-5000","-5000","-5000","","","","","","","","","","","",""
"1632320","698","698","698","","","","","","","","","","","",""
"1647168","","","","3605","3605","3605","","","","","","","","",""
"1650368","","","","","","","-5000","-5000","-5000","","","","","",""
"1650496","","","","","","","-5000","-5000","-5000","","","","","",""
"1651328","","","","","","","","","","","","","2780","2780","2780"
"1654144","","","","","","","","","","-5000","-5000","-5000","","",""
"1665344","","","","","","","","","","","","","-5000","-5000","-5000"
"1667840","","","","3217","3217","3217","","","","","","","","",""
"1673280","","","","","","","","","","","","","1806","1806","1806"
"1676672","","","","","","","","","","","","","-5000","-5000","-5000"
"1677120","","","","","","","","","","-5000","-5000","-5000","","",""
"1677504","","","","3788","3788","3788","","","","","","","","",""
"1677696","-5000","-5000","-5000","","","","","","","","","","","",""
"1678336","2303","2303","2303","","","","","","","","","","","",""
"1684608","","","","-5000","-5000","-5000","","","","","","","","",""
"1684672","","","","","","","","","","1581","1581","1581","","",""
"1686400","","","","","","","1553","1553","1553","","","","","",""
"1687808","-5000","-5000","-5000","","","","","","","","","","","",""
"1693824","","","","","","","","","","812","812","812","","",""
"1693888","","","","","","","","","","1471","1471","1471","","",""
"1696448","","","","","","","","","","3503","3503","3503","","",""
"1698048","","","","","","","","","","","","","3123","3123","3123"
"1698624","3444","3444","3444","","","","","","","","","","","",""
"1699776","","","","","","","","","","2821","2821","2821","","",""
"1700160","-5000","-5000","-5000","","","","","","","","","","","",""
"1701568","","","","2115","2115","2115","","","","","","","","",""
"1708992","","","","","","","-5000","-5000","-5000","","","","","",""
"1710720","2329","2329","2329","","","","","","","","","","","",""
"1714112","","","","","","","","","","2346","2346","2346","","",""
"1715456","","","","-5000","-5000","-5000","","","","","","","","",""
"1715840","2196","2196","2196","","","","","","","","","","","",""
"1720832","","","","","","","","","","","","","1572","1572","1572"
"1721216","","","","","","","","","","","","","3449","3449","3449"
"1722240","","","","316","316","316","","","","","","","","",""
"1728576","","","","","","","","","","","","","-5000","-5000","-5000"
"1729600","","","","4394","4394","4394","","","","","","","","",""
"1729664","","","","","","","","","","","","","-5000","-5000","-5000"
"1734592","","","","","","","","","","","","","4042","4042","4042"
"1735872","","","","","","","-5000","-5000","-5000","","","","","",""
"1737216","","","","","","","","","","3450","3450","3450","","",""
"1738880","","","","4590","4590","4590","","","","","","","","",""
"1739008","","","","","","","","","","2656","2656","2656","","",""
"1742976","","","","","","","","","","","","","4503","4503","4503"
"1753408","","","","4208","4208","4208","","","","","","","","",""
"1754048","3647","3647","3647","","","","","","","","","","","",""
"1755584","","","","","","","","","","1875","1875","1875","","",""
"1757504","","","","","","","","","","3547","3547","3547","","",""
"1761600","","","","1064","1064","1064","","","","","","","","",""
"1762496","","","","","","","","","","2652","2652","2652","","",""
"1763520","-5000","-5000","-5000","","","","","","","","","","","",""
"1764352","1091","1091","1091","","","","","","","","","","","",""
"1767040","","","","","","","","","","-5000","-5000","-5000","","",""
"1768640","","","","","","","-5000","-5000","-5000","","","","","",""
"1772544","","","","","","","","","","","","","1260","1260","1260"
"1773248","","","","","","","","","","3382","3382","3382","","",""
"1773312","","","","","","","","","","4251","4251","4251","","",""
"1773568","","","","3820","3820","3820","","","","","","","","",""
"1775232","","","","626","626","626","","","","","","","","",""
"1775424","","","","","","","","","","","","","2468","2468","2468"
"1776512","","","","","","","","","","","","","4397","4397","4397"
"1776768","","","","","","","","","","614","614","614","","",""
"1778176","2374","2374","2374","","","","-5000","-5000","-5000","","","","","",""
"1781440","2213","2213","2213","","","","","","","","","","","",""
"1781632","","","","","","","","","","773","773","773","","",""
"1782208","","","","","","","","","","","","","-5000","-5000","-5000"
"1782784","","","","","","","2874","2874","2874","","","","","",""
"1784064","2247","2247","2247","","","","","","","","","","","",""
"1785280","","","","","","","-5000","-5000","-5000","","","","","",""
"1788032","","","","-5000","-5000","-5000","","","","","","","","",""
"1792832","","","","","","","","","","","","","395","395","395"
"1794176","","","","","","","","","","","","","3830","3830","3830"
"1798400","-5000","-5000","-5000","","","","","","","","","","","",""
"1799872","","","","","","","2555","2555","2555","","","","","",""
"1801408","","","","","","","","","","","","","-5000","-5000","-5000"
