"Step","melting_self_runseed=4 - training/episode/reward","melting_self_runseed=4 - training/episode/reward__MIN","melting_self_runseed=4 - training/episode/reward__MAX","melting_self_runseed=3 - training/episode/reward","melting_self_runseed=3 - training/episode/reward__MIN","melting_self_runseed=3 - training/episode/reward__MAX","melting_self_runseed=2 - training/episode/reward","melting_self_runseed=2 - training/episode/reward__MIN","melting_self_runseed=2 - training/episode/reward__MAX","melting_self_runseed=1 - training/episode/reward","melting_self_runseed=1 - training/episode/reward__MIN","melting_self_runseed=1 - training/episode/reward__MAX","melting_self_runseed=0 - training/episode/reward","melting_self_runseed=0 - training/episode/reward__MIN","melting_self_runseed=0 - training/episode/reward__MAX"
"21421056","","","","4807","4807","4807","","","","","","","","",""
"21421120","","","","","","","","","","4892","4892","4892","","",""
"21421248","","","","","","","4814","4814","4814","","","","","",""
"21421504","","","","4602","4602","4602","","","","","","","","",""
"21421824","4774","4774","4774","","","","4220","4220","4220","","","","","",""
"21421952","","","","4727","4727","4727","","","","","","","","",""
"21422144","","","","","","","","","","","","","4793","4793","4793"
"21422208","","","","4194","4194","4194","","","","","","","","",""
"21422464","","","","","","","","","","","","","4727","4727","4727"
"21422976","4685","4685","4685","","","","","","","","","","","",""
"21423296","","","","","","","","","","","","","4390","4390","4390"
"21423424","4251","4251","4251","","","","","","","","","","","",""
"21423488","","","","","","","4895","4895","4895","","","","","",""
"21423552","","","","4832","4832","4832","","","","","","","4559","4559","4559"
"21423744","","","","","","","","","","4770","4770","4770","","",""
"21423872","","","","","","","","","","4642","4642","4642","","",""
"21424000","","","","4757","4757","4757","","","","","","","","",""
"21424128","","","","","","","","","","","","","4881","4881","4881"
"21424320","","","","4802","4802","4802","","","","4554","4554","4554","4611","4611","4611"
"21424640","4699","4699","4699","","","","4575","4575","4575","","","","","",""
"21425280","4581","4581","4581","","","","","","","","","","","",""
"21425472","","","","","","","","","","4226","4226","4226","","",""
"21425792","","","","","","","","","","4766","4766","4766","4461","4461","4461"
"21425920","","","","","","","","","","","","","3923","3923","3923"
"21426048","","","","","","","4230","4230","4230","","","","","",""
"21426368","4431","4431","4431","","","","4502","4502","4502","","","","","",""
"21426432","","","","4615","4615","4615","","","","","","","","",""
"21426624","","","","4668","4668","4668","","","","","","","","",""
"21427072","","","","","","","4674","4674","4674","","","","","",""
"21427712","","","","","","","4597","4597","4597","","","","","",""
"21427776","4591","4591","4591","","","","","","","","","","","",""
"21428160","","","","","","","","","","4433","4433","4433","","",""
"21428800","","","","","","","","","","","","","4411","4411","4411"
"21428928","","","","","","","","","","4810","4810","4810","","",""
"21429056","","","","","","","","","","4739","4739","4739","","",""
"21429184","","","","","","","4716","4716","4716","","","","","",""
"21429632","4564","4564","4564","","","","","","","","","","","",""
"21431232","","","","","","","4691","4691","4691","","","","","",""
"21431488","","","","","","","","","","","","","4629","4629","4629"
"21431936","","","","","","","","","","4881","4881","4881","","",""
"21432192","3356","3356","3356","4692","4692","4692","","","","","","","4394","4394","4394"
"21432256","","","","","","","4606","4606","4606","4823","4823","4823","","",""
"21432832","","","","","","","","","","4918","4918","4918","","",""
"21432960","4658","4658","4658","","","","4722","4722","4722","","","","","",""
"21433152","","","","","","","4669","4669","4669","","","","","",""
"21433216","4512","4512","4512","","","","","","","","","","","",""
"21433472","","","","4743","4743","4743","","","","","","","","",""
"21434048","","","","4925","4925","4925","","","","","","","","",""
"21434496","","","","4822","4822","4822","","","","","","","","",""
"21434560","","","","","","","","","","4536","4536","4536","","",""
"21434752","","","","","","","","","","","","","4803","4803","4803"
"21435264","","","","4698","4698","4698","","","","","","","","",""
"21436352","4690","4690","4690","","","","","","","","","","","",""
"21436416","","","","4849","4849","4849","","","","","","","","",""
"21436480","4874","4874","4874","","","","","","","","","","","",""
"21436736","4838","4838","4838","","","","","","","","","","","",""
"21436864","","","","","","","4561","4561","4561","","","","","",""
"21437120","","","","","","","","","","","","","2307","2307","2307"
"21437312","","","","","","","","","","","","","4735","4735","4735"
"21437568","","","","4237","4237","4237","","","","","","","","",""
"21437696","","","","4677","4677","4677","","","","","","","","",""
"21438144","","","","","","","4333","4333","4333","","","","","",""
"21438272","4761","4761","4761","","","","","","","","","","","",""
"21438336","","","","","","","","","","","","","4922","4922","4922"
"21438976","","","","","","","","","","","","","4785","4785","4785"
"21439808","","","","","","","","","","4546","4546","4546","","",""
"21440128","4133","4133","4133","","","","","","","","","","","",""
"21440192","4758","4758","4758","","","","","","","","","","","",""
"21440256","","","","4936","4936","4936","","","","","","","","",""
"21440384","","","","","","","","","","","","","4195","4195","4195"
"21441536","4746","4746","4746","","","","","","","","","","","",""
"21441664","","","","","","","","","","","","","4859","4859","4859"
"21441984","","","","","","","","","","","","","4894","4894","4894"
"21442048","","","","4600","4600","4600","","","","","","","","",""
"21442688","","","","","","","4821","4821","4821","","","","","",""
"21442752","4766","4766","4766","","","","","","","","","","","",""
"21442816","","","","","","","4469","4469","4469","","","","","",""
"21443136","","","","","","","","","","","","","4694","4694","4694"
"21443328","","","","","","","4619","4619","4619","","","","","",""
"21443456","4832","4832","4832","","","","","","","","","","","",""
"21443520","","","","","","","","","","4774","4774","4774","","",""
"21444032","","","","","","","","","","","","","4911","4911","4911"
"21444096","4470","4470","4470","","","","","","","","","","","",""
"21444608","4741","4741","4741","","","","","","","","","","","",""
"21444672","","","","","","","","","","4701","4701","4701","","",""
"21444928","","","","4460","4460","4460","","","","","","","","",""
"21445184","","","","","","","","","","","","","4582","4582","4582"
"21445568","","","","","","","","","","4565","4565","4565","","",""
"21445760","4141","4141","4141","","","","","","","","","","","",""
"21446080","","","","","","","","","","4886","4886","4886","","",""
"21446144","4689","4689","4689","","","","","","","","","","","",""
"21446272","4765","4765","4765","","","","","","","","","","","",""
"21447296","","","","","","","4879","4879","4879","","","","","",""
"21447680","","","","","","","","","","3984","3984","3984","","",""
"21447808","","","","","","","4816","4816","4816","","","","","",""
"21448000","","","","","","","","","","4412","4412","4412","","",""
"21448448","","","","","","","3705","3705","3705","","","","","",""
"21448768","4753","4753","4753","","","","","","","","","","","",""
"21449600","","","","","","","","","","","","","4878","4878","4878"
"21450048","4618","4618","4618","4670","4670","4670","","","","","","","","",""
"21450240","","","","4718","4718","4718","","","","","","","","",""
"21450816","","","","4596","4596","4596","","","","","","","","",""
"21451328","","","","3845","3845","3845","","","","","","","","",""
"21451392","","","","3579","3579","3579","","","","","","","","",""
"21451648","","","","4711","4711","4711","4924","4924","4924","","","","","",""
"21452224","4833","4833","4833","","","","","","","","","","","",""
"21452288","4309","4309","4309","","","","","","","","","","","",""
"21452416","","","","4001","4001","4001","","","","","","","4546","4546","4546"
"21453184","","","","","","","4882","4882","4882","","","","","",""
"21453504","4843","4843","4843","","","","","","","4488","4488","4488","","",""
"21453824","","","","","","","","","","4317","4317","4317","","",""
"21453952","","","","","","","","","","4837","4837","4837","","",""
"21454080","4547","4547","4547","","","","","","","","","","","",""
"21454336","","","","4921","4921","4921","","","","","","","","",""
"21454400","4530","4530","4530","","","","","","","","","","","",""
"21454592","","","","","","","4755","4755","4755","","","","","",""
"21454720","","","","","","","4802","4802","4802","","","","","",""
"21454976","4222","4222","4222","","","","","","","","","","","",""
"21455232","","","","","","","","","","","","","4811","4811","4811"
"21455488","","","","4662","4662","4662","","","","","","","","",""
"21455808","","","","","","","","","","4884","4884","4884","","",""
"21456064","","","","","","","4444","4444","4444","","","","","",""
"21456768","","","","4702","4702","4702","","","","","","","","",""
"21457024","4609","4609","4609","","","","","","","","","","","",""
"21457152","","","","","","","","","","","","","3716","3716","3716"
"21457408","","","","","","","","","","4637","4637","4637","","",""
"21457856","","","","4512","4512","4512","","","","","","","","",""
"21457920","4779","4779","4779","","","","","","","","","","","",""
"21457984","","","","","","","4785","4785","4785","","","","","",""
"21458048","4720","4720","4720","","","","","","","","","","","",""
"21458624","","","","4858","4858","4858","","","","","","","","",""
"21458688","","","","","","","","","","","","","4123","4123","4123"
"21458752","","","","","","","","","","4488","4488","4488","","",""
"21458944","","","","4813","4813","4813","","","","","","","","",""
"21459136","4796","4796","4796","","","","","","","","","","","",""
"21459648","","","","","","","","","","","","","4756","4756","4756"
"21459840","","","","","","","","","","4726","4726","4726","","",""
"21460096","","","","","","","","","","","","","4567","4567","4567"
"21460224","","","","4739","4739","4739","","","","","","","","",""
"21460416","4660","4660","4660","4381","4381","4381","","","","","","","","",""
"21460608","","","","","","","","","","","","","4902","4902","4902"
"21460800","","","","","","","4810","4810","4810","","","","","",""
"21460864","","","","4722","4722","4722","","","","","","","","",""
"21461056","","","","4828","4828","4828","","","","","","","","",""
"21461312","","","","","","","","","","","","","4693","4693","4693"
"21461696","","","","","","","","","","","","","4631","4631","4631"
"21462464","4884","4884","4884","","","","","","","","","","","",""
"21463424","4826","4826","4826","","","","4068","4068","4068","","","","","",""
"21463808","","","","","","","4423","4423","4423","","","","","",""
"21463872","","","","","","","","","","","","","4394","4394","4394"
"21465984","","","","","","","","","","4713","4713","4713","","",""
"21466816","","","","","","","","","","4537","4537","4537","","",""
"21466880","4791","4791","4791","","","","","","","","","","","",""
"21467072","","","","","","","","","","4746","4746","4746","","",""
"21467200","","","","4799","4799","4799","","","","","","","","",""
"21467584","4633","4633","4633","","","","","","","","","","","",""
"21468416","","","","","","","3707","3707","3707","","","","","",""
"21468800","","","","","","","","","","","","","4780","4780","4780"
"21469568","","","","","","","","","","4784","4784","4784","","",""
"21470080","4778","4778","4778","","","","","","","","","","","",""
"21470208","","","","","","","","","","","","","4161","4161","4161"
"21470720","","","","4695","4695","4695","","","","","","","","",""
"21471104","","","","4475","4475","4475","","","","","","","","",""
"21471232","4914","4914","4914","","","","","","","","","","4734","4734","4734"
"21471424","","","","4835","4835","4835","","","","","","","","",""
"21471488","","","","","","","4230","4230","4230","","","","","",""
"21471616","4449","4449","4449","","","","","","","","","","","",""
"21471744","4695","4695","4695","","","","","","","","","","","",""
"21472192","","","","","","","","","","","","","4798","4798","4798"
"21472256","","","","4542","4542","4542","","","","","","","","",""
"21472320","","","","","","","","","","4614","4614","4614","","",""
"21472832","","","","","","","","","","","","","4638","4638","4638"
"21472896","4908","4908","4908","","","","","","","","","","","",""
"21473088","4334","4334","4334","","","","","","","","","","","",""
"21473344","","","","","","","","","","4767","4767","4767","","",""
"21473536","","","","","","","4727","4727","4727","4681","4681","4681","","",""
"21473664","","","","4887","4887","4887","","","","4790","4790","4790","","",""
"21473728","4887","4887","4887","","","","","","","","","","","",""
"21473856","","","","","","","4515","4515","4515","","","","","",""
"21473984","","","","","","","4421","4421","4421","4562","4562","4562","","",""
"21474560","","","","4619","4619","4619","","","","","","","","",""
"21475072","4771","4771","4771","","","","","","","","","","","",""
"21475328","","","","","","","4755","4755","4755","","","","","",""
"21475584","","","","","","","","","","","","","4758","4758","4758"
"21475648","","","","","","","","","","4893","4893","4893","","",""
"21475776","4478","4478","4478","","","","","","","","","","","",""
"21476032","","","","","","","","","","4816","4816","4816","","",""
"21476352","","","","","","","","","","","","","4914","4914","4914"
"21476480","","","","","","","3432","3432","3432","","","","","",""
"21476992","","","","","","","4204","4204","4204","","","","","",""
"21477120","","","","","","","4299","4299","4299","","","","","",""
"21477184","","","","4923","4923","4923","","","","","","","","",""
"21477248","","","","3434","3434","3434","","","","","","","","",""
"21477312","4440","4440","4440","","","","","","","","","","4853","4853","4853"
"21477440","","","","","","","4810","4810","4810","","","","","",""
"21477568","","","","","","","","","","4523","4523","4523","","",""
"21477760","","","","","","","4602","4602","4602","","","","","",""
"21479488","4608","4608","4608","","","","","","","","","","","",""
"21479744","","","","","","","","","","","","","4712","4712","4712"
"21480256","","","","","","","","","","4815","4815","4815","","",""
"21480320","","","","","","","","","","4781","4781","4781","","",""
"21480384","","","","","","","4575","4575","4575","","","","","",""
"21480640","4893","4893","4893","","","","","","","","","","","",""
"21480768","","","","","","","","","","","","","4305","4305","4305"
"21480896","","","","","","","","","","","","","4849","4849","4849"
"21481536","","","","","","","4311","4311","4311","","","","","",""
"21482304","","","","","","","","","","","","","4550","4550","4550"
"21482496","","","","","","","","","","4483","4483","4483","","",""
"21482624","","","","","","","","","","","","","4770","4770","4770"
"21482880","","","","","","","","","","","","","4915","4915","4915"
"21483392","","","","","","","4273","4273","4273","","","","","",""
"21483520","","","","","","","4612","4612","4612","","","","","",""
"21483584","4700","4700","4700","","","","4585","4585","4585","","","","","",""
"21483776","","","","","","","4840","4840","4840","","","","","",""
"21484352","","","","","","","","","","","","","4743","4743","4743"
"21484992","","","","4429","4429","4429","","","","","","","","",""
"21486016","","","","","","","4866","4866","4866","","","","","",""
"21486080","","","","3863","3863","3863","4858","4858","4858","","","","","",""
"21486592","","","","","","","","","","","","","4860","4860","4860"
"21486784","4763","4763","4763","","","","","","","","","","","",""
"21486912","","","","","","","","","","4831","4831","4831","","",""
"21487104","","","","","","","","","","","","","4687","4687","4687"
"21487552","4347","4347","4347","","","","","","","","","","","",""
"21488064","","","","","","","4047","4047","4047","","","","","",""
"21488896","","","","","","","4111","4111","4111","4603","4603","4603","","",""
"21489088","","","","","","","3143","3143","3143","","","","","",""
"21489472","","","","","","","4341","4341","4341","","","","","",""
"21489792","","","","","","","","","","","","","4490","4490","4490"
"21489984","","","","","","","","","","","","","4803","4803","4803"
"21490112","","","","","","","","","","4704","4704","4704","","",""
"21490240","4926","4926","4926","","","","","","","","","","","",""
"21490688","","","","","","","","","","","","","4606","4606","4606"
"21491136","","","","","","","","","","4722","4722","4722","","",""
"21491520","","","","4883","4883","4883","","","","4411","4411","4411","","",""
"21491904","","","","","","","","","","","","","4677","4677","4677"
"21492160","","","","4402","4402","4402","","","","","","","","",""
"21492224","4927","4927","4927","4753","4753","4753","","","","4747","4747","4747","","",""
"21492544","","","","4508","4508","4508","","","","","","","","",""
"21492608","","","","","","","","","","4902","4902","4902","","",""
"21493504","","","","4793","4793","4793","","","","","","","","",""
"21493696","4458","4458","4458","","","","","","","","","","","",""
"21494400","4097","4097","4097","","","","","","","4146","4146","4146","","",""
"21494592","","","","4723","4723","4723","","","","","","","","",""
"21495296","","","","4816","4816","4816","","","","","","","","",""
"21495488","","","","4820","4820","4820","","","","","","","4905","4905","4905"
"21495744","","","","","","","","","","","","","4768","4768","4768"
"21496064","","","","4565","4565","4565","","","","","","","4925","4925","4925"
"21496320","","","","4039","4039","4039","","","","","","","","",""
"21496448","4758","4758","4758","","","","","","","","","","","",""
"21496576","","","","4656","4656","4656","","","","","","","","",""
"21496640","","","","","","","4481","4481","4481","","","","","",""
"21497216","4921","4921","4921","","","","","","","","","","","",""
"21497408","4599","4599","4599","","","","","","","","","","","",""
"21497536","","","","","","","4874","4874","4874","","","","","",""
"21497664","4854","4854","4854","","","","4783","4783","4783","","","","","",""
"21497728","","","","","","","","","","4891","4891","4891","","",""
"21497792","","","","","","","4742","4742","4742","","","","","",""
"21497920","","","","","","","","","","4886","4886","4886","","",""
"21498048","","","","","","","4622","4622","4622","","","","","",""
"21498816","","","","","","","","","","","","","4594","4594","4594"
"21499136","","","","4581","4581","4581","","","","","","","","",""
"21499328","","","","","","","4776","4776","4776","","","","","",""
"21499584","","","","4725","4725","4725","","","","","","","","",""
"21500032","","","","","","","","","","","","","4730","4730","4730"
"21501440","","","","","","","","","","4810","4810","4810","","",""
"21501504","","","","","","","","","","4266","4266","4266","","",""
"21502144","","","","","","","4543","4543","4543","","","","","",""
"21502336","","","","","","","","","","","","","4642","4642","4642"
"21502400","","","","","","","4602","4602","4602","","","","","",""
"21502528","","","","","","","","","","3169","3169","3169","","",""
"21502656","","","","4597","4597","4597","","","","","","","","",""
"21502848","4601","4601","4601","","","","","","","","","","","",""
"21503424","","","","","","","","","","","","","4889","4889","4889"
"21503488","","","","","","","","","","","","","4202","4202","4202"
"21503680","","","","4303","4303","4303","","","","","","","","",""
"21503872","","","","","","","4594","4594","4594","","","","","",""
"21504192","","","","4239","4239","4239","","","","","","","","",""
"21504384","","","","4684","4684","4684","","","","","","","","",""
"21504512","","","","","","","4891","4891","4891","","","","","",""
"21504832","","","","","","","4294","4294","4294","","","","","",""
"21504960","","","","4838","4838","4838","","","","","","","","",""
"21505024","","","","","","","4838","4838","4838","","","","","",""
"21505600","","","","","","","3604","3604","3604","","","","","",""
"21505664","4858","4858","4858","","","","","","","","","","","",""
"21506112","","","","","","","4514","4514","4514","","","","","",""
"21506176","","","","4682","4682","4682","","","","","","","","",""
"21506624","","","","","","","","","","","","","3943","3943","3943"
"21506752","","","","4527","4527","4527","","","","","","","","",""
"21507008","","","","4563","4563","4563","","","","","","","","",""
"21507136","","","","","","","","","","","","","4736","4736","4736"
"21507264","4470","4470","4470","","","","","","","","","","","",""
"21507392","4710","4710","4710","","","","","","","","","","","",""
"21507456","","","","","","","","","","4155","4155","4155","","",""
"21507584","4891","4891","4891","","","","","","","","","","","",""
"21507904","","","","4642","4642","4642","","","","","","","","",""
"21508032","","","","","","","","","","","","","3531","3531","3531"
"21508288","","","","","","","","","","","","","4760","4760","4760"
"21508416","","","","","","","4477","4477","4477","","","","","",""
"21508928","","","","","","","","","","4510","4510","4510","","",""
"21509632","","","","","","","","","","3908","3908","3908","","",""
"21509696","","","","","","","","","","4675","4675","4675","","",""
"21509888","","","","","","","4641","4641","4641","","","","","",""
"21510016","4864","4864","4864","4901","4901","4901","","","","","","","","",""
"21510080","","","","","","","","","","4410","4410","4410","","",""
"21510208","","","","","","","4337","4337","4337","","","","","",""
"21510848","","","","","","","","","","","","","4684","4684","4684"
"21511360","","","","","","","","","","","","","4876","4876","4876"
"21511488","4668","4668","4668","","","","","","","","","","","",""
"21511616","4351","4351","4351","","","","","","","","","","","",""
"21512320","","","","4712","4712","4712","","","","","","","","",""
"21512384","","","","","","","","","","3994","3994","3994","","",""
"21512960","","","","","","","4592","4592","4592","4820","4820","4820","","",""
"21513088","","","","","","","","","","","","","4750","4750","4750"
"21513344","","","","","","","","","","","","","4603","4603","4603"
"21513408","","","","","","","","","","4796","4796","4796","","",""
"21513472","","","","","","","","","","4194","4194","4194","","",""
"21513600","","","","","","","","","","4363","4363","4363","","",""
"21514048","","","","","","","4918","4918","4918","","","","","",""
"21515072","","","","","","","4825","4825","4825","","","","","",""
"21515264","4888","4888","4888","","","","","","","","","","","",""
"21515520","","","","","","","","","","","","","4129","4129","4129"
"21516032","","","","","","","","","","","","","4616","4616","4616"
"21516352","","","","","","","","","","","","","4874","4874","4874"
"21516480","4896","4896","4896","","","","","","","","","","","",""
"21516544","","","","","","","4680","4680","4680","","","","","",""
"21516864","4611","4611","4611","","","","","","","","","","","",""
"21517120","","","","4539","4539","4539","","","","","","","","",""
"21517312","","","","","","","","","","4703","4703","4703","","",""
"21517440","","","","","","","","","","","","","4843","4843","4843"
"21517504","4058","4058","4058","","","","","","","","","","","",""
"21517568","","","","","","","4797","4797","4797","","","","4850","4850","4850"
"21517824","4215","4215","4215","","","","","","","","","","","",""
"21518208","","","","","","","","","","","","","4215","4215","4215"
"21519104","","","","","","","","","","4895","4895","4895","","",""
"21519168","4290","4290","4290","","","","","","","","","","","",""
"21519296","","","","","","","3395","3395","3395","","","","","",""
"21519744","","","","","","","","","","4593","4593","4593","","",""
"21520064","","","","","","","","","","4750","4750","4750","4937","4937","4937"
"21520640","","","","","","","","","","","","","4847","4847","4847"
"21520896","","","","4884","4884","4884","","","","","","","","",""
"21521152","4246","4246","4246","","","","4204","4204","4204","","","","","",""
"21521728","4934","4934","4934","","","","","","","","","","","",""
"21522048","","","","4896","4896","4896","","","","","","","","",""
"21522112","","","","4778","4778","4778","","","","","","","","",""
"21522176","","","","","","","","","","4621","4621","4621","","",""
"21523136","","","","4873","4873","4873","4736","4736","4736","","","","","",""
"21523584","","","","4400","4400","4400","","","","","","","","",""
"21523712","","","","","","","","","","","","","4532","4532","4532"
"21523968","","","","","","","4773","4773","4773","","","","","",""
"21524160","4711","4711","4711","","","","","","","","","","","",""
"21525376","","","","","","","4342","4342","4342","","","","","",""
"21525888","","","","","","","","","","4474","4474","4474","","",""
"21526336","","","","4663","4663","4663","","","","","","","","",""
"21526912","4892","4892","4892","","","","","","","","","","","",""
"21527168","","","","","","","","","","","","","4700","4700","4700"
"21527552","4801","4801","4801","","","","","","","","","","","",""
"21527616","","","","4423","4423","4423","","","","4673","4673","4673","","",""
"21528000","","","","","","","","","","4824","4824","4824","","",""
"21528768","","","","","","","","","","","","","4738","4738","4738"
"21528960","","","","","","","","","","4736","4736","4736","","",""
"21529152","","","","","","","","","","","","","4819","4819","4819"
"21529472","","","","","","","","","","","","","2905","2905","2905"
"21529792","","","","","","","","","","","","","4500","4500","4500"
"21531136","4934","4934","4934","","","","","","","","","","4357","4357","4357"
"21531328","4768","4768","4768","4855","4855","4855","","","","","","","","",""
"21531840","","","","","","","","","","4712","4712","4712","","",""
"21531904","","","","","","","","","","","","","4302","4302","4302"
"21532032","4500","4500","4500","","","","","","","","","","","",""
"21532544","","","","","","","","","","","","","3715","3715","3715"
"21533376","","","","","","","","","","4873","4873","4873","","",""
"21533696","","","","4741","4741","4741","","","","","","","","",""
"21534592","","","","","","","4915","4915","4915","4590","4590","4590","","",""
"21534656","4836","4836","4836","","","","","","","","","","","",""
"21534720","","","","4526","4526","4526","","","","4872","4872","4872","","",""
"21535488","","","","","","","","","","4884","4884","4884","","",""
"21535808","4472","4472","4472","","","","","","","","","","","",""
"21536512","","","","4415","4415","4415","","","","4747","4747","4747","","",""
"21536704","","","","","","","","","","","","","4764","4764","4764"
"21536896","4818","4818","4818","","","","","","","","","","","",""
"21537152","","","","","","","","","","4440","4440","4440","","",""
"21537792","","","","","","","","","","","","","4896","4896","4896"
"21537856","","","","","","","","","","4611","4611","4611","","",""
"21538176","","","","","","","4870","4870","4870","","","","","",""
"21538304","","","","4422","4422","4422","","","","","","","","",""
"21538816","","","","","","","","","","4750","4750","4750","","",""
"21540032","","","","","","","","","","4834","4834","4834","","",""
"21540160","","","","","","","","","","","","","4871","4871","4871"
"21540352","","","","","","","","","","","","","4682","4682","4682"
"21540544","","","","","","","4792","4792","4792","","","","","",""
"21541056","","","","","","","","","","","","","4579","4579","4579"
"21541248","","","","4692","4692","4692","","","","","","","","",""
"21541504","","","","4728","4728","4728","","","","","","","","",""
"21542080","4723","4723","4723","","","","","","","","","","","",""
"21542336","","","","4627","4627","4627","","","","","","","4327","4327","4327"
"21542400","","","","","","","4782","4782","4782","","","","","",""
"21542848","","","","","","","4727","4727","4727","","","","","",""
"21543232","","","","","","","","","","","","","4601","4601","4601"
"21543296","","","","","","","","","","4159","4159","4159","","",""
"21543936","","","","4743","4743","4743","","","","","","","","",""
"21544256","","","","","","","","","","","","","4887","4887","4887"
"21544384","","","","","","","","","","4745","4745","4745","","",""
"21544704","","","","","","","","","","4872","4872","4872","","",""
"21544768","","","","4395","4395","4395","","","","","","","","",""
"21544832","","","","","","","4721","4721","4721","","","","","",""
"21545600","","","","","","","","","","","","","4432","4432","4432"
"21546432","","","","","","","4238","4238","4238","","","","","",""
"21546816","","","","","","","","","","4685","4685","4685","","",""
"21546880","","","","","","","","","","","","","3672","3672","3672"
"21546944","","","","","","","4801","4801","4801","","","","","",""
"21547008","","","","4691","4691","4691","","","","","","","","",""
"21547200","","","","","","","","","","","","","4905","4905","4905"
"21547456","","","","","","","4402","4402","4402","","","","","",""
"21547584","","","","4872","4872","4872","","","","","","","","",""
"21548032","","","","","","","","","","4926","4926","4926","","",""
"21548224","4210","4210","4210","","","","","","","","","","","",""
"21548480","","","","","","","","","","4829","4829","4829","","",""
"21549568","","","","4839","4839","4839","","","","","","","","",""
"21550080","","","","","","","","","","3804","3804","3804","","",""
"21550400","","","","","","","","","","4656","4656","4656","","",""
"21550592","","","","","","","","","","4903","4903","4903","","",""
"21552704","","","","","","","","","","","","","4452","4452","4452"
"21552768","4584","4584","4584","","","","","","","","","","","",""
"21553088","","","","4870","4870","4870","","","","","","","","",""
"21553216","3953","3953","3953","","","","","","","","","","","",""
"21553472","","","","","","","","","","4527","4527","4527","","",""
"21553536","","","","","","","","","","4362","4362","4362","","",""
"21553664","","","","","","","","","","4642","4642","4642","4642","4642","4642"
"21553728","","","","","","","","","","4849","4849","4849","","",""
"21554112","","","","4756","4756","4756","","","","","","","","",""
"21554304","","","","4669","4669","4669","","","","","","","","",""
"21554368","","","","","","","4525","4525","4525","","","","","",""
"21554880","","","","","","","4504","4504","4504","","","","","",""
"21555264","","","","","","","","","","4848","4848","4848","","",""
"21555456","4710","4710","4710","","","","","","","","","","","",""
"21555648","","","","","","","","","","4879","4879","4879","","",""
"21555776","","","","","","","3701","3701","3701","","","","","",""
"21555840","","","","","","","4853","4853","4853","","","","","",""
"21556672","4303","4303","4303","","","","","","","","","","","",""
"21556736","","","","4524","4524","4524","","","","","","","","",""
"21557376","","","","","","","","","","","","","4417","4417","4417"
"21558400","","","","","","","","","","","","","4724","4724","4724"
"21558464","","","","","","","","","","4877","4877","4877","","",""
"21558784","","","","","","","4809","4809","4809","","","","4794","4794","4794"
"21559360","","","","4644","4644","4644","","","","","","","4803","4803","4803"
"21559808","","","","","","","","","","","","","4425","4425","4425"
"21559936","","","","","","","","","","","","","4835","4835","4835"
"21561024","","","","4893","4893","4893","","","","","","","","",""
"21561408","","","","","","","","","","","","","4389","4389","4389"
"21561536","","","","","","","4646","4646","4646","","","","","",""
"21561600","","","","","","","","","","","","","4898","4898","4898"
"21561920","4104","4104","4104","","","","","","","","","","","",""
"21562816","4153","4153","4153","","","","","","","","","","","",""
"21563072","","","","","","","","","","4821","4821","4821","","",""
"21563392","4924","4924","4924","","","","","","","","","","","",""
"21563584","","","","","","","","","","4840","4840","4840","","",""
"21564288","","","","","","","4555","4555","4555","","","","","",""
"21564544","","","","","","","","","","4016","4016","4016","","",""
"21564864","","","","","","","4687","4687","4687","","","","","",""
"21564928","","","","","","","","","","4899","4899","4899","","",""
"21564992","","","","","","","","","","","","","4409","4409","4409"
"21565248","4736","4736","4736","","","","","","","","","","","",""
"21565376","4871","4871","4871","","","","","","","","","","","",""
"21565632","","","","4534","4534","4534","","","","","","","","",""
"21566016","","","","4751","4751","4751","","","","","","","","",""
"21566272","","","","","","","","","","","","","4849","4849","4849"
"21566528","4902","4902","4902","","","","","","","","","","","",""
"21568320","","","","","","","","","","4453","4453","4453","","",""
"21569216","","","","","","","4483","4483","4483","","","","","",""
"21569280","","","","4845","4845","4845","","","","","","","","",""
"21569344","","","","","","","","","","","","","4821","4821","4821"
"21569600","","","","","","","","","","","","","4809","4809","4809"
"21570048","","","","","","","","","","4717","4717","4717","","",""
"21570176","","","","","","","","","","4788","4788","4788","","",""
"21570944","","","","","","","","","","4822","4822","4822","","",""
"21571200","","","","","","","","","","","","","4353","4353","4353"
"21572096","","","","","","","","","","4311","4311","4311","","",""
"21572160","","","","","","","","","","4697","4697","4697","","",""
"21572800","","","","4723","4723","4723","","","","","","","","",""
"21572864","4686","4686","4686","","","","","","","","","","","",""
"21572928","","","","","","","4783","4783","4783","","","","","",""
"21573056","","","","4429","4429","4429","","","","","","","","",""
"21573120","3738","3738","3738","","","","","","","","","","","",""
"21573696","","","","","","","4084","4084","4084","","","","","",""
"21574016","","","","","","","","","","4774","4774","4774","","",""
"21574272","","","","","","","","","","","","","4853","4853","4853"
"21574336","","","","","","","4621","4621","4621","","","","","",""
"21574400","","","","4721","4721","4721","","","","","","","4806","4806","4806"
"21574592","","","","4443","4443","4443","","","","","","","","",""
"21574784","","","","","","","3500","3500","3500","","","","","",""
"21574912","","","","4911","4911","4911","","","","","","","","",""
"21575104","","","","","","","4844","4844","4844","","","","","",""
"21575424","","","","","","","","","","4376","4376","4376","","",""
"21575872","","","","","","","","","","4678","4678","4678","","",""
"21576512","4180","4180","4180","","","","","","","","","","","",""
