"Step","melting_self_runseed=4 - training/episode/reward","melting_self_runseed=4 - training/episode/reward__MIN","melting_self_runseed=4 - training/episode/reward__MAX","melting_self_runseed=3 - training/episode/reward","melting_self_runseed=3 - training/episode/reward__MIN","melting_self_runseed=3 - training/episode/reward__MAX","melting_self_runseed=2 - training/episode/reward","melting_self_runseed=2 - training/episode/reward__MIN","melting_self_runseed=2 - training/episode/reward__MAX","melting_self_runseed=1 - training/episode/reward","melting_self_runseed=1 - training/episode/reward__MIN","melting_self_runseed=1 - training/episode/reward__MAX","melting_self_runseed=0 - training/episode/reward","melting_self_runseed=0 - training/episode/reward__MIN","melting_self_runseed=0 - training/episode/reward__MAX"
"27224448","","","","","","","","","","","","","4554","4554","4554"
"27224896","4864","4864","4864","","","","","","","","","","","",""
"27225152","","","","","","","4674","4674","4674","","","","","",""
"27225600","","","","","","","4241","4241","4241","","","","","",""
"27225728","","","","4721","4721","4721","","","","","","","","",""
"27225984","","","","","","","4858","4858","4858","","","","","",""
"27226048","","","","","","","","","","","","","4870","4870","4870"
"27226560","","","","","","","","","","4609","4609","4609","","",""
"27226624","","","","4717","4717","4717","4767","4767","4767","","","","","",""
"27226944","","","","","","","4637","4637","4637","","","","","",""
"27227136","","","","","","","","","","4619","4619","4619","","",""
"27228160","","","","4811","4811","4811","","","","","","","","",""
"27228608","","","","4827","4827","4827","","","","","","","","",""
"27228672","","","","","","","4608","4608","4608","","","","","",""
"27229056","","","","","","","","","","4657","4657","4657","","",""
"27229440","","","","","","","","","","","","","4835","4835","4835"
"27229568","","","","","","","","","","4700","4700","4700","4669","4669","4669"
"27230912","3583","3583","3583","","","","","","","","","","","",""
"27230976","4923","4923","4923","","","","4778","4778","4778","","","","","",""
"27231104","","","","","","","","","","4809","4809","4809","","",""
"27231168","","","","","","","","","","","","","4677","4677","4677"
"27231552","","","","","","","","","","","","","4625","4625","4625"
"27231680","4894","4894","4894","","","","","","","","","","","",""
"27231872","","","","4309","4309","4309","","","","","","","","",""
"27232768","","","","","","","","","","4697","4697","4697","","",""
"27232832","","","","4047","4047","4047","","","","","","","","",""
"27232896","","","","","","","","","","4511","4511","4511","","",""
"27232960","","","","4416","4416","4416","","","","","","","","",""
"27233728","","","","","","","","","","","","","4737","4737","4737"
"27233792","4881","4881","4881","","","","","","","","","","","",""
"27233984","","","","","","","4911","4911","4911","","","","","",""
"27234368","","","","","","","","","","4024","4024","4024","","",""
"27235136","","","","","","","","","","4862","4862","4862","","",""
"27235520","4712","4712","4712","","","","","","","","","","","",""
"27236160","","","","","","","","","","4889","4889","4889","","",""
"27236288","4680","4680","4680","","","","","","","","","","","",""
"27236608","","","","4830","4830","4830","","","","","","","","",""
"27236992","","","","","","","4672","4672","4672","","","","","",""
"27237056","4916","4916","4916","","","","","","","","","","","",""
"27237184","4562","4562","4562","","","","","","","","","","","",""
"27237312","","","","","","","","","","","","","4751","4751","4751"
"27237440","4030","4030","4030","4634","4634","4634","","","","","","","","",""
"27237696","","","","","","","","","","","","","4535","4535","4535"
"27238208","","","","","","","4849","4849","4849","4644","4644","4644","","",""
"27238912","","","","","","","4516","4516","4516","","","","","",""
"27239232","","","","4642","4642","4642","","","","","","","","",""
"27239488","","","","4042","4042","4042","","","","","","","","",""
"27240000","","","","","","","4761","4761","4761","","","","","",""
"27240448","4872","4872","4872","","","","","","","","","","","",""
"27240896","","","","","","","","","","4601","4601","4601","","",""
"27241344","","","","","","","4642","4642","4642","","","","","",""
"27241856","","","","","","","","","","","","","4400","4400","4400"
"27242688","","","","4089","4089","4089","","","","","","","","",""
"27242880","","","","","","","","","","4720","4720","4720","","",""
"27242944","4527","4527","4527","","","","","","","","","","","",""
"27243264","","","","","","","","","","4414","4414","4414","","",""
"27243712","","","","","","","","","","","","","4923","4923","4923"
"27243904","4456","4456","4456","","","","","","","","","","","",""
"27244096","","","","","","","","","","4842","4842","4842","4706","4706","4706"
"27244288","","","","","","","","","","","","","4106","4106","4106"
"27244672","","","","","","","","","","","","","4536","4536","4536"
"27245312","","","","","","","","","","","","","4762","4762","4762"
"27246080","","","","","","","","","","4169","4169","4169","","",""
"27246656","","","","4280","4280","4280","","","","","","","","",""
"27247232","4791","4791","4791","","","","","","","","","","","",""
"27248192","","","","","","","","","","3830","3830","3830","","",""
"27248832","","","","","","","4631","4631","4631","4562","4562","4562","","",""
"27248896","4879","4879","4879","","","","","","","","","","","",""
"27249408","","","","4849","4849","4849","","","","","","","","",""
"27249472","4680","4680","4680","","","","","","","","","","","",""
"27249664","","","","","","","","","","4738","4738","4738","","",""
"27249728","","","","","","","","","","4252","4252","4252","","",""
"27249856","4507","4507","4507","","","","","","","","","","","",""
"27250432","","","","","","","4463","4463","4463","","","","","",""
"27250560","","","","","","","","","","4899","4899","4899","","",""
"27250880","","","","","","","","","","","","","4723","4723","4723"
"27251008","","","","","","","","","","4768","4768","4768","","",""
"27251072","","","","","","","3424","3424","3424","","","","","",""
"27251264","4682","4682","4682","","","","","","","","","","","",""
"27251520","","","","","","","","","","","","","4740","4740","4740"
"27251584","3846","3846","3846","","","","","","","","","","","",""
"27251648","","","","","","","4516","4516","4516","","","","","",""
"27252096","3921","3921","3921","","","","","","","","","","","",""
"27252224","","","","","","","","","","4566","4566","4566","","",""
"27252352","","","","4698","4698","4698","","","","","","","4824","4824","4824"
"27252608","","","","","","","","","","","","","4904","4904","4904"
"27252672","","","","4836","4836","4836","","","","","","","4637","4637","4637"
"27252864","","","","","","","4729","4729","4729","","","","","",""
"27252928","4865","4865","4865","","","","","","","","","","","",""
"27253056","","","","","","","","","","4826","4826","4826","","",""
"27253184","","","","4377","4377","4377","","","","","","","","",""
"27253248","","","","","","","","","","","","","4848","4848","4848"
"27253312","","","","4892","4892","4892","","","","","","","","",""
"27253376","","","","","","","","","","","","","4556","4556","4556"
"27253504","","","","","","","4226","4226","4226","","","","","",""
"27253760","","","","","","","4862","4862","4862","4920","4920","4920","","",""
"27254272","","","","","","","4410","4410","4410","","","","","",""
"27254784","","","","","","","","","","","","","4478","4478","4478"
"27254976","","","","4388","4388","4388","","","","","","","","",""
"27255104","","","","4724","4724","4724","","","","","","","","",""
"27255616","4224","4224","4224","","","","","","","","","","","",""
"27256128","","","","","","","4241","4241","4241","","","","","",""
"27256512","","","","4469","4469","4469","","","","","","","","",""
"27256960","","","","","","","4333","4333","4333","","","","","",""
"27257216","","","","","","","","","","","","","4523","4523","4523"
"27257472","","","","4844","4844","4844","","","","","","","","",""
"27257984","","","","4607","4607","4607","","","","","","","","",""
"27258048","","","","","","","","","","","","","4417","4417","4417"
"27258240","","","","","","","","","","","","","4880","4880","4880"
"27258368","","","","","","","","","","4730","4730","4730","","",""
"27258496","","","","","","","","","","4568","4568","4568","","",""
"27258624","","","","","","","4832","4832","4832","","","","","",""
"27258880","4394","4394","4394","","","","","","","","","","","",""
"27260864","","","","","","","","","","4863","4863","4863","","",""
"27261056","","","","","","","","","","","","","4629","4629","4629"
"27261248","","","","4899","4899","4899","","","","","","","","",""
"27261312","","","","4269","4269","4269","","","","","","","","",""
"27261568","","","","","","","","","","","","","4746","4746","4746"
"27261632","","","","","","","","","","4811","4811","4811","","",""
"27261888","","","","","","","","","","4552","4552","4552","","",""
"27262336","","","","4885","4885","4885","","","","","","","","",""
"27262784","","","","","","","4901","4901","4901","","","","","",""
"27262976","","","","4690","4690","4690","","","","","","","","",""
"27263040","4615","4615","4615","","","","","","","","","","","",""
"27263360","","","","4370","4370","4370","","","","","","","","",""
"27263424","4278","4278","4278","","","","","","","","","","","",""
"27263552","","","","","","","","","","","","","4909","4909","4909"
"27263872","4581","4581","4581","","","","","","","","","","","",""
"27264256","","","","","","","4810","4810","4810","","","","","",""
"27264384","4879","4879","4879","","","","4643","4643","4643","","","","","",""
"27264576","","","","4499","4499","4499","","","","","","","","",""
"27264832","","","","4639","4639","4639","","","","","","","","",""
"27264960","","","","","","","","","","","","","4837","4837","4837"
"27265088","4480","4480","4480","","","","","","","","","","","",""
"27265344","","","","","","","","","","4755","4755","4755","","",""
"27265472","","","","","","","","","","","","","4925","4925","4925"
"27265920","","","","3879","3879","3879","","","","","","","","",""
"27266112","","","","","","","4710","4710","4710","","","","","",""
"27266176","","","","","","","","","","","","","4710","4710","4710"
"27266240","","","","","","","","","","","","","4757","4757","4757"
"27266624","","","","4872","4872","4872","","","","4891","4891","4891","","",""
"27266752","","","","","","","4793","4793","4793","","","","4674","4674","4674"
"27266816","","","","","","","","","","","","","4850","4850","4850"
"27267008","","","","4605","4605","4605","","","","","","","","",""
"27267072","","","","","","","4810","4810","4810","","","","","",""
"27267136","4601","4601","4601","","","","","","","","","","","",""
"27267200","4263","4263","4263","","","","","","","","","","","",""
"27267904","","","","","","","","","","","","","4689","4689","4689"
"27267968","4606","4606","4606","","","","","","","","","","","",""
"27268160","","","","4444","4444","4444","","","","","","","","",""
"27268736","","","","","","","","","","4212","4212","4212","","",""
"27269248","","","","4921","4921","4921","","","","","","","","",""
"27269632","4531","4531","4531","","","","","","","","","","","",""
"27270336","4704","4704","4704","","","","","","","","","","","",""
"27270912","","","","","","","","","","","","","4833","4833","4833"
"27271104","","","","","","","","","","4609","4609","4609","","",""
"27271488","","","","","","","4802","4802","4802","","","","","",""
