"Step","baseline_runseed=4 - training/episode/reward","baseline_runseed=4 - training/episode/reward__MIN","baseline_runseed=4 - training/episode/reward__MAX","baseline_runseed=3 - training/episode/reward","baseline_runseed=3 - training/episode/reward__MIN","baseline_runseed=3 - training/episode/reward__MAX","baseline_runseed=2 - training/episode/reward","baseline_runseed=2 - training/episode/reward__MIN","baseline_runseed=2 - training/episode/reward__MAX","baseline_runseed=1 - training/episode/reward","baseline_runseed=1 - training/episode/reward__MIN","baseline_runseed=1 - training/episode/reward__MAX","baseline_runseed=0 - training/episode/reward","baseline_runseed=0 - training/episode/reward__MIN","baseline_runseed=0 - training/episode/reward__MAX"
"6580672","","","","1401","1401","1401","","","","","","","","",""
"6581952","-5000","-5000","-5000","","","","","","","","","","","",""
"6584640","","","","","","","","","","2054","2054","2054","","",""
"6586048","","","","","","","","","","4328","4328","4328","","",""
"6586368","","","","1165","1165","1165","","","","","","","","",""
"6587904","3169","3169","3169","","","","3948","3948","3948","","","","","",""
"6588672","","","","","","","","","","12","12","12","","",""
"6588928","","","","","","","-5000","-5000","-5000","","","","","",""
"6589760","","","","-5000","-5000","-5000","","","","","","","","",""
"6590080","","","","","","","","","","","","","-5000","-5000","-5000"
"6590656","","","","","","","","","","3687","3687","3687","","",""
"6591104","1449","1449","1449","","","","","","","","","","","",""
"6591808","","","","","","","","","","4053","4053","4053","","",""
"6591872","-5000","-5000","-5000","","","","","","","","","","","",""
"6591936","","","","","","","3112","3112","3112","","","","","",""
"6592064","-5000","-5000","-5000","","","","","","","","","","","",""
"6593344","","","","","","","3206","3206","3206","","","","","",""
"6593408","","","","","","","","","","","","","1854","1854","1854"
"6593920","","","","1320","1320","1320","","","","","","","","",""
"6594176","-5000","-5000","-5000","","","","","","","","","","","",""
"6595456","","","","","","","","","","","","","-5000","-5000","-5000"
"6595840","","","","","","","","","","1716","1716","1716","","",""
"6595904","","","","","","","-5000","-5000","-5000","","","","","",""
"6596224","","","","","","","2055","2055","2055","","","","","",""
"6596800","2502","2502","2502","","","","","","","","","","","",""
"6597312","","","","","","","-5000","-5000","-5000","","","","","",""
"6598528","","","","","","","1659","1659","1659","","","","","",""
"6598656","","","","","","","","","","3752","3752","3752","","",""
"6600384","4353","4353","4353","","","","","","","","","","","",""
"6601472","","","","","","","4017","4017","4017","","","","","",""
"6601600","","","","","","","-5000","-5000","-5000","","","","","",""
"6602496","786","786","786","","","","4176","4176","4176","2773","2773","2773","","",""
"6603008","","","","1345","1345","1345","","","","","","","","",""
"6603584","","","","3351","3351","3351","","","","","","","","",""
"6605056","","","","","","","","","","3082","3082","3082","","",""
"6605760","-5000","-5000","-5000","","","","","","","","","","","",""
"6606784","","","","-5000","-5000","-5000","","","","","","","","",""
"6608576","","","","","","","","","","1515","1515","1515","","",""
"6610240","-5000","-5000","-5000","","","","","","","","","","","",""
"6611200","","","","787","787","787","","","","","","","","",""
"6614016","","","","1283","1283","1283","","","","","","","","",""
"6614272","","","","","","","3397","3397","3397","","","","","",""
"6614592","","","","198","198","198","","","","","","","","",""
"6616640","","","","","","","","","","-5000","-5000","-5000","","",""
"6617408","","","","","","","","","","2260","2260","2260","","",""
"6617792","2689","2689","2689","","","","","","","","","","","",""
"6617920","","","","-5000","-5000","-5000","","","","","","","","",""
"6619008","","","","","","","","","","2186","2186","2186","","",""
"6620352","","","","","","","-5000","-5000","-5000","","","","","",""
"6620928","","","","-5000","-5000","-5000","","","","","","","","",""
"6621440","-5000","-5000","-5000","","","","","","","","","","","",""
"6622080","","","","","","","-5000","-5000","-5000","","","","","",""
"6622656","","","","","","","4520","4520","4520","","","","","",""
"6623168","","","","-5000","-5000","-5000","","","","","","","","",""
"6623232","","","","","","","","","","-5000","-5000","-5000","","",""
"6624192","","","","","","","1553","1553","1553","","","","","",""
"6627200","","","","-5000","-5000","-5000","","","","","","","","",""
"6627456","1633","1633","1633","","","","","","","","","","","",""
"6628416","","","","","","","3315","3315","3315","","","","","",""
"6628544","","","","2933","2933","2933","","","","","","","","",""
"6631680","2429","2429","2429","","","","","","","","","","","",""
"6632256","","","","","","","4519","4519","4519","","","","","",""
"6632896","","","","","","","4055","4055","4055","","","","","",""
"6634048","-5000","-5000","-5000","","","","","","","","","","","",""
"6634176","","","","3953","3953","3953","","","","","","","","",""
"6634432","","","","","","","-5000","-5000","-5000","","","","","",""
"6634560","3969","3969","3969","","","","","","","","","","","",""
"6635072","","","","","","","-5000","-5000","-5000","","","","","",""
"6636288","3068","3068","3068","","","","","","","","","","","",""
"6637056","","","","","","","","","","4693","4693","4693","","",""
"6637120","-5000","-5000","-5000","","","","","","","","","","","",""
"6637760","","","","","","","-5000","-5000","-5000","","","","","",""
"6638400","","","","3746","3746","3746","","","","","","","","",""
"6641216","-5000","-5000","-5000","","","","","","","","","","","",""
"6642176","","","","","","","","","","4032","4032","4032","","",""
"6643136","","","","","","","3288","3288","3288","","","","","",""
"6643904","","","","3080","3080","3080","","","","","","","","",""
"6643968","","","","","","","","","","-5000","-5000","-5000","","",""
"6644288","","","","262","262","262","","","","","","","","",""
"6646144","1040","1040","1040","","","","","","","","","","","",""
"6646336","","","","","","","","","","3602","3602","3602","","",""
"6648448","","","","4689","4689","4689","","","","","","","","",""
"6648960","","","","2806","2806","2806","","","","","","","","",""
"6649984","2706","2706","2706","","","","","","","","","","","",""
"6650432","","","","","","","","","","862","862","862","","",""
"6652480","-5000","-5000","-5000","","","","","","","","","","","",""
"6653184","-5000","-5000","-5000","","","","","","","","","","","",""
"6653568","-5000","-5000","-5000","","","","","","","","","","","",""
"6655680","","","","","","","","","","3410","3410","3410","","",""
"6656128","","","","","","","","","","","","","516","516","516"
"6656448","2834","2834","2834","","","","","","","","","","","",""
"6656512","-5000","-5000","-5000","","","","","","","","","","","",""
"6656960","3647","3647","3647","","","","","","","","","","","",""
"6657664","","","","","","","","","","","","","-5000","-5000","-5000"
"6658816","","","","-5000","-5000","-5000","","","","","","","","",""
"6660608","","","","2828","2828","2828","","","","","","","","",""
"6660736","","","","","","","","","","788","788","788","","",""
"6661696","","","","","","","-5000","-5000","-5000","","","","","",""
"6664000","","","","","","","-5000","-5000","-5000","","","","","",""
"6664064","","","","","","","","","","1641","1641","1641","","",""
"6664256","","","","","","","","","","1155","1155","1155","","",""
"6664832","","","","2602","2602","2602","","","","746","746","746","","",""
"6666560","","","","-5000","-5000","-5000","","","","","","","","",""
"6667968","","","","4695","4695","4695","","","","","","","","",""
"6668096","2199","2199","2199","","","","","","","","","","","",""
"6668288","","","","3838","3838","3838","","","","","","","","",""
"6668928","","","","3979","3979","3979","","","","","","","","",""
"6669312","1568","1568","1568","","","","","","","","","","","",""
"6669376","","","","","","","","","","","","","3829","3829","3829"
"6670016","","","","","","","","","","1985","1985","1985","","",""
"6670976","","","","3589","3589","3589","","","","","","","","",""
"6671872","","","","","","","","","","1371","1371","1371","","",""
"6672192","2757","2757","2757","","","","","","","","","","","",""
"6672384","-5000","-5000","-5000","","","","","","","","","","","",""
"6673536","","","","-5000","-5000","-5000","","","","","","","","",""
"6674368","","","","","","","","","","2259","2259","2259","","",""
"6674816","","","","","","","-5000","-5000","-5000","","","","","",""
"6675008","","","","","","","2910","2910","2910","","","","","",""
"6676032","","","","","","","","","","4072","4072","4072","","",""
"6676864","","","","","","","","","","","","","4357","4357","4357"
"6677440","","","","","","","","","","","","","-5000","-5000","-5000"
"6677568","","","","1720","1720","1720","","","","","","","","",""
"6677952","2101","2101","2101","","","","","","","","","","","",""
"6678144","","","","3885","3885","3885","","","","","","","","",""
"6678784","","","","","","","","","","3192","3192","3192","","",""
"6679168","-5000","-5000","-5000","","","","","","","","","","","",""
"6679360","","","","","","","","","","3542","3542","3542","","",""
"6680640","","","","","","","","","","-5000","-5000","-5000","","",""
"6680704","","","","","","","","","","-5000","-5000","-5000","","",""
"6681408","","","","","","","-5000","-5000","-5000","","","","","",""
"6681536","","","","","","","","","","2400","2400","2400","","",""
"6681664","","","","","","","","","","","","","-5000","-5000","-5000"
"6682752","","","","","","","","","","","","","3588","3588","3588"
"6683648","","","","-5000","-5000","-5000","427","427","427","","","","","",""
"6684096","","","","262","262","262","","","","","","","","",""
"6684288","","","","","","","294","294","294","","","","","",""
"6684928","","","","","","","599","599","599","","","","","",""
"6685120","-5000","-5000","-5000","","","","","","","","","","","",""
"6687936","","","","","","","","","","3705","3705","3705","","",""
"6688128","","","","","","","","","","2549","2549","2549","","",""
"6689088","","","","","","","","","","-5000","-5000","-5000","","",""
"6690240","","","","2366","2366","2366","","","","","","","","",""
"6691776","2581","2581","2581","","","","","","","","","","","",""
"6692224","","","","","","","","","","3030","3030","3030","","",""
"6693184","-5000","-5000","-5000","","","","","","","","","","","",""
"6693312","","","","3822","3822","3822","","","","","","","","",""
"6694912","","","","","","","3740","3740","3740","","","","","",""
"6695232","","","","-5000","-5000","-5000","","","","","","","","",""
"6695872","","","","-5000","-5000","-5000","","","","","","","","",""
"6696320","4732","4732","4732","","","","","","","","","","","",""
"6696384","","","","","","","","","","1700","1700","1700","","",""
"6698048","","","","","","","3822","3822","3822","","","","","",""
"6699264","","","","204","204","204","","","","","","","","",""
"6699392","","","","","","","","","","","","","-5000","-5000","-5000"
"6700480","","","","","","","3808","3808","3808","","","","","",""
"6700544","","","","3604","3604","3604","","","","","","","","",""
"6700800","","","","","","","-5000","-5000","-5000","","","","","",""
"6700864","","","","","","","","","","","","","-5000","-5000","-5000"
"6700928","","","","-5000","-5000","-5000","","","","","","","","",""
"6701824","","","","","","","","","","1967","1967","1967","","",""
"6702016","","","","-5000","-5000","-5000","","","","","","","","",""
"6702528","","","","","","","3842","3842","3842","","","","","",""
"6703744","","","","997","997","997","","","","","","","","",""
"6704320","","","","","","","2298","2298","2298","","","","","",""
"6704768","","","","","","","","","","","","","1923","1923","1923"
"6705600","","","","1124","1124","1124","","","","","","","","",""
"6705664","","","","","","","-5000","-5000","-5000","","","","","",""
"6706496","","","","","","","","","","454","454","454","","",""
"6707008","","","","824","824","824","","","","","","","","",""
"6707328","","","","","","","2399","2399","2399","","","","","",""
"6709248","","","","","","","3251","3251","3251","","","","","",""
"6709504","","","","2612","2612","2612","","","","","","","","",""
"6709824","-5000","-5000","-5000","","","","","","","","","","","",""
"6710464","","","","","","","","","","-5000","-5000","-5000","","",""
"6713856","","","","","","","","","","-5000","-5000","-5000","","",""
