"Step","baseline_runseed=4 - training/episode/reward","baseline_runseed=4 - training/episode/reward__MIN","baseline_runseed=4 - training/episode/reward__MAX","baseline_runseed=3 - training/episode/reward","baseline_runseed=3 - training/episode/reward__MIN","baseline_runseed=3 - training/episode/reward__MAX","baseline_runseed=2 - training/episode/reward","baseline_runseed=2 - training/episode/reward__MIN","baseline_runseed=2 - training/episode/reward__MAX","baseline_runseed=1 - training/episode/reward","baseline_runseed=1 - training/episode/reward__MIN","baseline_runseed=1 - training/episode/reward__MAX","baseline_runseed=0 - training/episode/reward","baseline_runseed=0 - training/episode/reward__MIN","baseline_runseed=0 - training/episode/reward__MAX"
"18891200","","","","","","","","","","","","","4594","4594","4594"
"18891264","","","","","","","","","","","","","3950","3950","3950"
"18891456","","","","","","","","","","4296","4296","4296","","",""
"18892096","","","","","","","","","","","","","4754","4754","4754"
"18892352","","","","","","","","","","2196","2196","2196","","",""
"18892608","","","","","","","","","","831","831","831","4750","4750","4750"
"18892736","1547","1547","1547","","","","","","","","","","","",""
"18893568","","","","-5000","-5000","-5000","","","","","","","","",""
"18894016","-5000","-5000","-5000","","","","4508","4508","4508","","","","","",""
"18897088","","","","-5000","-5000","-5000","","","","","","","","",""
"18897216","","","","","","","","","","3172","3172","3172","","",""
"18897344","","","","","","","","","","-5000","-5000","-5000","","",""
"18897408","","","","","","","","","","3153","3153","3153","","",""
"18898368","","","","","","","","","","3337","3337","3337","","",""
"18899072","","","","","","","","","","3503","3503","3503","","",""
"18900096","","","","","","","2301","2301","2301","","","","","",""
"18900544","","","","1224","1224","1224","","","","","","","","",""
"18900864","","","","","","","","","","4307","4307","4307","","",""
"18901312","","","","","","","","","","","","","4650","4650","4650"
"18901504","","","","","","","","","","","","","4576","4576","4576"
"18901696","","","","","","","","","","","","","4809","4809","4809"
"18902272","","","","","","","4645","4645","4645","","","","","",""
"18903168","","","","1929","1929","1929","","","","","","","","",""
"18903296","-5000","-5000","-5000","","","","","","","","","","","",""
"18903552","","","","","","","","","","","","","4732","4732","4732"
"18903872","","","","","","","","","","3654","3654","3654","","",""
"18904064","","","","-5000","-5000","-5000","","","","","","","","",""
"18904256","","","","","","","","","","","","","4879","4879","4879"
"18904768","","","","","","","","","","","","","4718","4718","4718"
"18905408","","","","","","","","","","3849","3849","3849","","",""
"18906496","-5000","-5000","-5000","","","","","","","","","","","",""
"18909376","","","","","","","-5000","-5000","-5000","","","","","",""
"18909568","","","","","","","","","","","","","4667","4667","4667"
"18909888","1735","1735","1735","","","","","","","","","","","",""
"18911104","","","","","","","","","","","","","4687","4687","4687"
"18911488","","","","","","","","","","","","","4847","4847","4847"
"18911680","","","","","","","","","","","","","4422","4422","4422"
"18913216","1985","1985","1985","","","","","","","","","","","",""
"18913600","","","","-5000","-5000","-5000","","","","","","","","",""
"18914048","","","","","","","-5000","-5000","-5000","","","","","",""
"18914496","","","","","","","","","","","","","4925","4925","4925"
"18915648","","","","","","","","","","","","","4822","4822","4822"
"18915776","","","","","","","","","","4634","4634","4634","","",""
"18916032","-5000","-5000","-5000","","","","","","","","","","","",""
"18916352","","","","","","","3686","3686","3686","","","","","",""
"18917120","","","","","","","","","","","","","4642","4642","4642"
"18917632","","","","","","","571","571","571","","","","","",""
"18917760","","","","","","","","","","","","","4872","4872","4872"
"18918080","","","","","","","3910","3910","3910","","","","","",""
"18919360","","","","","","","","","","","","","4858","4858","4858"
"18920320","-5000","-5000","-5000","","","","","","","","","","","",""
"18920768","","","","-5000","-5000","-5000","","","","","","","","",""
"18921216","","","","","","","","","","4643","4643","4643","","",""
"18921536","","","","","","","","","","","","","4497","4497","4497"
"18921856","","","","","","","","","","","","","4825","4825","4825"
"18922048","","","","","","","","","","156","156","156","","",""
"18922496","","","","","","","","","","2363","2363","2363","","",""
"18922816","","","","","","","","","","","","","4351","4351","4351"
"18922880","","","","","","","","","","3559","3559","3559","","",""
"18923200","","","","","","","-5000","-5000","-5000","","","","","",""
"18924416","","","","","","","-5000","-5000","-5000","","","","","",""
"18924992","","","","","","","","","","","","","2961","2961","2961"
"18925184","","","","","","","","","","3937","3937","3937","","",""
"18925824","","","","3595","3595","3595","","","","","","","","",""
"18926528","","","","","","","","","","2126","2126","2126","","",""
"18927360","","","","","","","","","","","","","4637","4637","4637"
"18927488","","","","","","","","","","","","","4433","4433","4433"
"18928064","","","","","","","","","","","","","4533","4533","4533"
"18928320","","","","","","","","","","2490","2490","2490","","",""
"18928640","","","","","","","","","","","","","4297","4297","4297"
"18929536","","","","","","","","","","","","","4370","4370","4370"
"18931776","-5000","-5000","-5000","","","","","","","","","","","",""
"18932160","","","","","","","","","","","","","4767","4767","4767"
"18932992","","","","-5000","-5000","-5000","","","","","","","","",""
"18933376","923","923","923","","","","","","","","","","","",""
"18934080","","","","","","","-5000","-5000","-5000","","","","","",""
"18935168","","","","","","","","","","3052","3052","3052","","",""
"18935360","","","","","","","","","","1407","1407","1407","","",""
"18935744","","","","","","","","","","","","","4798","4798","4798"
"18935936","","","","","","","4801","4801","4801","","","","","",""
"18936832","","","","1159","1159","1159","","","","","","","","",""
"18938240","","","","","","","","","","","","","4849","4849","4849"
"18939136","","","","","","","","","","3189","3189","3189","","",""
"18939200","-5000","-5000","-5000","","","","","","","","","","","",""
"18939328","","","","","","","","","","4717","4717","4717","","",""
"18939584","","","","","","","","","","","","","4915","4915","4915"
"18940032","","","","","","","987","987","987","","","","","",""
"18940352","","","","","","","","","","","","","4141","4141","4141"
"18940800","","","","","","","","","","","","","4635","4635","4635"
"18941120","","","","","","","","","","-5000","-5000","-5000","","",""
"18941184","","","","","","","","","","","","","4755","4755","4755"
"18942208","","","","-5000","-5000","-5000","","","","","","","","",""
"18942848","","","","","","","","","","","","","4758","4758","4758"
"18943232","-5000","-5000","-5000","","","","","","","","","","","",""
"18943360","","","","","","","","","","","","","4161","4161","4161"
"18943488","","","","","","","","","","-5000","-5000","-5000","","",""
"18943808","","","","","","","","","","899","899","899","","",""
"18945216","","","","","","","","","","","","","4520","4520","4520"
"18945408","","","","","","","","","","2839","2839","2839","","",""
"18945472","2993","2993","2993","","","","","","","","","","","",""
"18945792","","","","","","","","","","","","","4586","4586","4586"
"18946496","","","","","","","-5000","-5000","-5000","","","","","",""
"18946880","1338","1338","1338","","","","","","","","","","","",""
"18948480","","","","","","","","","","","","","4672","4672","4672"
"18948608","","","","2154","2154","2154","","","","","","","","",""
"18949120","","","","","","","315","315","315","","","","","",""
"18949312","","","","","","","","","","599","599","599","","",""
"18949632","","","","-5000","-5000","-5000","","","","","","","","",""
"18950528","","","","","","","-5000","-5000","-5000","","","","","",""
"18950784","4093","4093","4093","","","","","","","","","","","",""
"18950976","","","","","","","","","","783","783","783","","",""
"18951552","","","","","","","","","","","","","4653","4653","4653"
"18952576","","","","","","","","","","3041","3041","3041","","",""
"18954368","","","","","","","","","","","","","3788","3788","3788"
"18954432","","","","","","","","","","4396","4396","4396","","",""
"18954880","-5000","-5000","-5000","","","","","","","","","","","",""
"18956352","","","","","","","","","","","","","4381","4381","4381"
"18956608","","","","","","","","","","1068","1068","1068","","",""
"18956800","","","","","","","749","749","749","","","","","",""
"18956864","","","","-5000","-5000","-5000","","","","2270","2270","2270","","",""
"18957120","","","","-5000","-5000","-5000","","","","","","","","",""
"18957824","","","","-5000","-5000","-5000","","","","","","","","",""
"18958080","","","","3386","3386","3386","","","","","","","","",""
"18958144","","","","2790","2790","2790","","","","","","","","",""
"18958208","","","","3554","3554","3554","","","","","","","","",""
"18958592","","","","","","","","","","1142","1142","1142","4546","4546","4546"
"18962816","","","","","","","","","","","","","4824","4824","4824"
"18963392","","","","","","","","","","4094","4094","4094","","",""
"18964480","","","","","","","-5000","-5000","-5000","","","","","",""
"18964800","-5000","-5000","-5000","","","","","","","","","","","",""
"18965760","","","","","","","3696","3696","3696","","","","","",""
"18967296","","","","","","","","","","4837","4837","4837","4373","4373","4373"
"18967552","-5000","-5000","-5000","","","","","","","","","","","",""
"18967744","","","","","","","","","","4584","4584","4584","","",""
"18968448","1917","1917","1917","","","","","","","","","","","",""
"18969664","","","","","","","","","","","","","4723","4723","4723"
"18970304","","","","","","","","","","3089","3089","3089","","",""
"18970368","","","","","","","2462","2462","2462","","","","","",""
"18970816","","","","","","","","","","949","949","949","","",""
"18970944","","","","","","","","","","","","","4604","4604","4604"
"18971904","-5000","-5000","-5000","3885","3885","3885","","","","","","","","",""
"18972416","","","","","","","","","","3443","3443","3443","","",""
"18973440","","","","","","","","","","","","","4656","4656","4656"
"18973952","","","","","","","","","","","","","4475","4475","4475"
"18974336","","","","","","","","","","","","","4820","4820","4820"
"18974400","","","","","","","","","","","","","4717","4717","4717"
"18974720","","","","1990","1990","1990","","","","","","","","",""
"18975040","","","","","","","","","","","","","4843","4843","4843"
"18976320","","","","","","","","","","-5000","-5000","-5000","","",""
"18977600","","","","-5000","-5000","-5000","","","","","","","","",""
"18977664","","","","","","","2385","2385","2385","","","","","",""
"18977728","","","","","","","","","","","","","4689","4689","4689"
"18977792","","","","","","","","","","1980","1980","1980","","",""
"18978304","","","","","","","","","","-5000","-5000","-5000","","",""
"18980160","","","","-5000","-5000","-5000","","","","","","","","",""
"18980992","","","","","","","","","","1765","1765","1765","","",""
"18981184","","","","2123","2123","2123","","","","","","","","",""
"18981248","","","","","","","1023","1023","1023","","","","","",""
"18981312","","","","","","","","","","","","","4318","4318","4318"
"18981760","1691","1691","1691","","","","","","","","","","","",""
"18981888","","","","","","","","","","","","","4601","4601","4601"
"18982400","-5000","-5000","-5000","","","","","","","","","","","",""
"18982464","","","","","","","-5000","-5000","-5000","","","","","",""
"18982720","","","","","","","","","","","","","4866","4866","4866"
"18983680","","","","1823","1823","1823","","","","","","","","",""
"18984512","-5000","-5000","-5000","","","","","","","","","","","",""
"18984960","","","","2759","2759","2759","","","","","","","","",""
"18986112","","","","","","","","","","","","","4628","4628","4628"
"18986240","","","","","","","","","","","","","4848","4848","4848"
"18986432","","","","","","","","","","","","","4929","4929","4929"
"18987520","211","211","211","","","","","","","","","","","",""
"18987712","","","","","","","","","","3981","3981","3981","","",""
"18988288","","","","","","","","","","3978","3978","3978","","",""
"18988800","","","","","","","2227","2227","2227","","","","","",""
"18989824","","","","","","","","","","","","","4747","4747","4747"
"18989888","","","","","","","","","","","","","4664","4664","4664"
"18990912","","","","","","","","","","","","","4138","4138","4138"
"18990976","","","","","","","","","","","","","4584","4584","4584"
"18991040","","","","","","","","","","3248","3248","3248","","",""
"18991360","697","697","697","","","","","","","","","","","",""
"18992064","","","","","","","3305","3305","3305","","","","","",""
"18992256","","","","","","","","","","","","","4826","4826","4826"
"18993024","","","","","","","","","","-5000","-5000","-5000","","",""
"18993216","","","","","","","-5000","-5000","-5000","","","","","",""
"18993664","2736","2736","2736","","","","","","","","","","","",""
"18994368","","","","","","","","","","754","754","754","","",""
"18994432","","","","","","","","","","1466","1466","1466","","",""
"18994688","","","","","","","","","","","","","4389","4389","4389"
"18995712","","","","","","","","","","","","","4593","4593","4593"
"18996288","","","","","","","","","","","","","4745","4745","4745"
"18996544","","","","","","","","","","","","","4572","4572","4572"
"18997632","","","","","","","-5000","-5000","-5000","","","","","",""
"18997696","-5000","-5000","-5000","","","","","","","","","","","",""
"18997888","","","","","","","","","","","","","4228","4228","4228"
"18998848","","","","","","","","","","","","","4801","4801","4801"
"18999616","2129","2129","2129","","","","","","","","","","","",""
"19000192","","","","273","273","273","","","","","","","","",""
"19000704","2709","2709","2709","","","","","","","4417","4417","4417","","",""
"19001472","","","","","","","","","","-5000","-5000","-5000","","",""
"19004224","3868","3868","3868","","","","","","","","","","","",""
"19004800","","","","","","","","","","4838","4838","4838","","",""
"19004928","","","","","","","","","","4045","4045","4045","","",""
"19005312","","","","","","","","","","","","","4024","4024","4024"
"19005504","","","","","","","3028","3028","3028","","","","","",""
"19005696","","","","-5000","-5000","-5000","","","","","","","","",""
"19006848","","","","","","","","","","","","","4601","4601","4601"
"19007168","","","","","","","","","","-5000","-5000","-5000","","",""
"19008576","","","","","","","","","","4355","4355","4355","","",""
"19008640","","","","","","","","","","2834","2834","2834","","",""
"19009024","","","","","","","","","","4667","4667","4667","","",""
"19009792","","","","","","","244","244","244","","","","","",""
"19010368","","","","","","","","","","","","","3636","3636","3636"
"19010880","","","","","","","","","","","","","4294","4294","4294"
"19011968","","","","","","","-5000","-5000","-5000","","","","","",""
"19015872","","","","","","","-5000","-5000","-5000","","","","","",""
"19016320","-5000","-5000","-5000","","","","","","","","","","","",""
"19017536","","","","-5000","-5000","-5000","","","","","","","","",""
"19017664","2014","2014","2014","","","","","","","","","","","",""
"19019008","","","","1210","1210","1210","","","","","","","","",""
"19019200","","","","","","","1058","1058","1058","","","","","",""
"19019776","-5000","-5000","-5000","","","","","","","","","","","",""
"19020992","","","","","","","","","","","","","4618","4618","4618"
"19021440","","","","","","","","","","","","","4598","4598","4598"
"19021760","1284","1284","1284","","","","","","","","","","","",""
"19022592","-5000","-5000","-5000","","","","","","","","","","","",""
"19023168","","","","","","","","","","","","","4808","4808","4808"
"19023232","","","","-5000","-5000","-5000","","","","","","","","",""
"19024192","","","","","","","3947","3947","3947","","","","","",""
"19024576","","","","","","","","","","3468","3468","3468","","",""
"19025472","","","","","","","","","","","","","4753","4753","4753"
"19026496","","","","","","","3791","3791","3791","","","","","",""
"19027520","","","","","","","","","","3804","3804","3804","","",""
"19027712","","","","","","","","","","3557","3557","3557","","",""
"19029248","","","","","","","","","","2103","2103","2103","","",""
"19029376","","","","-5000","-5000","-5000","","","","","","","4771","4771","4771"
"19030400","","","","","","","","","","","","","4918","4918","4918"
"19030592","","","","4287","4287","4287","","","","","","","","",""
"19030720","","","","","","","2864","2864","2864","","","","","",""
"19030784","-5000","-5000","-5000","","","","","","","","","","","",""
"19032384","","","","343","343","343","","","","","","","","",""
"19033920","","","","","","","-5000","-5000","-5000","","","","","",""
"19034112","","","","","","","-5000","-5000","-5000","","","","","",""
"19034560","","","","","","","","","","","","","4919","4919","4919"
"19035392","","","","","","","","","","","","","4922","4922","4922"
"19035520","","","","","","","","","","4336","4336","4336","","",""
"19035712","","","","","","","","","","","","","4834","4834","4834"
"19036736","","","","","","","","","","809","809","809","","",""
"19036800","","","","","","","","","","","","","4569","4569","4569"
"19037376","","","","","","","","","","1863","1863","1863","","",""
"19037888","-5000","-5000","-5000","","","","","","","","","","4323","4323","4323"
"19038400","","","","","","","","","","","","","4862","4862","4862"
"19038464","","","","","","","","","","3607","3607","3607","4665","4665","4665"
"19039040","","","","3603","3603","3603","","","","","","","","",""
"19039104","","","","","","","","","","","","","4748","4748","4748"
"19040128","","","","","","","","","","","","","4708","4708","4708"
"19040512","","","","","","","","","","","","","4669","4669","4669"
"19040960","","","","3965","3965","3965","","","","","","","","",""
"19043776","","","","2129","2129","2129","","","","","","","","",""
"19044608","","","","","","","","","","2325","2325","2325","4855","4855","4855"
"19045056","","","","","","","","","","-5000","-5000","-5000","","",""
"19047296","","","","","","","","","","","","","4198","4198","4198"
"19047424","","","","-5000","-5000","-5000","","","","","","","","",""
"19047744","","","","","","","","","","3957","3957","3957","","",""
"19048448","","","","","","","-5000","-5000","-5000","","","","","",""
"19049280","","","","","","","","","","4660","4660","4660","","",""
"19050176","","","","","","","-5000","-5000","-5000","","","","","",""
"19050304","","","","","","","2687","2687","2687","","","","","",""
"19050432","","","","","","","","","","3264","3264","3264","","",""
"19050560","","","","","","","810","810","810","","","","4443","4443","4443"
"19051968","","","","","","","","","","","","","4212","4212","4212"
"19052736","","","","","","","","","","","","","4734","4734","4734"
"19053696","","","","1921","1921","1921","","","","","","","","",""
"19054208","","","","","","","","","","3722","3722","3722","","",""
"19054464","","","","","","","","","","","","","4724","4724","4724"
"19054848","","","","","","","2863","2863","2863","","","","","",""
"19056704","","","","-5000","-5000","-5000","","","","","","","","",""
"19057728","","","","","","","2811","2811","2811","","","","","",""
"19057984","","","","245","245","245","","","","","","","","",""
"19058368","","","","","","","","","","4689","4689","4689","","",""
"19058752","","","","","","","","","","1986","1986","1986","","",""
"19058816","","","","-5000","-5000","-5000","","","","","","","","",""
"19058944","","","","","","","","","","","","","4737","4737","4737"
"19059200","","","","","","","","","","","","","4887","4887","4887"
"19059712","","","","","","","","","","3116","3116","3116","","",""
"19059840","","","","","","","","","","","","","4753","4753","4753"
"19060544","-5000","-5000","-5000","362","362","362","","","","","","","","",""
"19060864","","","","","","","","","","","","","4345","4345","4345"
"19061888","","","","","","","","","","4056","4056","4056","","",""
"19062080","","","","","","","","","","3177","3177","3177","","",""
"19062144","","","","","","","-5000","-5000","-5000","","","","","",""
"19062272","","","","","","","","","","","","","4405","4405","4405"
"19062400","","","","-5000","-5000","-5000","","","","","","","","",""
"19063488","","","","","","","","","","1267","1267","1267","","",""
"19064384","","","","","","","","","","","","","4733","4733","4733"
"19065088","","","","","","","","","","4118","4118","4118","","",""
"19065408","","","","","","","-5000","-5000","-5000","","","","","",""
"19066112","","","","","","","","","","3784","3784","3784","","",""
"19066240","","","","","","","","","","","","","3806","3806","3806"
"19067008","","","","","","","","","","","","","4595","4595","4595"
"19067904","","","","","","","-5000","-5000","-5000","","","","","",""
"19068032","","","","","","","","","","","","","4862","4862","4862"
"19068160","-5000","-5000","-5000","","","","","","","","","","","",""
"19070784","","","","","","","-5000","-5000","-5000","","","","","",""
"19071360","","","","","","","","","","","","","4679","4679","4679"
"19071872","","","","","","","","","","2300","2300","2300","","",""
"19072192","-5000","-5000","-5000","","","","","","","","","","","",""
"19072384","-5000","-5000","-5000","","","","","","","","","","","",""
"19073024","","","","","","","","","","","","","4645","4645","4645"
"19073280","","","","","","","","","","2735","2735","2735","","",""
"19073536","-5000","-5000","-5000","","","","","","","","","","","",""
"19073664","-5000","-5000","-5000","","","","","","","","","","","",""
"19073856","","","","","","","","","","","","","4845","4845","4845"
"19073920","","","","","","","1777","1777","1777","","","","","",""
"19074048","","","","","","","","","","","","","3991","3991","3991"
"19075456","","","","1385","1385","1385","","","","","","","","",""
"19075776","","","","","","","","","","3827","3827","3827","","",""
"19076416","","","","","","","","","","674","674","674","4243","4243","4243"
"19076544","","","","","","","-5000","-5000","-5000","","","","","",""
"19076736","","","","","","","","","","","","","4857","4857","4857"
"19077184","","","","","","","","","","","","","4841","4841","4841"
"19077568","","","","","","","-5000","-5000","-5000","","","","","",""
"19077888","","","","","","","","","","","","","4502","4502","4502"
"19077952","","","","","","","","","","3435","3435","3435","","",""
"19078400","","","","","","","2034","2034","2034","","","","","",""
"19079680","","","","","","","-5000","-5000","-5000","","","","","",""
"19080128","","","","-5000","-5000","-5000","","","","","","","","",""
"19080320","","","","","","","3932","3932","3932","","","","","",""
"19080960","","","","1864","1864","1864","","","","","","","","",""
"19081728","","","","","","","","","","","","","4635","4635","4635"
"19081984","","","","","","","882","882","882","","","","","",""
"19082048","","","","","","","","","","-5000","-5000","-5000","","",""
"19082112","","","","2914","2914","2914","","","","","","","","",""
"19082304","","","","","","","","","","","","","3937","3937","3937"
"19084096","","","","","","","","","","","","","4448","4448","4448"
"19084480","","","","","","","","","","","","","4709","4709","4709"
"19084608","","","","","","","","","","","","","4895","4895","4895"
"19085952","-5000","-5000","-5000","","","","","","","","","","","",""
"19086208","","","","","","","","","","-5000","-5000","-5000","4812","4812","4812"
"19086336","","","","","","","","","","","","","4736","4736","4736"
"19086464","","","","","","","","","","","","","4153","4153","4153"
"19087936","","","","","","","","","","4210","4210","4210","","",""
"19088000","","","","","","","","","","-5000","-5000","-5000","","",""
"19088448","","","","","","","3771","3771","3771","","","","","",""
"19088576","","","","","","","","","","3246","3246","3246","","",""
"19088832","","","","","","","-5000","-5000","-5000","","","","","",""
"19089344","-5000","-5000","-5000","","","","","","","","","","","",""
"19089600","-5000","-5000","-5000","","","","","","","","","","","",""
"19089664","","","","2249","2249","2249","","","","","","","","",""
"19090944","","","","","","","","","","","","","4797","4797","4797"
"19092032","123","123","123","","","","","","","","","","","",""
"19092416","","","","","","","","","","1738","1738","1738","","",""
"19092928","","","","","","","","","","","","","4114","4114","4114"
"19093632","","","","-5000","-5000","-5000","","","","","","","","",""
"19093824","","","","","","","","","","2316","2316","2316","","",""
"19094208","","","","","","","","","","","","","4476","4476","4476"
"19094400","","","","","","","","","","2642","2642","2642","","",""
"19094528","","","","","","","","","","","","","4680","4680","4680"
"19094656","-5000","-5000","-5000","","","","","","","","","","","",""
"19095040","","","","","","","","","","1912","1912","1912","","",""
"19095104","","","","","","","","","","","","","4520","4520","4520"
"19096704","","","","","","","","","","3922","3922","3922","","",""
"19096832","","","","-5000","-5000","-5000","","","","","","","","",""
"19098304","","","","","","","","","","4481","4481","4481","","",""
"19098432","","","","-5000","-5000","-5000","","","","","","","4739","4739","4739"
"19098688","","","","","","","2428","2428","2428","","","","","",""
"19098880","","","","","","","","","","","","","4872","4872","4872"
"19099648","","","","","","","","","","-5000","-5000","-5000","","",""
"19100352","869","869","869","","","","","","","","","","","",""
"19101120","","","","","","","2584","2584","2584","","","","","",""
"19102144","","","","","","","","","","","","","4864","4864","4864"
"19102400","","","","","","","","","","","","","3851","3851","3851"
"19104064","","","","","","","","","","","","","4774","4774","4774"
"19104448","","","","","","","","","","","","","4792","4792","4792"
"19104512","3361","3361","3361","","","","","","","","","","","",""
"19106368","","","","901","901","901","","","","","","","","",""
"19106432","","","","","","","","","","","","","4688","4688","4688"
"19106560","","","","","","","","","","3247","3247","3247","","",""
"19108288","","","","","","","","","","","","","4357","4357","4357"
"19108352","-5000","-5000","-5000","","","","","","","","","","","",""
"19108800","","","","","","","","","","3377","3377","3377","","",""
"19108864","177","177","177","","","","","","","","","","","",""
"19109440","","","","","","","","","","1594","1594","1594","","",""
"19110016","","","","","","","","","","","","","4216","4216","4216"
"19110464","","","","2604","2604","2604","","","","","","","","",""
"19110848","-5000","-5000","-5000","","","","","","","","","","","",""
"19110912","","","","","","","","","","327","327","327","","",""
"19111744","","","","-5000","-5000","-5000","","","","","","","","",""
"19112832","","","","","","","","","","3934","3934","3934","","",""
"19113088","3038","3038","3038","","","","","","","","","","","",""
"19113856","","","","","","","","","","","","","4074","4074","4074"
"19114816","","","","","","","2025","2025","2025","","","","4656","4656","4656"
"19115456","","","","","","","-5000","-5000","-5000","","","","","",""
"19116480","","","","480","480","480","","","","","","","4786","4786","4786"
"19116800","","","","-5000","-5000","-5000","","","","","","","","",""
"19117440","","","","","","","","","","1663","1663","1663","","",""
"19117824","","","","","","","","","","","","","4480","4480","4480"
"19118656","43","43","43","","","","","","","","","","","",""
"19118976","","","","","","","","","","3598","3598","3598","","",""
"19119168","","","","","","","","","","3693","3693","3693","","",""
"19119808","","","","","","","","","","","","","4722","4722","4722"
"19120000","","","","","","","","","","","","","4721","4721","4721"
"19120128","","","","","","","4094","4094","4094","","","","","",""
"19120448","","","","","","","3651","3651","3651","","","","","",""
"19120960","","","","","","","","","","1060","1060","1060","","",""
"19121024","","","","2206","2206","2206","","","","","","","","",""
"19121472","","","","","","","","","","-5000","-5000","-5000","","",""
"19121856","","","","2786","2786","2786","","","","","","","","",""
"19122304","","","","","","","","","","-5000","-5000","-5000","","",""
"19124352","","","","-5000","-5000","-5000","","","","","","","","",""
"19124928","","","","","","","","","","","","","4840","4840","4840"
"19125120","","","","","","","","","","","","","4683","4683","4683"
"19125312","","","","","","","","","","","","","4645","4645","4645"
"19125824","","","","","","","","","","","","","4606","4606","4606"
"19125888","-5000","-5000","-5000","","","","","","","","","","","",""
"19127296","","","","","","","","","","","","","4561","4561","4561"
"19128320","","","","","","","","","","","","","4793","4793","4793"
"19128448","","","","","","","1650","1650","1650","","","","","",""
"19129216","","","","","","","","","","1303","1303","1303","","",""
"19129984","","","","","","","","","","2630","2630","2630","","",""
"19130240","-5000","-5000","-5000","","","","","","","","","","","",""
"19131264","","","","-5000","-5000","-5000","","","","","","","","",""
"19131712","","","","","","","","","","","","","4682","4682","4682"
"19132160","-5000","-5000","-5000","","","","","","","","","","","",""
"19132224","","","","","","","2828","2828","2828","","","","","",""
"19132992","2429","2429","2429","","","","","","","","","","","",""
"19133696","","","","-5000","-5000","-5000","","","","","","","","",""
"19134720","","","","-5000","-5000","-5000","","","","","","","","",""
"19135232","","","","","","","","","","","","","4823","4823","4823"
"19137280","","","","3314","3314","3314","","","","","","","","",""
"19137600","","","","-5000","-5000","-5000","","","","","","","","",""
"19137856","3155","3155","3155","","","","","","","","","","","",""
"19138368","","","","","","","","","","2913","2913","2913","","",""
"19139904","","","","","","","2777","2777","2777","","","","","",""
"19141056","","","","","","","","","","","","","4488","4488","4488"
"19141504","","","","","","","","","","","","","4415","4415","4415"
"19142656","","","","","","","-5000","-5000","-5000","","","","","",""
"19142976","","","","","","","","","","3911","3911","3911","","",""
"19143040","","","","","","","2416","2416","2416","","","","","",""
"19143936","","","","","","","1335","1335","1335","","","","","",""
"19144960","","","","","","","","","","","","","4706","4706","4706"
"19145152","","","","","","","","","","","","","4721","4721","4721"
"19145728","","","","","","","","","","","","","4818","4818","4818"
"19146752","","","","","","","","","","1694","1694","1694","4486","4486","4486"
"19146880","","","","2031","2031","2031","","","","","","","","",""
"19147392","","","","","","","","","","","","","4857","4857","4857"
"19147584","","","","","","","745","745","745","","","","","",""
"19147712","","","","","","","2517","2517","2517","","","","","",""
"19147904","","","","","","","","","","","","","4475","4475","4475"
"19148992","","","","-5000","-5000","-5000","","","","","","","","",""
"19149184","","","","","","","","","","4113","4113","4113","","",""
"19149632","","","","","","","-5000","-5000","-5000","","","","","",""
"19150400","","","","","","","","","","","","","4696","4696","4696"
"19150784","2369","2369","2369","","","","","","","","","","","",""
"19150976","","","","","","","-5000","-5000","-5000","","","","","",""
"19151424","","","","","","","","","","","","","4266","4266","4266"
"19151872","2967","2967","2967","","","","","","","","","","","",""
"19152128","","","","","","","","","","","","","4707","4707","4707"
"19152448","","","","","","","","","","1940","1940","1940","","",""
"19152576","","","","","","","","","","1012","1012","1012","","",""
"19152704","","","","","","","","","","","","","4358","4358","4358"
"19152768","","","","","","","","","","","","","4822","4822","4822"
"19153216","","","","","","","","","","","","","4651","4651","4651"
"19153856","","","","","","","","","","","","","4814","4814","4814"
"19155072","","","","","","","-5000","-5000","-5000","","","","","",""
"19155648","-5000","-5000","-5000","","","","","","","","","","","",""
"19156928","","","","","","","","","","","","","4267","4267","4267"
"19157440","","","","","","","","","","4303","4303","4303","","",""
"19157568","","","","","","","3750","3750","3750","","","","","",""
"19157696","","","","","","","","","","","","","4417","4417","4417"
"19157760","","","","","","","","","","929","929","929","","",""
"19157952","-5000","-5000","-5000","","","","","","","","","","","",""
"19160256","","","","-5000","-5000","-5000","","","","","","","","",""
"19162560","","","","","","","","","","","","","4687","4687","4687"
"19163456","2007","2007","2007","","","","","","","","","","","",""
"19164480","","","","","","","110","110","110","","","","","",""
"19164672","","","","3168","3168","3168","","","","","","","","",""
"19165056","","","","","","","","","","-5000","-5000","-5000","","",""
"19165376","2427","2427","2427","","","","","","","","","","","",""
"19165504","","","","","","","","","","","","","4786","4786","4786"
"19166016","1701","1701","1701","","","","","","","","","","","",""
"19166080","155","155","155","","","","","","","","","","","",""
"19166144","","","","","","","","","","","","","4697","4697","4697"
"19166976","","","","","","","","","","","","","4693","4693","4693"
"19167232","","","","","","","","","","","","","4447","4447","4447"
"19167360","","","","","","","","","","","","","4740","4740","4740"
"19167424","","","","","","","-5000","-5000","-5000","","","","","",""
"19167872","","","","","","","","","","","","","4680","4680","4680"
"19169472","","","","","","","","","","2736","2736","2736","","",""
"19169920","","","","","","","","","","266","266","266","","",""
"19170432","","","","97","97","97","","","","","","","","",""
"19170624","","","","","","","152","152","152","","","","","",""
"19171712","","","","-5000","-5000","-5000","","","","","","","","",""
