"Step","melting_softmax_runseed=4 - training/episode/length","melting_softmax_runseed=4 - training/episode/length__MIN","melting_softmax_runseed=4 - training/episode/length__MAX","melting_softmax_runseed=3 - training/episode/length","melting_softmax_runseed=3 - training/episode/length__MIN","melting_softmax_runseed=3 - training/episode/length__MAX","melting_softmax_runseed=2 - training/episode/length","melting_softmax_runseed=2 - training/episode/length__MIN","melting_softmax_runseed=2 - training/episode/length__MAX","melting_softmax_runseed=1 - training/episode/length","melting_softmax_runseed=1 - training/episode/length__MIN","melting_softmax_runseed=1 - training/episode/length__MAX","melting_softmax_runseed=0 - training/episode/length","melting_softmax_runseed=0 - training/episode/length__MIN","melting_softmax_runseed=0 - training/episode/length__MAX"
"29895488","","","","","","","","","","","","","488","488","488"
"29895744","149","149","149","135","135","135","","","","","","","","",""
"29896064","","","","","","","","","","339","339","339","","",""
"29896768","","","","358","358","358","","","","","","","143","143","143"
"29896832","191","191","191","","","","","","","","","","","",""
"29897152","","","","","","","","","","640","640","640","","",""
"29897280","","","","","","","","","","","","","316","316","316"
"29897856","","","","","","","","","","215","215","215","","",""
"29897920","720","720","720","","","","","","","","","","","",""
"29898176","","","","114","114","114","","","","","","","","",""
"29898368","","","","295","295","295","","","","","","","","",""
"29898432","433","433","433","724","724","724","","","","","","","","",""
"29898816","","","","319","319","319","","","","","","","","",""
"29899264","","","","292","292","292","","","","","","","","",""
"29899520","","","","","","","","","","198","198","198","","",""
"29899584","","","","474","474","474","","","","","","","","",""
"29899648","","","","","","","","","","441","441","441","","",""
"29900096","","","","329","329","329","","","","","","","","",""
"29900160","","","","","","","","","","179","179","179","","",""
"29900352","227","227","227","","","","","","","","","","","",""
"29900608","","","","537","537","537","","","","","","","","",""
"29900672","","","","","","","","","","286","286","286","","",""
"29901120","133","133","133","","","","","","","","","","471","471","471"
"29901440","418","418","418","","","","","","","300","300","300","","",""
"29901632","","","","239","239","239","","","","","","","","",""
"29901824","","","","276","276","276","","","","","","","","",""
"29902208","","","","444","444","444","","","","","","","","",""
"29902528","","","","324","324","324","","","","","","","","",""
"29902720","","","","","","","","","","242","242","242","","",""
"29902848","","","","305","305","305","","","","","","","","",""
"29903104","","","","","","","","","","352","352","352","","",""
"29903168","395","395","395","","","","","","","","","","","",""
"29903232","","","","901","901","901","","","","","","","","",""
"29903552","","","","549","549","549","","","","","","","","",""
"29903872","","","","931","931","931","","","","","","","","",""
"29903936","","","","","","","","","","299","299","299","","",""
"29904448","","","","","","","","","","159","159","159","145","145","145"
"29904640","78","78","78","","","","","","","","","","","",""
"29905088","","","","","","","","","","152","152","152","","",""
"29905344","255","255","255","","","","","","","","","","","",""
"29905536","408","408","408","","","","","","","","","","139","139","139"
"29906688","","","","1652","1652","1652","","","","","","","","",""
"29907008","","","","370","370","370","","","","","","","","",""
"29907072","","","","","","","","","","","","","196","196","196"
"29907648","","","","","","","","","","","","","400","400","400"
"29907904","","","","","","","","","","388","388","388","171","171","171"
"29908032","","","","","","","","","","491","491","491","","",""
"29908160","","","","","","","","","","","","","505","505","505"
"29908416","","","","","","","","","","","","","183","183","183"
"29908480","","","","410","410","410","","","","","","","","",""
"29908736","346","346","346","","","","","","","","","","","",""
"29908800","","","","","","","","","","425","425","425","","",""
"29908928","","","","","","","","","","","","","378","378","378"
"29908992","","","","","","","","","","","","","254","254","254"
"29910080","","","","","","","","","","491","491","491","","",""
"29910592","559","559","559","","","","","","","","","","","",""
"29910912","748","748","748","","","","","","","","","","","",""
"29911104","","","","405","405","405","","","","","","","","",""
"29911168","102","102","102","","","","","","","740","740","740","","",""
"29911424","129","129","129","","","","","","","","","","629","629","629"
"29911936","444","444","444","","","","","","","","","","","",""
"29912064","","","","1224","1224","1224","","","","","","","","",""
"29912128","","","","","","","","","","215","215","215","","",""
"29912192","290","290","290","","","","","","","","","","","",""
"29912384","","","","","","","","","","","","","554","554","554"
"29912960","","","","","","","","","","607","607","607","133","133","133"
"29913216","539","539","539","","","","","","","","","","","",""
"29913344","","","","433","433","433","","","","","","","","",""
"29913472","154","154","154","","","","","","","","","","","",""
"29913600","","","","","","","","","","","","","255","255","255"
"29913920","200","200","200","","","","","","","","","","","",""
"29914112","","","","884","884","884","","","","","","","","",""
"29914176","","","","460","460","460","","","","","","","","",""
"29914944","","","","328","328","328","","","","","","","","",""
"29915264","","","","169","169","169","","","","","","","","",""
"29915520","","","","","","","","","","","","","1311","1311","1311"
"29915904","","","","","","","","","","","","","441","441","441"
"29915968","","","","380","380","380","","","","","","","","",""
"29916032","","","","","","","","","","","","","498","498","498"
"29916288","","","","","","","","","","","","","470","470","470"
"29916416","","","","","","","","","","119","119","119","","",""
"29916800","","","","","","","","","","","","","141","141","141"
"29916928","","","","263","263","263","","","","","","","","",""
"29917440","","","","279","279","279","","","","","","","","",""
"29917632","","","","","","","","","","351","351","351","","",""
"29917824","237","237","237","","","","","","","","","","","",""
"29918144","","","","762","762","762","","","","","","","","",""
"29918464","","","","","","","","","","","","","637","637","637"
"29918784","137","137","137","","","","","","","","","","","",""
"29919040","","","","","","","","","","494","494","494","","",""
"29919424","","","","126","126","126","","","","","","","355","355","355"
"29919744","232","232","232","","","","","","","","","","","",""
"29920064","","","","","","","","","","","","","503","503","503"
"29920384","290","290","290","","","","","","","","","","","",""
"29920512","","","","364","364","364","","","","","","","","",""
"29920640","","","","","","","","","","1262","1262","1262","","",""
"29920768","","","","353","353","353","","","","","","","","",""
"29920832","","","","1622","1622","1622","","","","","","","","",""
"29921216","","","","","","","","","","175","175","175","","",""
"29921280","","","","","","","","","","209","209","209","","",""
"29921344","","","","","","","","","","249","249","249","","",""
"29921472","552","552","552","","","","","","","","","","","",""
"29921792","","","","391","391","391","","","","","","","","",""
"29922048","","","","","","","","","","268","268","268","","",""
"29922240","","","","","","","","","","392","392","392","","",""
"29922368","","","","","","","","","","","","","780","780","780"
"29922944","","","","","","","","","","428","428","428","","",""
"29923520","","","","1287","1287","1287","","","","","","","","",""
"29924736","92","92","92","","","","","","","","","","","",""
"29925120","","","","139","139","139","","","","","","","","",""
"29925696","","","","265","265","265","","","","","","","","",""
"29926208","","","","720","720","720","","","","1173","1173","1173","","",""
"29926336","","","","","","","","","","","","","292","292","292"
"29927040","182","182","182","","","","","","","","","","","",""
"29927104","","","","","","","","","","","","","103","103","103"
"29927488","609","609","609","","","","","","","","","","","",""
"29927552","308","308","308","","","","","","","","","","","",""
"29927872","","","","833","833","833","","","","","","","","",""
"29928192","","","","","","","","","","","","","192","192","192"
"29928832","","","","77","77","77","","","","","","","","",""
"29928896","","","","","","","","","","214","214","214","","",""
"29929216","","","","600","600","600","","","","","","","","",""
"29929984","","","","","","","","","","323","323","323","","",""
"29930048","","","","","","","","","","110","110","110","","",""
"29930304","","","","153","153","153","","","","","","","","",""
"29930624","","","","","","","","","","","","","288","288","288"
"29930688","","","","560","560","560","","","","","","","","",""
"29930752","","","","","","","","","","129","129","129","","",""
"29930816","","","","431","431","431","","","","","","","","",""
