"Step","melting_softmax_runseed=4 - training/episode/length","melting_softmax_runseed=4 - training/episode/length__MIN","melting_softmax_runseed=4 - training/episode/length__MAX","melting_softmax_runseed=3 - training/episode/length","melting_softmax_runseed=3 - training/episode/length__MIN","melting_softmax_runseed=3 - training/episode/length__MAX","melting_softmax_runseed=2 - training/episode/length","melting_softmax_runseed=2 - training/episode/length__MIN","melting_softmax_runseed=2 - training/episode/length__MAX","melting_softmax_runseed=1 - training/episode/length","melting_softmax_runseed=1 - training/episode/length__MIN","melting_softmax_runseed=1 - training/episode/length__MAX","melting_softmax_runseed=0 - training/episode/length","melting_softmax_runseed=0 - training/episode/length__MIN","melting_softmax_runseed=0 - training/episode/length__MAX"
"20179584","636","636","636","","","","","","","","","","","",""
"20180416","1964","1964","1964","","","","","","","","","","","",""
"20180736","267","267","267","","","","","","","","","","","",""
"20181440","","","","1497","1497","1497","","","","","","","","",""
"20181568","","","","174","174","174","","","","","","","","",""
"20182208","","","","","","","","","","","","","157","157","157"
"20182464","","","","","","","","","","","","","312","312","312"
"20182656","","","","","","","","","","","","","270","270","270"
"20182976","1123","1123","1123","","","","","","","","","","","",""
"20183552","","","","","","","","","","403","403","403","","",""
"20183872","","","","","","","","","","","","","699","699","699"
"20184256","","","","","","","","","","","","","416","416","416"
"20185984","","","","","","","","","","","","","1312","1312","1312"
"20186176","","","","","","","","","","","","","553","553","553"
"20186304","","","","","","","","","","240","240","240","","",""
"20186816","","","","","","","","","","","","","172","172","172"
"20187136","685","685","685","","","","","","","","","","","",""
"20187520","","","","","","","","","","169","169","169","","",""
"20188224","","","","","","","","","","","","","129","129","129"
"20188608","","","","","","","","","","","","","161","161","161"
"20188672","","","","","","","","","","","","","241","241","241"
"20189184","","","","","","","","","","","","","237","237","237"
"20189824","","","","","","","","","","1066","1066","1066","","",""
"20190208","","","","966","966","966","","","","","","","","",""
"20190976","181","181","181","","","","","","","","","","","",""
"20191936","","","","","","","","","","","","","145","145","145"
"20192384","","","","","","","","","","","","","151","151","151"
"20192768","357","357","357","","","","","","","248","248","248","","",""
"20192960","167","167","167","","","","","","","","","","433","433","433"
"20194112","","","","","","","","","","","","","1027","1027","1027"
"20194304","","","","2532","2532","2532","","","","","","","","",""
"20195008","","","","","","","","","","","","","584","584","584"
"20196032","","","","","","","","","","","","","1192","1192","1192"
"20197056","","","","","","","","","","","","","228","228","228"
"20197312","486","486","486","","","","","","","","","","","",""
"20197376","1018","1018","1018","","","","","","","","","","","",""
"20197504","","","","","","","","","","846","846","846","","",""
"20197824","","","","92","92","92","","","","","","","","",""
"20198016","","","","","","","","","","","","","188","188","188"
"20198720","","","","1325","1325","1325","","","","","","","","",""
"20198784","1305","1305","1305","","","","","","","","","","","",""
"20199104","734","734","734","","","","","","","","","","","",""
"20199488","","","","","","","","","","82","82","82","","",""
"20200448","","","","","","","","","","875","875","875","","",""
"20200896","","","","","","","","","","","","","435","435","435"
"20201088","","","","","","","","","","","","","195","195","195"
"20201408","","","","","","","","","","","","","298","298","298"
"20201728","","","","","","","","","","","","","214","214","214"
"20202240","","","","","","","","","","475","475","475","","",""
"20202624","","","","","","","","","","389","389","389","","",""
"20203200","","","","","","","","","","","","","433","433","433"
"20203456","565","565","565","","","","","","","","","","","",""
"20204608","","","","","","","","","","242","242","242","537","537","537"
"20204672","170","170","170","","","","","","","","","","","",""
"20204864","227","227","227","474","474","474","","","","","","","","",""
"20205056","","","","","","","","","","","","","702","702","702"
"20206016","","","","1141","1141","1141","","","","","","","","",""
"20206144","335","335","335","","","","","","","","","","","",""
"20206208","","","","","","","","","","","","","173","173","173"
"20206720","","","","","","","","","","","","","292","292","292"
"20206912","","","","1860","1860","1860","","","","","","","","",""
"20207296","339","339","339","","","","","","","","","","","",""
"20208448","174","174","174","","","","","","","","","","","",""
"20208576","","","","","","","","","","99","99","99","","",""
"20208832","","","","","","","","","","1330","1330","1330","","",""
"20209536","323","323","323","","","","","","","","","","301","301","301"
"20209856","","","","1325","1325","1325","","","","","","","","",""
"20211392","","","","4246","4246","4246","","","","","","","","",""
"20212480","","","","","","","","","","","","","123","123","123"
"20212992","","","","","","","","","","","","","277","277","277"
"20213248","","","","","","","","","","","","","378","378","378"
"20213696","75","75","75","","","","","","","","","","","",""
"20213888","","","","","","","","","","451","451","451","","",""
"20214144","","","","","","","","","","138","138","138","","",""
"20214272","","","","960","960","960","","","","","","","","",""
"20214336","","","","","","","","","","","","","667","667","667"
"20216064","","","","","","","","","","250","250","250","","",""
"20216128","","","","","","","","","","114","114","114","","",""
"20218176","","","","612","612","612","","","","","","","","",""
"20218496","","","","","","","","","","","","","108","108","108"
"20218560","","","","427","427","427","","","","","","","","",""
"20218944","","","","","","","5000","5000","5000","","","","","",""
"20219968","","","","","","","","","","","","","108","108","108"
"20220544","","","","","","","","","","202","202","202","","",""
"20220608","","","","466","466","466","","","","","","","","",""
"20220672","","","","727","727","727","","","","","","","","",""
"20220800","","","","","","","","","","","","","424","424","424"
"20221120","444","444","444","","","","","","","","","","","",""
"20221184","637","637","637","","","","","","","","","","204","204","204"
"20221696","","","","","","","5000","5000","5000","","","","","",""
"20223232","","","","3772","3772","3772","","","","","","","","",""
"20223744","","","","","","","","","","350","350","350","","",""
"20224576","","","","","","","","","","1329","1329","1329","","",""
"20224640","526","526","526","","","","","","","","","","","",""
"20224704","","","","1218","1218","1218","","","","","","","","",""
"20224896","","","","1204","1204","1204","","","","","","","","",""
"20225088","","","","","","","","","","","","","332","332","332"
"20225216","","","","","","","","","","","","","563","563","563"
"20225408","","","","685","685","685","","","","","","","","",""
"20225728","","","","","","","","","","1984","1984","1984","","",""
"20226432","","","","","","","","","","460","460","460","","",""
"20227072","988","988","988","","","","","","","727","727","727","","",""
"20227648","","","","1450","1450","1450","","","","","","","","",""
"20228032","","","","","","","","","","","","","106","106","106"
"20228416","","","","","","","","","","","","","249","249","249"
"20228480","","","","","","","","","","","","","423","423","423"
"20230656","","","","612","612","612","","","","","","","","",""
"20230784","","","","","","","","","","229","229","229","","",""
"20230976","1170","1170","1170","","","","","","","","","","","",""
"20231168","1634","1634","1634","","","","","","","","","","","",""
"20232064","","","","","","","","","","","","","439","439","439"
"20232640","","","","","","","","","","438","438","438","","",""
"20232832","","","","","","","","","","472","472","472","","",""
"20233216","1479","1479","1479","","","","","","","","","","","",""
"20234048","681","681","681","","","","","","","","","","","",""
"20235456","","","","","","","","","","313","313","313","","",""
"20235648","","","","","","","","","","593","593","593","","",""
"20236096","","","","1614","1614","1614","","","","","","","","",""
"20236416","","","","","","","5000","5000","5000","","","","","",""
"20237056","","","","","","","","","","","","","1163","1163","1163"
"20237824","","","","","","","","","","323","323","323","","",""
"20237952","","","","","","","","","","","","","703","703","703"
"20238848","","","","1001","1001","1001","","","","","","","","",""
"20239424","","","","","","","","","","","","","376","376","376"
"20239744","180","180","180","","","","","","","","","","","",""
"20240448","","","","1275","1275","1275","","","","","","","","",""
"20240512","","","","1431","1431","1431","","","","","","","","",""
"20240768","","","","","","","","","","","","","248","248","248"
"20241408","","","","","","","","","","90","90","90","","",""
"20241472","","","","","","","","","","797","797","797","","",""
"20242240","","","","2000","2000","2000","","","","","","","","",""
"20242624","","","","","","","5000","5000","5000","","","","","",""
"20243456","468","468","468","","","","","","","","","","","",""
"20243648","","","","","","","","","","548","548","548","","",""
"20243840","166","166","166","","","","","","","","","","","",""
"20243904","987","987","987","","","","","","","","","","","",""
"20244736","","","","989","989","989","","","","","","","","",""
"20244992","","","","","","","","","","","","","587","587","587"
"20245056","","","","","","","","","","","","","208","208","208"
"20245376","","","","","","","","","","228","228","228","","",""
"20245632","863","863","863","","","","","","","","","","","",""
"20245760","","","","","","","5000","5000","5000","","","","","",""
"20246016","","","","","","","","","","","","","152","152","152"
"20247232","1427","1427","1427","","","","","","","521","521","521","","",""
"20247936","","","","142","142","142","","","","","","","","",""
"20248256","","","","","","","","","","","","","387","387","387"
"20248832","","","","","","","","","","232","232","232","","",""
"20249024","372","372","372","","","","","","","","","","","",""
"20249280","268","268","268","1502","1502","1502","","","","","","","","",""
"20249408","515","515","515","","","","","","","","","","","",""
"20250048","","","","459","459","459","","","","","","","","",""
"20250432","405","405","405","","","","","","","","","","","",""
"20251008","","","","475","475","475","","","","","","","","",""
"20251584","282","282","282","","","","","","","","","","","",""
"20252160","","","","1606","1606","1606","","","","","","","","",""
"20252736","","","","","","","","","","72","72","72","","",""
"20254592","","","","","","","","","","","","","408","408","408"
"20254976","","","","738","738","738","","","","","","","","",""
"20255104","","","","","","","","","","490","490","490","","",""
"20255424","","","","","","","","","","773","773","773","","",""
"20255808","","","","","","","","","","560","560","560","","",""
"20255872","","","","","","","","","","","","","359","359","359"
"20256768","","","","1493","1493","1493","","","","","","","","",""
"20257152","","","","","","","","","","593","593","593","","",""
"20257408","","","","566","566","566","","","","","","","","",""
"20257728","272","272","272","","","","","","","","","","","",""
"20258624","247","247","247","","","","","","","","","","","",""
"20259200","","","","","","","","","","514","514","514","","",""
"20259264","","","","281","281","281","","","","","","","","",""
"20259456","715","715","715","","","","","","","","","","","",""
"20260608","","","","","","","","","","1401","1401","1401","","",""
"20260928","72","72","72","","","","","","","","","","","",""
"20260992","1704","1704","1704","","","","","","","","","","","",""
"20261248","","","","","","","","","","","","","161","161","161"
"20261824","586","586","586","","","","","","","","","","","",""
"20262080","","","","","","","","","","","","","251","251","251"
"20263616","","","","","","","","","","","","","349","349","349"
"20265024","","","","317","317","317","","","","","","","","",""
"20265344","","","","","","","","","","627","627","627","","",""
"20265408","","","","1106","1106","1106","","","","","","","","",""
"20265920","","","","","","","","","","","","","638","638","638"
"20266048","","","","956","956","956","","","","","","","","",""
"20266752","","","","1409","1409","1409","","","","","","","","",""
"20267264","","","","","","","","","","","","","218","218","218"
"20267328","","","","","","","","","","","","","643","643","643"
"20267456","","","","","","","","","","1020","1020","1020","181","181","181"
"20267584","","","","","","","","","","","","","731","731","731"
"20267648","","","","2662","2662","2662","","","","","","","","",""
"20267776","","","","194","194","194","","","","","","","","",""
"20268032","","","","1603","1603","1603","","","","","","","","",""
"20268096","469","469","469","","","","","","","138","138","138","","",""
"20268416","","","","","","","","","","188","188","188","","",""
"20268480","","","","","","","","","","1442","1442","1442","","",""
"20269184","","","","","","","5000","5000","5000","","","","","",""
"20269760","177","177","177","","","","","","","","","","","",""
"20269824","706","706","706","","","","","","","","","","","",""
"20270144","","","","209","209","209","","","","","","","","",""
"20270784","","","","","","","","","","","","","334","334","334"
"20271168","","","","","","","","","","465","465","465","","",""
"20271360","","","","","","","","","","592","592","592","","",""
"20271488","432","432","432","","","","","","","","","","","",""
"20271680","633","633","633","","","","","","","","","","","",""
"20272256","","","","","","","","","","619","619","619","","",""
"20272384","","","","","","","","","","251","251","251","","",""
"20272448","975","975","975","","","","","","","","","","","",""
"20272576","","","","748","748","748","","","","","","","","",""
"20272768","253","253","253","","","","","","","","","","","",""
"20272960","","","","","","","","","","","","","639","639","639"
"20273408","","","","1862","1862","1862","","","","","","","","",""
"20274112","","","","","","","5000","5000","5000","","","","","",""
"20274304","","","","1882","1882","1882","","","","","","","","",""
"20274560","","","","","","","","","","101","101","101","","",""
"20274752","","","","","","","","","","","","","71","71","71"
"20274944","","","","","","","","","","","","","555","555","555"
"20275264","","","","","","","","","","622","622","622","","",""
"20275328","","","","","","","","","","","","","223","223","223"
"20276480","","","","","","","","","","","","","604","604","604"
"20276608","268","268","268","","","","","","","","","","","",""
"20277312","","","","819","819","819","","","","","","","","",""
"20277440","823","823","823","","","","","","","","","","","",""
"20277504","","","","","","","","","","","","","225","225","225"
"20278208","","","","","","","","","","","","","1161","1161","1161"
"20278464","","","","","","","","","","","","","520","520","520"
"20278848","","","","","","","5000","5000","5000","","","","","",""
"20278976","","","","2242","2242","2242","","","","","","","","",""
"20279360","","","","","","","","","","","","","529","529","529"
"20279872","245","245","245","","","","","","","","","","","",""
"20279936","","","","","","","","","","","","","143","143","143"
"20280128","","","","384","384","384","","","","","","","","",""
"20280960","600","600","600","","","","","","","","","","","",""
"20281024","","","","250","250","250","","","","","","","","",""
"20281472","741","741","741","","","","","","","","","","","",""
"20281856","","","","","","","","","","1694","1694","1694","345","345","345"
"20281920","","","","2606","2606","2606","","","","168","168","168","302","302","302"
"20282432","309","309","309","","","","","","","","","","","",""
"20282560","","","","","","","","","","","","","167","167","167"
"20282816","","","","1515","1515","1515","5000","5000","5000","","","","1935","1935","1935"
"20282880","","","","3776","3776","3776","","","","","","","","",""
"20283072","","","","","","","","","","","","","476","476","476"
"20283200","969","969","969","","","","","","","","","","","",""
"20283264","164","164","164","","","","","","","","","","","",""
"20283328","","","","","","","","","","789","789","789","","",""
"20284608","","","","540","540","540","","","","","","","","",""
"20284800","1223","1223","1223","","","","","","","","","","","",""
"20286400","","","","","","","","","","2507","2507","2507","","",""
"20286656","","","","","","","5000","5000","5000","","","","","",""
"20286720","","","","837","837","837","5000","5000","5000","","","","","",""
"20287232","","","","1000","1000","1000","","","","","","","","",""
"20287552","","","","","","","","","","334","334","334","","",""
"20288128","674","674","674","","","","","","","","","","","",""
"20289088","","","","","","","","","","333","333","333","","",""
"20289920","","","","788","788","788","","","","","","","","",""
"20290048","1471","1471","1471","","","","","","","","","","","",""
"20290112","","","","","","","","","","","","","144","144","144"
"20290880","","","","","","","","","","1099","1099","1099","","",""
"20292480","","","","","","","","","","314","314","314","","",""
"20293120","","","","433","433","433","","","","","","","","",""
"20294144","","","","2453","2453","2453","","","","","","","","",""
"20294336","","","","","","","","","","","","","334","334","334"
"20294976","","","","","","","","","","463","463","463","","",""
"20296192","","","","","","","","","","625","625","625","","",""
"20296512","3244","3244","3244","","","","","","","","","","","",""
"20296640","","","","","","","","","","","","","360","360","360"
"20297088","216","216","216","","","","","","","","","","","",""
"20297472","","","","285","285","285","","","","","","","","",""
"20297536","","","","","","","","","","","","","121","121","121"
"20297600","","","","591","591","591","","","","","","","","",""
"20297664","","","","","","","","","","","","","331","331","331"
"20297792","","","","","","","","","","","","","230","230","230"
"20298944","","","","","","","","","","381","381","381","","",""
"20299648","161","161","161","","","","","","","","","","","",""
"20300480","","","","","","","","","","","","","514","514","514"
"20300544","","","","","","","","","","","","","377","377","377"
"20300608","","","","","","","","","","","","","318","318","318"
"20300736","","","","279","279","279","","","","","","","","",""
"20301248","","","","448","448","448","","","","","","","","",""
"20302016","","","","551","551","551","","","","","","","","",""
"20302144","","","","","","","","","","734","734","734","","",""
"20302592","","","","","","","","","","","","","113","113","113"
"20302784","409","409","409","","","","","","","","","","","",""
"20302912","","","","","","","","","","","","","120","120","120"
"20303360","","","","","","","","","","288","288","288","","",""
"20303424","","","","469","469","469","","","","","","","","",""
"20303936","247","247","247","","","","","","","","","","","",""
"20304000","","","","345","345","345","","","","","","","","",""
"20304128","","","","","","","","","","","","","449","449","449"
"20304320","","","","","","","","","","","","","588","588","588"
"20304704","","","","","","","","","","","","","342","342","342"
"20305472","323","323","323","","","","","","","","","","","",""
"20305728","207","207","207","","","","","","","","","","","",""
"20305792","","","","","","","","","","","","","125","125","125"
"20305856","","","","","","","","","","282","282","282","","",""
"20305984","","","","","","","","","","306","306","306","","",""
"20306688","603","603","603","","","","","","","","","","","",""
"20307008","","","","","","","","","","217","217","217","","",""
"20307200","69","69","69","","","","","","","","","","","",""
"20310016","","","","","","","","","","","","","1161","1161","1161"
"20310400","","","","","","","","","","","","","199","199","199"
"20310464","250","250","250","","","","","","","","","","","",""
"20311488","171","171","171","","","","","","","","","","","",""
"20312704","","","","","","","","","","","","","615","615","615"
"20312896","","","","85","85","85","","","","","","","","",""
"20313088","","","","","","","","","","","","","715","715","715"
"20313728","","","","","","","","","","121","121","121","","",""
"20314816","","","","","","","","","","","","","134","134","134"
"20315136","","","","","","","","","","191","191","191","","",""
"20315328","","","","","","","","","","","","","123","123","123"
"20315584","541","541","541","","","","","","","","","","","",""
"20315712","","","","1700","1700","1700","","","","","","","","",""
"20315776","","","","","","","","","","578","578","578","","",""
"20316160","","","","","","","","","","513","513","513","","",""
"20316224","","","","","","","","","","","","","85","85","85"
"20316544","","","","2206","2206","2206","","","","","","","","",""
"20316608","674","674","674","","","","","","","","","","","",""
"20316928","","","","","","","","","","","","","269","269","269"
"20317376","1064","1064","1064","","","","","","","","","","","",""
"20318208","","","","","","","","","","835","835","835","","",""
"20318336","","","","","","","","","","","","","395","395","395"
"20319552","","","","","","","","","","219","219","219","","",""
"20319680","","","","","","","","","","425","425","425","","",""
"20319808","","","","","","","","","","","","","178","178","178"
"20320256","","","","","","","","","","","","","389","389","389"
"20320448","","","","170","170","170","","","","","","","","",""
"20320704","","","","","","","","","","405","405","405","","",""
"20321088","","","","","","","","","","1129","1129","1129","","",""
"20321536","135","135","135","1150","1150","1150","","","","","","","","",""
"20322496","","","","","","","","","","","","","1498","1498","1498"
"20323904","","","","1758","1758","1758","","","","","","","","",""
"20324096","192","192","192","2028","2028","2028","","","","","","","","",""
"20325312","1005","1005","1005","","","","","","","","","","","",""
"20326016","","","","446","446","446","","","","","","","","",""
"20326144","","","","566","566","566","","","","","","","","",""
"20326784","","","","","","","","","","","","","220","220","220"
"20326848","204","204","204","","","","","","","","","","","",""
"20328192","588","588","588","","","","","","","","","","","",""
"20328320","","","","","","","","","","","","","372","372","372"
"20328576","","","","","","","","","","125","125","125","","",""
"20329088","","","","","","","","","","","","","365","365","365"
"20329472","","","","","","","","","","275","275","275","","",""
"20329600","","","","101","101","101","","","","","","","","",""
"20330176","714","714","714","","","","","","","","","","","",""
"20330944","","","","","","","","","","464","464","464","","",""
"20331392","","","","","","","","","","238","238","238","","",""
"20331712","115","115","115","","","","","","","","","","","",""
"20331904","","","","","","","","","","","","","342","342","342"
"20332160","","","","","","","","","","685","685","685","","",""
"20332480","732","732","732","","","","","","","","","","","",""
"20332672","","","","","","","","","","","","","224","224","224"
"20332992","428","428","428","","","","","","","","","","","",""
"20333632","","","","","","","","","","","","","156","156","156"
"20333696","","","","","","","","","","","","","93","93","93"
"20333888","","","","","","","5000","5000","5000","","","","","",""
"20334080","795","795","795","","","","","","","165","165","165","","",""
"20335360","","","","293","293","293","","","","","","","","",""
"20335552","219","219","219","","","","","","","","","","","",""
"20336256","881","881","881","","","","","","","","","","1044","1044","1044"
"20336320","","","","","","","","","","472","472","472","","",""
"20336768","","","","1853","1853","1853","","","","","","","","",""
"20337280","","","","529","529","529","","","","","","","","",""
"20338368","","","","","","","","","","","","","290","290","290"
"20339200","618","618","618","","","","","","","","","","","",""
"20339520","","","","","","","","","","598","598","598","","",""
"20339968","","","","","","","","","","684","684","684","","",""
"20340160","384","384","384","","","","","","","","","","","",""
"20340352","","","","","","","","","","","","","208","208","208"
"20340608","","","","945","945","945","","","","","","","","",""
"20341184","","","","","","","","","","652","652","652","","",""
"20341952","811","811","811","","","","","","","","","","","",""
"20342208","","","","","","","","","","646","646","646","","",""
"20342848","","","","","","","","","","790","790","790","","",""
"20343680","","","","","","","","","","","","","358","358","358"
"20343744","","","","","","","","","","562","562","562","","",""
"20343808","","","","","","","","","","688","688","688","","",""
"20344256","","","","","","","","","","639","639","639","","",""
"20344640","136","136","136","","","","","","","","","","","",""
"20345088","","","","","","","","","","487","487","487","","",""
"20345216","264","264","264","","","","","","","","","","","",""
"20345792","909","909","909","","","","","","","","","","","",""
"20346752","","","","","","","","","","","","","788","788","788"
"20347008","","","","","","","","","","","","","499","499","499"
"20347328","1640","1640","1640","","","","","","","","","","","",""
"20347840","","","","","","","","","","","","","674","674","674"
"20348288","","","","3501","3501","3501","","","","","","","","",""
"20348480","","","","1054","1054","1054","","","","","","","","",""
"20348672","","","","","","","","","","177","177","177","","",""
"20349952","","","","","","","","","","","","","155","155","155"
"20350208","389","389","389","","","","","","","","","","","",""
"20350528","274","274","274","","","","","","","","","","","",""
"20350976","812","812","812","","","","","","","","","","","",""
"20352000","","","","1141","1141","1141","","","","","","","741","741","741"
"20352128","","","","","","","","","","","","","543","543","543"
"20352448","707","707","707","","","","","","","","","","","",""
"20352576","","","","","","","","","","903","903","903","","",""
"20352768","","","","","","","","","","263","263","263","","",""
"20352960","","","","","","","","","","810","810","810","","",""
"20353472","","","","","","","","","","309","309","309","","",""
"20353856","","","","","","","","","","","","","107","107","107"
"20354560","","","","","","","","","","995","995","995","","",""
"20355072","","","","","","","","","","1311","1311","1311","","",""
"20355712","","","","","","","","","","","","","375","375","375"
"20356352","","","","","","","","","","92","92","92","","",""
"20356544","","","","","","","","","","240","240","240","","",""
"20356608","216","216","216","","","","","","","","","","606","606","606"
"20356672","","","","","","","","","","","","","247","247","247"
"20356800","","","","","","","","","","","","","321","321","321"
"20357312","","","","","","","","","","","","","468","468","468"
"20357376","","","","934","934","934","","","","213","213","213","","",""
"20357504","","","","","","","","","","171","171","171","","",""
"20358784","","","","","","","","","","176","176","176","","",""
"20359424","477","477","477","","","","","","","","","","","",""
"20360128","854","854","854","","","","","","","","","","","",""
"20360192","1587","1587","1587","","","","","","","","","","","",""
"20360768","322","322","322","","","","","","","","","","","",""
"20361408","","","","","","","","","","","","","453","453","453"
"20361536","","","","","","","","","","","","","454","454","454"
"20361984","","","","","","","","","","109","109","109","","",""
"20362176","","","","","","","","","","","","","243","243","243"
"20362240","","","","599","599","599","","","","","","","","",""
"20363264","","","","","","","","","","55","55","55","","",""
"20363392","","","","","","","","","","","","","328","328","328"
"20363456","","","","1458","1458","1458","","","","","","","","",""
"20363584","536","536","536","","","","","","","","","","","",""
"20364032","","","","","","","","","","633","633","633","","",""
"20365312","","","","","","","","","","","","","495","495","495"
"20365504","","","","","","","","","","","","","161","161","161"
"20365888","","","","447","447","447","","","","","","","","",""
"20367168","","","","730","730","730","","","","","","","","",""
"20367680","","","","","","","","","","349","349","349","","",""
"20368192","410","410","410","","","","","","","","","","","",""
"20369088","","","","","","","","","","","","","408","408","408"
"20370304","","","","","","","","","","","","","87","87","87"
"20370432","","","","","","","","","","","","","748","748","748"
"20371136","","","","","","","","","","","","","1021","1021","1021"
"20371648","","","","2049","2049","2049","","","","","","","","",""
"20371776","","","","","","","","","","816","816","816","","",""
"20371840","","","","","","","","","","127","127","127","","",""
"20373376","","","","1415","1415","1415","","","","","","","","",""
"20373504","390","390","390","","","","","","","","","","","",""
"20373696","374","374","374","","","","","","","","","","","",""
"20373760","","","","170","170","170","","","","","","","","",""
"20374336","","","","","","","","","","1200","1200","1200","","",""
"20374656","331","331","331","","","","","","","","","","","",""
"20374720","","","","","","","","","","367","367","367","","",""
"20375040","","","","","","","","","","726","726","726","","",""
"20375360","","","","","","","","","","493","493","493","","",""
"20375744","","","","","","","","","","616","616","616","","",""
"20376768","","","","","","","","","","","","","179","179","179"
"20377472","","","","","","","","","","","","","201","201","201"
"20377984","","","","","","","","","","601","601","601","","",""
"20378432","285","285","285","","","","","","","","","","","",""
"20378752","250","250","250","","","","","","","","","","","",""
"20379200","","","","","","","5000","5000","5000","","","","","",""
"20380032","","","","1007","1007","1007","","","","","","","","",""
"20380416","","","","","","","","","","231","231","231","","",""
"20380800","","","","","","","","","","","","","461","461","461"
"20381056","","","","","","","","","","288","288","288","","",""
"20381376","","","","","","","","","","942","942","942","","",""
"20382656","","","","1784","1784","1784","","","","","","","","",""
"20382976","","","","484","484","484","","","","","","","","",""
"20384384","1155","1155","1155","","","","","","","","","","","",""
"20384448","","","","","","","5000","5000","5000","","","","","",""
"20384832","","","","","","","5000","5000","5000","","","","","",""
"20385408","542","542","542","","","","","","","","","","","",""
"20385536","","","","","","","","","","","","","143","143","143"
"20385984","269","269","269","","","","","","","","","","","",""
"20387008","","","","","","","","","","1040","1040","1040","","",""
"20387072","351","351","351","","","","","","","","","","","",""
"20387200","","","","","","","","","","","","","550","550","550"
"20387264","212","212","212","","","","","","","","","","","",""
"20388032","523","523","523","","","","","","","","","","","",""
"20388096","","","","","","","","","","","","","491","491","491"
"20388544","","","","","","","","","","","","","184","184","184"
"20389248","","","","","","","","","","222","222","222","","",""
"20389696","","","","1382","1382","1382","","","","","","","","",""
"20390016","","","","412","412","412","","","","","","","","",""
"20391232","","","","","","","","","","248","248","248","","",""
"20391872","","","","","","","","","","","","","196","196","196"
"20392320","","","","","","","","","","","","","440","440","440"
"20392832","","","","184","184","184","","","","267","267","267","","",""
"20393536","","","","","","","","","","205","205","205","","",""
"20393728","","","","","","","","","","246","246","246","","",""
"20394880","","","","","","","5000","5000","5000","","","","","",""
"20394944","","","","1147","1147","1147","","","","","","","","",""
"20395008","","","","","","","","","","793","793","793","","",""
"20395072","1238","1238","1238","","","","","","","","","","","",""
"20395136","193","193","193","","","","","","","","","","","",""
"20395968","","","","","","","5000","5000","5000","","","","","",""
"20396608","","","","","","","5000","5000","5000","","","","","",""
"20396800","364","364","364","","","","","","","","","","","",""
"20396992","","","","","","","","","","266","266","266","","",""
"20397184","","","","","","","","","","","","","147","147","147"
"20397248","","","","200","200","200","","","","","","","","",""
"20397376","","","","","","","","","","","","","421","421","421"
"20398336","","","","918","918","918","","","","","","","","",""
"20398400","","","","","","","","","","","","","1231","1231","1231"
"20399424","","","","","","","","","","670","670","670","","",""
"20399616","","","","","","","","","","","","","193","193","193"
"20399872","","","","636","636","636","","","","","","","","",""
"20400192","","","","","","","","","","","","","501","501","501"
"20400320","","","","","","","","","","","","","905","905","905"
"20400512","","","","","","","","","","","","","194","194","194"
"20400960","","","","","","","5000","5000","5000","","","","","",""
"20401280","","","","","","","","","","","","","768","768","768"
"20401536","","","","","","","","","","","","","218","218","218"
"20402240","","","","","","","","","","","","","162","162","162"
"20402432","","","","","","","","","","402","402","402","","",""
"20402688","","","","613","613","613","","","","","","","","",""
"20402944","248","248","248","","","","","","","","","","","",""
"20403072","","","","","","","","","","315","315","315","","",""
"20403392","","","","2319","2319","2319","","","","","","","","",""
"20403712","","","","","","","","","","138","138","138","","",""
"20403776","","","","","","","","","","690","690","690","","",""
"20403904","","","","","","","","","","162","162","162","","",""
"20404672","","","","","","","","","","385","385","385","476","476","476"
"20404992","","","","","","","","","","189","189","189","","",""
"20405504","","","","","","","","","","133","133","133","","",""
"20405824","","","","","","","","","","","","","308","308","308"
"20405888","","","","","","","5000","5000","5000","","","","","",""
"20406016","","","","593","593","593","","","","","","","","",""
"20406592","","","","1303","1303","1303","","","","157","157","157","","",""
"20406848","","","","","","","","","","543","543","543","","",""
"20407040","1354","1354","1354","","","","","","","","","","","",""
"20407104","","","","2028","2028","2028","","","","","","","","",""
"20408064","370","370","370","","","","","","","","","","","",""
"20408320","","","","1615","1615","1615","","","","","","","482","482","482"
"20408448","","","","","","","","","","526","526","526","","",""
"20408576","","","","","","","","","","258","258","258","","",""
"20410048","","","","","","","","","","993","993","993","","",""
"20410624","1060","1060","1060","","","","","","","","","","","",""
"20411200","","","","","","","","","","","","","375","375","375"
"20411392","300","300","300","","","","","","","","","","","",""
"20412480","596","596","596","","","","","","","","","","","",""
"20413056","280","280","280","","","","","","","","","","","",""
"20413312","","","","","","","","","","","","","130","130","130"
"20413376","","","","","","","","","","","","","619","619","619"
"20413568","","","","1370","1370","1370","","","","","","","","",""
"20413632","253","253","253","","","","","","","","","","","",""
"20414528","117","117","117","","","","","","","","","","","",""
"20414592","","","","","","","","","","","","","220","220","220"
"20415232","","","","","","","","","","496","496","496","","",""
"20415680","","","","","","","","","","111","111","111","","",""
"20415808","","","","","","","","","","","","","242","242","242"
"20417728","","","","","","","","","","573","573","573","","",""
"20417920","631","631","631","","","","","","","","","","","",""
"20418816","","","","","","","","","","","","","128","128","128"
"20419008","","","","2851","2851","2851","","","","","","","206","206","206"
"20419584","","","","","","","5000","5000","5000","","","","","",""
"20419712","","","","","","","","","","196","196","196","","",""
"20419840","","","","","","","","","","341","341","341","","",""
