"Step","melting_self_runseed=4 - training/episode/length","melting_self_runseed=4 - training/episode/length__MIN","melting_self_runseed=4 - training/episode/length__MAX","melting_self_runseed=3 - training/episode/length","melting_self_runseed=3 - training/episode/length__MIN","melting_self_runseed=3 - training/episode/length__MAX","melting_self_runseed=2 - training/episode/length","melting_self_runseed=2 - training/episode/length__MIN","melting_self_runseed=2 - training/episode/length__MAX","melting_self_runseed=1 - training/episode/length","melting_self_runseed=1 - training/episode/length__MIN","melting_self_runseed=1 - training/episode/length__MAX","melting_self_runseed=0 - training/episode/length","melting_self_runseed=0 - training/episode/length__MIN","melting_self_runseed=0 - training/episode/length__MAX"
"23081728","791","791","791","","","","","","","","","","","",""
"23082432","","","","","","","","","","","","","134","134","134"
"23082816","","","","131","131","131","","","","","","","","",""
"23083648","","","","293","293","293","","","","","","","","",""
"23083776","185","185","185","","","","","","","","","","","",""
"23083840","","","","","","","593","593","593","","","","","",""
"23085184","","","","500","500","500","","","","","","","","",""
"23085504","","","","101","101","101","","","","","","","","",""
"23085760","","","","","","","","","","1586","1586","1586","","",""
"23086272","","","","","","","","","","","","","253","253","253"
"23086592","","","","","","","","","","","","","165","165","165"
"23086976","","","","","","","","","","295","295","295","","",""
"23087040","","","","","","","","","","","","","289","289","289"
"23087168","","","","","","","","","","","","","253","253","253"
"23087232","","","","","","","196","196","196","","","","","",""
"23087360","","","","","","","1616","1616","1616","","","","","",""
"23087616","","","","","","","","","","","","","1260","1260","1260"
"23088192","","","","","","","","","","424","424","424","","",""
"23088320","","","","","","","1112","1112","1112","","","","","",""
"23088448","271","271","271","","","","","","","","","","","",""
"23088576","","","","","","","1069","1069","1069","","","","","",""
"23088832","","","","","","","129","129","129","","","","","",""
"23088896","","","","","","","","","","218","218","218","","",""
"23088960","","","","825","825","825","","","","","","","","",""
"23089280","","","","204","204","204","","","","","","","","",""
"23089856","","","","","","","","","","","","","362","362","362"
"23090240","","","","","","","","","","801","801","801","","",""
"23090432","90","90","90","","","","","","","","","","","",""
"23090560","","","","","","","456","456","456","","","","","",""
"23091136","337","337","337","","","","","","","","","","","",""
"23091200","","","","131","131","131","","","","","","","","",""
"23091264","","","","","","","","","","","","","124","124","124"
"23091328","","","","","","","","","","301","301","301","","",""
"23093248","626","626","626","","","","","","","","","","","",""
"23093568","","","","","","","84","84","84","","","","","",""
"23093888","","","","","","","","","","188","188","188","","",""
"23093952","","","","","","","941","941","941","","","","","",""
"23094016","317","317","317","","","","","","","","","","","",""
"23094720","","","","","","","","","","","","","221","221","221"
"23094848","","","","121","121","121","","","","","","","","",""
"23095680","","","","246","246","246","","","","","","","","",""
"23096448","","","","","","","284","284","284","","","","","",""
"23096704","","","","","","","","","","","","","262","262","262"
"23097024","582","582","582","","","","","","","","","","","",""
"23097344","","","","","","","353","353","353","","","","","",""
"23097536","","","","71","71","71","","","","","","","","",""
"23097664","","","","","","","940","940","940","","","","","",""
"23098624","","","","","","","","","","367","367","367","","",""
"23099072","","","","","","","","","","","","","1196","1196","1196"
"23099456","","","","","","","","","","","","","334","334","334"
"23099520","","","","","","","","","","","","","114","114","114"
"23099776","1087","1087","1087","","","","","","","","","","","",""
"23100736","","","","96","96","96","","","","","","","","",""
"23100928","87","87","87","","","","","","","","","","74","74","74"
"23101120","","","","","","","","","","","","","662","662","662"
"23101376","","","","","","","707","707","707","","","","","",""
"23101440","665","665","665","","","","231","231","231","","","","","",""
"23101504","","","","131","131","131","","","","","","","","",""
"23101760","","","","","","","281","281","281","","","","","",""
"23101888","","","","","","","","","","","","","943","943","943"
"23102016","141","141","141","","","","","","","","","","","",""
"23102208","","","","","","","102","102","102","","","","","",""
"23102272","","","","","","","","","","655","655","655","","",""
"23102336","","","","","","","","","","179","179","179","","",""
"23102528","202","202","202","","","","","","","","","","","",""
"23102592","","","","","","","762","762","762","","","","","",""
"23103040","","","","1250","1250","1250","","","","","","","854","854","854"
"23104000","","","","","","","","","","","","","339","339","339"
"23104512","","","","","","","123","123","123","","","","","",""
"23104704","","","","","","","","","","","","","543","543","543"
"23105024","","","","480","480","480","","","","","","","","",""
"23105216","314","314","314","","","","","","","468","468","468","","",""
"23105472","","","","","","","","","","190","190","190","","",""
"23105792","","","","","","","","","","","","","476","476","476"
"23106176","","","","139","139","139","","","","","","","","",""
"23106304","","","","","","","71","71","71","","","","","",""
"23106432","","","","","","","","","","178","178","178","","",""
"23106496","","","","","","","","","","314","314","314","","",""
"23106560","","","","126","126","126","","","","","","","","",""
"23106624","","","","","","","","","","536","536","536","","",""
"23107008","","","","","","","","","","","","","62","62","62"
"23107456","","","","","","","","","","840","840","840","","",""
"23107520","","","","","","","265","265","265","","","","","",""
"23107712","","","","","","","","","","601","601","601","354","354","354"
"23108032","","","","455","455","455","","","","","","","","",""
"23108096","","","","126","126","126","","","","","","","","",""
"23108160","","","","","","","","","","","","","292","292","292"
"23108608","","","","","","","","","","","","","982","982","982"
"23109760","739","739","739","","","","","","","","","","","",""
"23109888","","","","","","","","","","834","834","834","","",""
"23109952","","","","","","","","","","","","","472","472","472"
"23110336","","","","214","214","214","105","105","105","116","116","116","","",""
"23110464","","","","116","116","116","","","","","","","","",""
"23110784","","","","249","249","249","","","","","","","","",""
"23110912","","","","","","","126","126","126","","","","","",""
"23111552","","","","144","144","144","","","","","","","","",""
"23111616","","","","","","","","","","","","","237","237","237"
"23112128","","","","280","280","280","160","160","160","","","","","",""
"23112320","452","452","452","","","","","","","","","","","",""
"23112384","","","","","","","","","","","","","176","176","176"
"23112576","","","","93","93","93","","","","","","","","",""
"23112640","","","","","","","","","","94","94","94","","",""
"23112704","","","","","","","","","","","","","244","244","244"
"23113024","","","","","","","","","","168","168","168","","",""
"23113152","","","","273","273","273","","","","","","","","",""
"23113536","","","","","","","","","","141","141","141","","",""
"23113664","","","","168","168","168","","","","","","","","",""
"23113792","538","538","538","","","","","","","","","","","",""
"23114048","202","202","202","","","","","","","","","","","",""
"23114880","","","","","","","","","","","","","308","308","308"
"23115072","","","","","","","523","523","523","","","","","",""
"23115200","","","","","","","","","","","","","727","727","727"
"23115392","181","181","181","","","","","","","","","","","",""
"23115712","","","","","","","","","","","","","961","961","961"
"23115904","","","","87","87","87","","","","","","","","",""
"23116160","","","","","","","","","","662","662","662","","",""
"23116288","","","","","","","599","599","599","","","","","",""
"23116608","456","456","456","","","","","","","","","","","",""
"23116800","106","106","106","","","","","","","","","","","",""
"23116864","","","","95","95","95","","","","","","","","",""
"23116992","","","","292","292","292","","","","","","","","",""
"23117056","270","270","270","","","","","","","","","","","",""
"23117376","325","325","325","","","","","","","","","","","",""
"23117440","","","","","","","","","","","","","409","409","409"
"23117632","","","","","","","","","","446","446","446","","",""
"23117760","","","","","","","","","","","","","233","233","233"
"23117888","","","","","","","","","","","","","217","217","217"
"23118080","150","150","150","","","","","","","","","","","",""
"23118144","944","944","944","","","","","","","","","","","",""
"23118592","","","","","","","","","","","","","373","373","373"
"23118912","","","","146","146","146","","","","","","","","",""
"23119296","553","553","553","","","","","","","","","","","",""
"23119360","","","","","","","","","","721","721","721","","",""
"23119552","","","","57","57","57","","","","","","","","",""
"23119744","","","","","","","","","","","","","227","227","227"
"23119808","541","541","541","","","","","","","","","","","",""
"23119872","","","","","","","1102","1102","1102","","","","","",""
"23119936","464","464","464","","","","","","","","","","","",""
"23120000","","","","","","","","","","","","","277","277","277"
"23120192","","","","","","","","","","388","388","388","","",""
"23120384","304","304","304","","","","","","","","","","","",""
"23120448","70","70","70","","","","","","","646","646","646","","",""
"23120576","","","","788","788","788","","","","","","","","",""
"23120832","","","","","","","","","","289","289","289","","",""
"23121664","507","507","507","","","","","","","","","","","",""
"23122432","","","","157","157","157","","","","","","","","",""
"23122624","","","","173","173","173","","","","","","","","",""
"23122816","","","","","","","","","","335","335","335","119","119","119"
"23122880","122","122","122","","","","","","","196","196","196","","",""
"23123840","","","","","","","","","","","","","373","373","373"
"23124544","220","220","220","","","","","","","","","","","",""
"23124672","","","","162","162","162","","","","","","","95","95","95"
"23124736","","","","65","65","65","","","","","","","","",""
"23125376","","","","","","","","","","234","234","234","","",""
"23127040","","","","180","180","180","","","","","","","","",""
"23127296","","","","","","","","","","","","","147","147","147"
"23127552","","","","","","","543","543","543","","","","","",""
"23127936","","","","","","","","","","335","335","335","","",""
"23128000","","","","","","","","","","","","","80","80","80"
"23128256","","","","547","547","547","78","78","78","","","","","",""
"23128640","","","","","","","","","","592","592","592","","",""
"23128768","","","","","","","","","","","","","115","115","115"
"23128896","","","","","","","","","","","","","221","221","221"
"23129472","","","","","","","","","","103","103","103","","",""
"23129728","","","","","","","229","229","229","","","","","",""
"23130240","","","","","","","374","374","374","","","","","",""
"23130368","192","192","192","","","","","","","","","","","",""
"23130432","","","","","","","","","","375","375","375","","",""
"23131008","","","","1207","1207","1207","","","","","","","","",""
"23131328","","","","150","150","150","","","","","","","","",""
"23131520","","","","370","370","370","","","","","","","481","481","481"
"23131776","","","","","","","","","","","","","341","341","341"
"23131904","227","227","227","","","","","","","","","","","",""
"23132032","341","341","341","","","","","","","","","","","",""
"23132992","206","206","206","","","","","","","76","76","76","","",""
"23133056","","","","","","","","","","","","","144","144","144"
"23133568","170","170","170","83","83","83","","","","","","","404","404","404"
"23133632","266","266","266","","","","","","","","","","","",""
"23133824","293","293","293","398","398","398","","","","","","","","",""
"23133888","294","294","294","","","","","","","","","","","",""
"23133952","","","","","","","220","220","220","","","","","",""
"23134272","","","","370","370","370","","","","","","","","",""
"23134336","","","","","","","","","","203","203","203","","",""
"23134976","","","","","","","232","232","232","","","","","",""
"23135232","","","","","","","511","511","511","","","","","",""
"23135424","215","215","215","","","","","","","162","162","162","","",""
"23135552","","","","301","301","301","","","","","","","","",""
"23135744","","","","337","337","337","352","352","352","","","","","",""
"23136000","","","","","","","373","373","373","","","","","",""
"23136064","","","","136","136","136","","","","","","","","",""
"23136256","","","","","","","","","","443","443","443","","",""
"23136384","","","","832","832","832","","","","","","","","",""
"23136448","","","","","","","","","","447","447","447","","",""
"23136512","","","","","","","","","","","","","252","252","252"
"23136896","","","","","","","156","156","156","","","","","",""
"23137344","","","","","","","","","","718","718","718","","",""
"23137536","","","","164","164","164","","","","","","","","",""
"23137856","","","","","","","","","","177","177","177","","",""
"23138624","","","","","","","","","","","","","242","242","242"
"23138752","663","663","663","","","","","","","","","","249","249","249"
"23138880","224","224","224","","","","","","","564","564","564","","",""
"23139008","","","","","","","","","","73","73","73","","",""
"23139328","","","","571","571","571","","","","","","","","",""
"23139456","","","","1287","1287","1287","","","","","","","","",""
"23139840","279","279","279","","","","","","","","","","","",""
"23140224","","","","974","974","974","","","","","","","","",""
"23140480","401","401","401","","","","","","","","","","","",""
"23140544","","","","","","","346","346","346","","","","","",""
"23140800","","","","","","","","","","","","","256","256","256"
"23141120","","","","","","","","","","108","108","108","","",""
"23141824","407","407","407","","","","","","","802","802","802","","",""
"23141888","336","336","336","","","","","","","","","","","",""
"23142144","","","","360","360","360","","","","","","","","",""
"23142336","","","","","","","871","871","871","","","","","",""
"23142720","","","","","","","415","415","415","","","","79","79","79"
"23143104","","","","","","","","","","","","","419","419","419"
"23143872","","","","","","","664","664","664","","","","","",""
"23144640","","","","178","178","178","","","","","","","","",""
"23144704","","","","","","","","","","242","242","242","","",""
"23145152","","","","","","","","","","","","","250","250","250"
"23145472","","","","","","","248","248","248","","","","","",""
"23145600","","","","","","","","","","793","793","793","","",""
"23145984","473","473","473","","","","","","","","","","","",""
"23146432","201","201","201","","","","","","","364","364","364","","",""
"23146496","","","","397","397","397","","","","","","","","",""
"23146816","","","","1048","1048","1048","","","","","","","","",""
"23146880","","","","","","","197","197","197","","","","","",""
"23147200","","","","","","","","","","","","","401","401","401"
"23147264","216","216","216","","","","440","440","440","","","","","",""
"23147392","","","","","","","","","","","","","886","886","886"
"23148032","","","","","","","","","","479","479","479","","",""
"23148288","802","802","802","","","","","","","","","","","",""
"23148352","","","","141","141","141","","","","","","","","",""
"23148544","118","118","118","","","","","","","","","","","",""
"23148672","","","","419","419","419","399","399","399","","","","","",""
"23148800","","","","","","","","","","","","","161","161","161"
"23148928","75","75","75","","","","","","","","","","","",""
"23149056","","","","","","","","","","327","327","327","","",""
"23149504","","","","","","","768","768","768","","","","","",""
"23149824","","","","677","677","677","","","","","","","","",""
"23150144","","","","228","228","228","","","","251","251","251","","",""
"23150272","","","","","","","","","","","","","879","879","879"
"23150464","","","","","","","","","","","","","511","511","511"
"23150656","","","","","","","162","162","162","","","","","",""
"23151808","","","","","","","","","","112","112","112","","",""
"23152960","","","","162","162","162","","","","","","","","",""
"23153024","","","","167","167","167","","","","","","","","",""
"23153280","","","","","","","","","","","","","256","256","256"
"23153344","","","","186","186","186","","","","","","","","",""
"23154176","","","","","","","","","","","","","272","272","272"
"23154304","","","","66","66","66","","","","","","","","",""
"23154560","324","324","324","","","","","","","","","","","",""
"23154688","100","100","100","","","","","","","","","","","",""
"23154752","89","89","89","","","","","","","","","","","",""
"23155072","","","","510","510","510","100","100","100","","","","","",""
"23155392","","","","207","207","207","","","","","","","","",""
"23156352","","","","","","","","","","460","460","460","","",""
"23156480","","","","","","","","","","","","","181","181","181"
"23156608","","","","91","91","91","939","939","939","","","","","",""
"23156800","","","","","","","306","306","306","","","","","",""
"23156992","","","","275","275","275","","","","","","","","",""
"23157120","","","","","","","1288","1288","1288","","","","","",""
"23157504","","","","","","","","","","438","438","438","","",""
"23157888","","","","","","","122","122","122","","","","","",""
"23158016","520","520","520","","","","","","","","","","","",""
"23158336","","","","65","65","65","","","","","","","","",""
"23158528","","","","","","","","","","391","391","391","","",""
"23159488","","","","343","343","343","","","","","","","","",""
"23159616","","","","","","","221","221","221","","","","","",""
"23159872","","","","","","","","","","","","","246","246","246"
"23160384","","","","","","","","","","180","180","180","327","327","327"
"23160640","209","209","209","","","","","","","","","","","",""
"23160704","292","292","292","","","","","","","","","","","",""
"23160960","","","","","","","","","","","","","707","707","707"
"23161408","193","193","193","","","","274","274","274","","","","","",""
"23161536","","","","167","167","167","","","","146","146","146","","",""
"23162048","","","","","","","","","","","","","312","312","312"
"23162240","","","","","","","","","","","","","184","184","184"
"23162432","","","","","","","534","534","534","","","","","",""
"23162816","","","","2284","2284","2284","199","199","199","","","","","",""
"23162944","","","","107","107","107","","","","","","","","",""
"23163136","247","247","247","","","","","","","","","","","",""
"23163200","82","82","82","","","","","","","","","","","",""
"23163712","","","","156","156","156","","","","","","","","",""
"23163776","","","","358","358","358","","","","","","","","",""
"23164096","","","","","","","","","","","","","293","293","293"
"23164160","","","","","","","","","","","","","217","217","217"
"23164224","","","","","","","283","283","283","","","","","",""
"23164288","396","396","396","","","","","","","337","337","337","","",""
"23164864","81","81","81","","","","","","","198","198","198","","",""
"23164992","124","124","124","","","","","","","","","","","",""
"23165248","","","","369","369","369","","","","","","","","",""
"23165312","","","","187","187","187","","","","","","","","",""
"23166080","","","","356","356","356","","","","","","","","",""
"23166272","206","206","206","","","","","","","","","","","",""
"23166400","421","421","421","","","","","","","","","","","",""
"23166528","","","","","","","","","","125","125","125","","",""
"23166592","","","","121","121","121","","","","","","","","",""
"23166720","335","335","335","","","","","","","","","","","",""
"23166784","79","79","79","","","","","","","","","","","",""
"23167040","850","850","850","","","","","","","","","","","",""
"23167168","548","548","548","","","","","","","","","","","",""
"23168000","","","","","","","","","","","","","419","419","419"
"23168064","","","","","","","364","364","364","","","","","",""
"23168128","77","77","77","","","","","","","","","","","",""
"23168320","","","","","","","","","","150","150","150","","",""
"23168448","","","","","","","369","369","369","","","","","",""
"23168576","","","","","","","","","","","","","189","189","189"
"23168640","","","","102","102","102","","","","","","","","",""
"23169088","","","","","","","719","719","719","","","","406","406","406"
"23169152","","","","","","","1088","1088","1088","","","","","",""
"23169216","604","604","604","","","","","","","","","","","",""
"23169344","","","","205","205","205","","","","","","","","",""
"23169728","","","","112","112","112","1135","1135","1135","","","","","",""
"23170048","","","","","","","","","","","","","188","188","188"
"23170240","","","","","","","315","315","315","","","","","",""
"23170752","271","271","271","","","","","","","","","","","",""
"23170880","","","","","","","","","","","","","155","155","155"
"23171264","","","","","","","","","","","","","73","73","73"
"23171776","418","418","418","","","","","","","","","","","",""
"23171904","","","","","","","","","","","","","973","973","973"
"23172416","","","","","","","","","","","","","459","459","459"
"23175296","","","","","","","","","","426","426","426","","",""
"23175552","","","","","","","","","","224","224","224","","",""
"23175808","143","143","143","","","","","","","","","","","",""
"23175872","520","520","520","","","","","","","","","","","",""
"23176000","320","320","320","","","","","","","","","","","",""
"23176192","","","","","","","","","","915","915","915","","",""
"23176256","","","","","","","","","","561","561","561","","",""
"23176704","","","","","","","","","","","","","577","577","577"
"23176960","","","","","","","","","","","","","943","943","943"
"23177088","128","128","128","","","","","","","","","","","",""
"23177344","84","84","84","","","","","","","","","","","",""
"23177536","","","","","","","","","","159","159","159","","",""
"23178304","","","","","","","","","","323","323","323","","",""
"23178368","","","","","","","","","","","","","371","371","371"
"23179456","167","167","167","","","","","","","","","","","",""
"23179520","286","286","286","","","","","","","","","","","",""
"23180352","","","","","","","517","517","517","","","","","",""
"23180800","","","","","","","790","790","790","","","","","",""
"23181056","81","81","81","","","","","","","","","","","",""
"23181120","","","","","","","","","","","","","305","305","305"
"23181184","","","","902","902","902","","","","","","","","",""
"23181248","226","226","226","","","","","","","","","","","",""
"23181312","","","","250","250","250","","","","","","","","",""
"23181632","","","","","","","233","233","233","","","","","",""
"23181696","","","","448","448","448","","","","","","","","",""
"23182080","","","","","","","","","","","","","439","439","439"
"23182336","","","","","","","165","165","165","","","","","",""
"23182528","","","","","","","154","154","154","178","178","178","","",""
"23182976","176","176","176","","","","","","","","","","","",""
"23183168","","","","232","232","232","","","","","","","","",""
"23183360","","","","","","","263","263","263","","","","","",""
"23184128","106","106","106","","","","","","","","","","","",""
"23184192","311","311","311","","","","","","","","","","","",""
"23184576","","","","","","","","","","266","266","266","","",""
"23184640","","","","","","","539","539","539","","","","","",""
"23184768","","","","940","940","940","","","","","","","","",""
"23184832","327","327","327","","","","","","","","","","","",""
"23185024","","","","","","","","","","","","","808","808","808"
"23185088","","","","","","","538","538","538","","","","","",""
"23186048","","","","","","","","","","791","791","791","","",""
"23186176","","","","144","144","144","","","","","","","","",""
"23186496","","","","","","","107","107","107","","","","","",""
"23186944","","","","397","397","397","","","","602","602","602","","",""
"23187392","","","","","","","","","","","","","107","107","107"
"23187584","","","","","","","410","410","410","","","","","",""
"23188160","","","","","","","227","227","227","","","","","",""
"23188352","","","","","","","","","","","","","94","94","94"
"23188992","","","","409","409","409","","","","","","","","",""
"23189120","","","","","","","","","","","","","1259","1259","1259"
"23189440","872","872","872","","","","","","","","","","","",""
"23189632","","","","","","","","","","135","135","135","","",""
"23189888","","","","408","408","408","","","","","","","","",""
"23190016","","","","","","","","","","","","","120","120","120"
"23190080","703","703","703","","","","","","","","","","","",""
"23190528","","","","","","","","","","","","","459","459","459"
"23190784","313","313","313","","","","","","","257","257","257","","",""
"23190976","","","","","","","","","","460","460","460","","",""
"23191104","","","","663","663","663","","","","","","","","",""
"23191232","","","","101","101","101","","","","","","","","",""
"23191808","","","","656","656","656","","","","","","","","",""
"23191936","","","","","","","","","","","","","194","194","194"
"23192512","","","","106","106","106","","","","","","","","",""
"23192960","","","","","","","876","876","876","471","471","471","","",""
"23193152","","","","","","","","","","","","","512","512","512"
"23193472","501","501","501","","","","","","","","","","","",""
"23193728","","","","","","","189","189","189","","","","","",""
"23194304","273","273","273","","","","","","","","","","","",""
"23194624","","","","","","","189","189","189","","","","","",""
"23194688","","","","","","","","","","","","","335","335","335"
"23195200","","","","147","147","147","","","","","","","","",""
"23195648","","","","","","","","","","","","","168","168","168"
"23195904","","","","","","","","","","213","213","213","","",""
"23196352","","","","","","","524","524","524","","","","","",""
"23196416","73","73","73","","","","","","","","","","","",""
"23196480","148","148","148","","","","","","","","","","","",""
"23196608","","","","","","","","","","","","","355","355","355"
"23196672","225","225","225","","","","","","","","","","","",""
"23196864","","","","","","","","","","","","","846","846","846"
"23196928","","","","","","","","","","","","","370","370","370"
"23197568","","","","","","","","","","144","144","144","","",""
"23198272","","","","","","","","","","214","214","214","","",""
"23198464","147","147","147","","","","","","","","","","","",""
"23198976","","","","","","","","","","","","","160","160","160"
"23199360","","","","","","","372","372","372","","","","","",""
"23199552","","","","690","690","690","","","","","","","","",""
"23199616","","","","","","","459","459","459","","","","","",""
"23200192","198","198","198","","","","","","","557","557","557","","",""
"23200512","411","411","411","","","","","","","","","","","",""
"23200832","","","","181","181","181","253","253","253","","","","","",""
"23200896","","","","","","","","","","218","218","218","","",""
"23200960","","","","","","","497","497","497","","","","","",""
"23201024","246","246","246","","","","","","","","","","","",""
"23201344","168","168","168","","","","","","","","","","","",""
"23201536","1547","1547","1547","","","","627","627","627","","","","","",""
"23201920","","","","","","","","","","","","","760","760","760"
"23202496","","","","","","","","","","119","119","119","","",""
"23202560","","","","208","208","208","","","","","","","","",""
"23203264","","","","","","","","","","128","128","128","","",""
"23203968","","","","","","","","","","160","160","160","","",""
"23204032","","","","355","355","355","","","","","","","","",""
"23204416","","","","","","","","","","","","","317","317","317"
"23204608","111","111","111","","","","","","","290","290","290","","",""
"23204864","","","","193","193","193","","","","","","","","",""
"23204928","","","","154","154","154","","","","","","","","",""
"23205056","","","","1166","1166","1166","","","","","","","","",""
"23205184","","","","","","","","","","","","","117","117","117"
"23205248","","","","254","254","254","","","","","","","","",""
"23205632","","","","246","246","246","","","","","","","","",""
"23205760","","","","93","93","93","","","","","","","","",""
"23205888","694","694","694","","","","","","","","","","","",""
"23206464","77","77","77","","","","","","","931","931","931","","",""
"23206528","","","","","","","","","","211","211","211","","",""
"23206592","165","165","165","","","","","","","","","","","",""
"23206784","","","","402","402","402","","","","","","","","",""
"23206912","","","","","","","84","84","84","459","459","459","","",""
"23207424","","","","","","","","","","156","156","156","","",""
"23207488","","","","","","","","","","","","","334","334","334"
"23207616","","","","","","","","","","","","","172","172","172"
"23207744","","","","108","108","108","","","","","","","","",""
"23207936","","","","","","","727","727","727","","","","","",""
"23208384","254","254","254","","","","","","","","","","","",""
"23208512","","","","","","","","","","","","","141","141","141"
"23208768","","","","97","97","97","","","","","","","","",""
"23208896","","","","946","946","946","","","","","","","","",""
"23209792","99","99","99","","","","","","","276","276","276","","",""
"23210368","","","","","","","","","","279","279","279","","",""
"23210432","260","260","260","","","","","","","","","","","",""
"23210624","","","","","","","377","377","377","","","","","",""
"23210752","","","","","","","618","618","618","","","","","",""
"23211584","","","","91","91","91","","","","","","","522","522","522"
"23212032","","","","1210","1210","1210","","","","","","","","",""
"23212224","282","282","282","","","","","","","201","201","201","646","646","646"
"23212416","","","","","","","319","319","319","","","","","",""
"23212544","","","","","","","","","","","","","849","849","849"
"23212736","","","","","","","246","246","246","","","","","",""
"23213440","","","","","","","495","495","495","","","","","",""
"23213760","481","481","481","","","","","","","","","","","",""
"23214720","","","","93","93","93","","","","","","","","",""
"23215040","","","","","","","","","","","","","420","420","420"
"23215168","","","","","","","","","","398","398","398","","",""
"23215232","","","","","","","","","","","","","131","131","131"
"23215680","1566","1566","1566","","","","","","","","","","","",""
"23215936","","","","","","","742","742","742","","","","","",""
"23216448","122","122","122","","","","","","","","","","","",""
"23216640","","","","","","","","","","","","","293","293","293"
"23216768","","","","","","","","","","161","161","161","","",""
"23217024","","","","","","","1148","1148","1148","","","","","",""
"23217088","319","319","319","","","","","","","","","","","",""
"23217280","","","","","","","206","206","206","","","","","",""
"23217536","","","","","","","","","","","","","130","130","130"
"23217664","220","220","220","","","","","","","","","","","",""
"23217728","","","","","","","","","","","","","284","284","284"
"23218432","187","187","187","","","","","","","","","","","",""
"23218816","","","","552","552","552","","","","","","","","",""
"23218880","","","","","","","","","","152","152","152","","",""
"23219136","315","315","315","","","","","","","","","","406","406","406"
"23219520","","","","","","","83","83","83","398","398","398","","",""
"23219840","","","","","","","","","","285","285","285","","",""
"23220032","241","241","241","","","","","","","566","566","566","","",""
"23220416","","","","","","","226","226","226","","","","","",""
"23220736","","","","","","","612","612","612","","","","","",""
"23221504","1383","1383","1383","","","","","","","","","","","",""
"23221824","","","","","","","329","329","329","","","","","",""
"23221888","464","464","464","","","","","","","77","77","77","","",""
"23221952","","","","","","","695","695","695","","","","","",""
"23222016","","","","","","","","","","","","","327","327","327"
"23222272","","","","","","","","","","","","","88","88","88"
"23222656","","","","385","385","385","","","","","","","","",""
"23223360","","","","","","","166","166","166","","","","","",""
"23223680","","","","","","","346","346","346","","","","","",""
"23224064","229","229","229","","","","","","","","","","","",""
"23224704","","","","298","298","298","","","","","","","","",""
"23224896","","","","536","536","536","","","","","","","","",""
"23225152","","","","106","106","106","","","","","","","","",""
"23225280","","","","","","","","","","","","","310","310","310"
"23225344","","","","","","","91","91","91","","","","","",""
"23225408","","","","472","472","472","","","","","","","162","162","162"
"23225728","","","","","","","","","","110","110","110","","",""
"23225920","","","","","","","","","","","","","531","531","531"
"23226624","285","285","285","","","","","","","","","","","",""
"23226944","","","","149","149","149","","","","","","","","",""
"23227200","271","271","271","","","","","","","","","","","",""
"23227520","666","666","666","","","","","","","","","","","",""
"23227584","","","","1005","1005","1005","","","","","","","","",""
"23227904","","","","","","","426","426","426","","","","","",""
"23228864","","","","","","","","","","","","","181","181","181"
"23228928","","","","","","","","","","","","","215","215","215"
"23228992","196","196","196","","","","","","","","","","","",""
"23229312","","","","","","","","","","645","645","645","","",""
"23229376","","","","","","","","","","225","225","225","","",""
"23229504","","","","","","","","","","","","","751","751","751"
"23229760","","","","","","","","","","","","","387","387","387"
"23230592","","","","","","","268","268","268","","","","","",""
"23231040","","","","","","","","","","","","","675","675","675"
"23231104","","","","305","305","305","","","","","","","","",""
"23231424","","","","","","","","","","","","","293","293","293"
"23231488","","","","","","","","","","","","","311","311","311"
"23231680","","","","659","659","659","","","","","","","","",""
"23231936","","","","","","","","","","284","284","284","","",""
"23232000","","","","","","","","","","","","","103","103","103"
"23232064","","","","","","","136","136","136","","","","","",""
"23232192","","","","","","","219","219","219","","","","","",""
"23232960","","","","373","373","373","","","","","","","","",""
"23233344","","","","","","","","","","","","","126","126","126"
"23233408","","","","","","","","","","244","244","244","","",""
"23233600","156","156","156","391","391","391","","","","","","","","",""
"23234112","","","","","","","","","","","","","344","344","344"
"23234176","","","","","","","","","","381","381","381","","",""
"23234432","","","","","","","","","","646","646","646","","",""
"23235008","","","","","","","","","","","","","596","596","596"
"23235072","","","","105","105","105","","","","","","","","",""
"23235584","464","464","464","","","","","","","","","","","",""
"23235904","","","","109","109","109","","","","","","","","",""
"23235968","","","","","","","","","","","","","481","481","481"
"23236864","","","","","","","691","691","691","","","","","",""
"23237056","660","660","660","","","","","","","","","","","",""
"23237568","","","","399","399","399","","","","","","","","",""
"23237696","402","402","402","","","","","","","166","166","166","","",""
"23238464","","","","","","","256","256","256","","","","","",""
"23239168","","","","","","","313","313","313","","","","","",""
"23239616","","","","","","","","","","824","824","824","","",""
"23240192","","","","","","","","","","","","","136","136","136"
"23240576","","","","","","","","","","244","244","244","","",""
"23240768","","","","","","","343","343","343","","","","","",""
"23240960","","","","","","","1027","1027","1027","","","","","",""
"23241536","","","","","","","100","100","100","","","","","",""
"23241664","","","","421","421","421","","","","","","","","",""
"23241728","","","","","","","","","","134","134","134","","",""
"23241920","","","","","","","","","","93","93","93","","",""
"23242048","","","","","","","","","","684","684","684","","",""
"23242112","","","","","","","114","114","114","","","","","",""
"23242368","","","","","","","","","","","","","181","181","181"
"23242624","","","","","","","764","764","764","","","","","",""
"23242816","","","","683","683","683","","","","308","308","308","","",""
"23243008","284","284","284","","","","","","","","","","","",""
"23243200","","","","","","","","","","","","","117","117","117"
