"Step","melting_runseed=4 - training/episode/length","melting_runseed=4 - training/episode/length__MIN","melting_runseed=4 - training/episode/length__MAX","melting_runseed=3 - training/episode/length","melting_runseed=3 - training/episode/length__MIN","melting_runseed=3 - training/episode/length__MAX","melting_runseed=2 - training/episode/length","melting_runseed=2 - training/episode/length__MIN","melting_runseed=2 - training/episode/length__MAX","melting_runseed=1 - training/episode/length","melting_runseed=1 - training/episode/length__MIN","melting_runseed=1 - training/episode/length__MAX","melting_runseed=0 - training/episode/length","melting_runseed=0 - training/episode/length__MIN","melting_runseed=0 - training/episode/length__MAX"
"28979328","","","","","","","","","","922","922","922","","",""
"28979712","","","","889","889","889","","","","","","","","",""
"28980032","","","","","","","","","","163","163","163","","",""
"28980224","","","","","","","161","161","161","","","","","",""
"28980352","","","","104","104","104","","","","","","","","",""
"28980672","368","368","368","","","","","","","179","179","179","","",""
"28980736","242","242","242","","","","","","","","","","","",""
"28980928","","","","","","","145","145","145","","","","","",""
"28980992","256","256","256","","","","","","","","","","","",""
"28981056","","","","","","","519","519","519","","","","","",""
"28981184","590","590","590","","","","","","","","","","","",""
"28981376","","","","309","309","309","","","","","","","","",""
"28981824","","","","","","","115","115","115","","","","","",""
"28982016","","","","202","202","202","","","","","","","","",""
"28982080","1617","1617","1617","250","250","250","","","","","","","","",""
"28982144","198","198","198","","","","","","","","","","","",""
"28982656","","","","","","","","","","","","","361","361","361"
"28982976","","","","","","","415","415","415","","","","","",""
"28983040","","","","","","","","","","145","145","145","","",""
"28983104","","","","","","","147","147","147","","","","719","719","719"
"28983872","","","","","","","","","","","","","188","188","188"
"28983936","","","","501","501","501","","","","","","","","",""
"28984000","252","252","252","","","","","","","","","","","",""
"28984064","","","","402","402","402","","","","","","","689","689","689"
"28984192","","","","282","282","282","","","","210","210","210","","",""
"28984384","","","","","","","65","65","65","","","","","",""
"28984896","225","225","225","","","","","","","","","","","",""
"28985088","","","","","","","","","","","","","307","307","307"
"28985728","","","","","","","572","572","572","","","","","",""
"28986304","","","","575","575","575","","","","","","","","",""
"28986432","640","640","640","","","","","","","","","","","",""
"28986560","","","","1058","1058","1058","","","","","","","","",""
"28986880","","","","","","","878","878","878","","","","","",""
"28986944","","","","638","638","638","","","","","","","","",""
"28987136","","","","123","123","123","323","323","323","","","","","",""
"28987200","161","161","161","","","","","","","","","","","",""
"28987392","","","","893","893","893","","","","","","","","",""
"28987456","392","392","392","","","","","","","","","","","",""
"28988032","","","","672","672","672","","","","","","","","",""
"28988160","","","","415","415","415","","","","158","158","158","","",""
"28988480","528","528","528","","","","","","","","","","","",""
"28988544","","","","","","","","","","557","557","557","","",""
"28988608","","","","","","","","","","","","","161","161","161"
"28988672","","","","","","","","","","391","391","391","","",""
"28988736","327","327","327","","","","","","","","","","","",""
"28988864","","","","","","","","","","288","288","288","","",""
"28989056","","","","","","","387","387","387","","","","","",""
"28989376","220","220","220","","","","","","","","","","","",""
"28989888","","","","492","492","492","","","","","","","","",""
"28989952","","","","","","","","","","","","","116","116","116"
"28990144","","","","","","","","","","229","229","229","","",""
"28990400","224","224","224","","","","","","","","","","","",""
"28990464","413","413","413","","","","","","","","","","","",""
"28990528","","","","","","","","","","152","152","152","","",""
"28990720","156","156","156","","","","","","","","","","","",""
"28991680","","","","","","","","","","828","828","828","","",""
"28991936","","","","","","","864","864","864","186","186","186","","",""
"28992704","","","","","","","","","","89","89","89","","",""
"28993536","109","109","109","","","","","","","","","","","",""
"28993984","","","","","","","","","","","","","264","264","264"
"28994304","","","","339","339","339","","","","","","","","",""
"28994752","","","","","","","","","","360","360","360","","",""
"28995200","","","","","","","","","","227","227","227","","",""
"28995392","","","","304","304","304","","","","","","","","",""
"28995456","","","","","","","596","596","596","","","","","",""
"28995712","","","","534","534","534","","","","","","","","",""
"28996288","","","","","","","","","","194","194","194","","",""
"28996352","","","","","","","","","","2443","2443","2443","","",""
"28996992","","","","","","","420","420","420","","","","","",""
"28997248","","","","","","","242","242","242","","","","","",""
"28997568","","","","","","","123","123","123","","","","","",""
"28997632","","","","587","587","587","","","","","","","","",""
"28997760","148","148","148","","","","","","","","","","232","232","232"
"28997824","","","","","","","","","","","","","255","255","255"
"28997952","","","","1188","1188","1188","","","","","","","","",""
"28998208","","","","","","","","","","","","","156","156","156"
"28998400","","","","","","","383","383","383","","","","","",""
"28999104","","","","","","","","","","750","750","750","","",""
"28999232","","","","279","279","279","","","","","","","","",""
"28999488","","","","","","","","","","209","209","209","","",""
"28999744","","","","","","","","","","","","","901","901","901"
"28999872","","","","199","199","199","","","","","","","","",""
"29000192","","","","","","","","","","","","","915","915","915"
"29000256","","","","","","","","","","346","346","346","","",""
"29000576","","","","","","","","","","","","","202","202","202"
"29000768","157","157","157","","","","","","","","","","","",""
"29001024","136","136","136","","","","","","","","","","","",""
"29001152","","","","","","","","","","","","","178","178","178"
"29001728","","","","","","","291","291","291","","","","","",""
"29002048","","","","","","","","","","","","","334","334","334"
"29002112","","","","443","443","443","","","","","","","","",""
"29002816","502","502","502","","","","","","","","","","","",""
"29003392","381","381","381","","","","","","","","","","","",""
"29003520","","","","240","240","240","","","","","","","","",""
"29003904","","","","719","719","719","","","","","","","","",""
"29004288","","","","117","117","117","","","","","","","","",""
"29004352","","","","","","","","","","","","","434","434","434"
"29004416","","","","937","937","937","","","","374","374","374","","",""
"29004544","","","","318","318","318","1237","1237","1237","264","264","264","","",""
"29004736","","","","319","319","319","","","","","","","","",""
"29005184","","","","112","112","112","","","","","","","","",""
"29005504","","","","","","","","","","","","","1824","1824","1824"
"29006336","","","","","","","142","142","142","","","","","",""
"29006464","228","228","228","","","","","","","","","","","",""
"29006976","","","","","","","","","","","","","796","796","796"
"29007040","","","","","","","","","","726","726","726","","",""
"29007360","1289","1289","1289","","","","","","","","","","","",""
"29007424","","","","","","","","","","564","564","564","","",""
"29007616","","","","","","","","","","","","","297","297","297"
"29007680","","","","","","","","","","861","861","861","","",""
"29008000","139","139","139","","","","","","","","","","","",""
"29008320","","","","","","","","","","480","480","480","","",""
"29008512","","","","","","","466","466","466","","","","","",""
"29008640","","","","","","","176","176","176","","","","","",""
"29009408","","","","","","","232","232","232","","","","","",""
"29009600","379","379","379","","","","","","","","","","","",""
"29009984","159","159","159","","","","","","","","","","","",""
"29010048","","","","","","","195","195","195","396","396","396","","",""
"29010752","","","","","","","464","464","464","","","","","",""
"29011008","396","396","396","","","","","","","","","","","",""
"29011136","496","496","496","","","","","","","","","","","",""
"29011648","","","","","","","1171","1171","1171","","","","","",""
"29011904","","","","","","","","","","","","","118","118","118"
"29011968","","","","","","","","","","","","","222","222","222"
"29012032","","","","","","","82","82","82","","","","79","79","79"
"29012800","1678","1678","1678","","","","","","","","","","452","452","452"
"29012928","438","438","438","","","","","","","","","","","",""
"29013312","156","156","156","","","","","","","","","","","",""
"29013504","","","","","","","","","","142","142","142","","",""
"29013696","","","","","","","1294","1294","1294","","","","","",""
"29013760","","","","160","160","160","690","690","690","","","","","",""
"29013888","","","","","","","","","","292","292","292","","",""
"29014080","662","662","662","","","","","","","","","","","",""
"29014592","","","","","","","","","","163","163","163","","",""
"29015040","","","","","","","","","","340","340","340","366","366","366"
"29015168","","","","650","650","650","","","","","","","","",""
"29015232","","","","","","","304","304","304","","","","","",""
"29015360","","","","207","207","207","","","","","","","","",""
"29015424","","","","","","","","","","","","","269","269","269"
"29015616","","","","","","","","","","245","245","245","","",""
"29015808","","","","","","","78","78","78","","","","88","88","88"
"29015872","390","390","390","","","","","","","","","","","",""
"29016000","","","","","","","","","","","","","117","117","117"
"29016128","","","","","","","","","","","","","585","585","585"
"29016320","","","","","","","","","","","","","280","280","280"
"29016384","","","","","","","","","","742","742","742","","",""
"29016576","","","","","","","","","","699","699","699","","",""
"29016768","","","","191","191","191","","","","160","160","160","","",""
"29016960","","","","240","240","240","","","","","","","","",""
"29017216","","","","","","","184","184","184","","","","","",""
"29017344","839","839","839","","","","","","","","","","","",""
"29017728","","","","","","","","","","","","","433","433","433"
"29017920","106","106","106","","","","","","","","","","","",""
"29018112","","","","","","","","","","","","","135","135","135"
"29018560","","","","","","","619","619","619","","","","","",""
"29018688","","","","","","","","","","","","","449","449","449"
"29019072","","","","","","","296","296","296","","","","","",""
"29019136","","","","","","","","","","","","","765","765","765"
"29019648","","","","","","","","","","229","229","229","","",""
"29019968","187","187","187","","","","","","","","","","","",""
"29020160","","","","","","","","","","199","199","199","","",""
"29020800","","","","","","","","","","","","","351","351","351"
"29020864","","","","","","","361","361","361","","","","","",""
"29021184","","","","489","489","489","","","","","","","","",""
"29021440","","","","","","","","","","","","","273","273","273"
"29021632","","","","","","","","","","666","666","666","","",""
"29022720","","","","163","163","163","","","","","","","","",""
"29022784","","","","","","","","","","","","","254","254","254"
"29023168","","","","","","","","","","487","487","487","","",""
"29023296","271","271","271","","","","","","","","","","","",""
"29023616","490","490","490","","","","","","","","","","","",""
"29023680","","","","","","","","","","255","255","255","","",""
"29023744","668","668","668","","","","270","270","270","","","","","",""
"29023808","","","","213","213","213","","","","","","","","",""
"29023872","","","","","","","494","494","494","","","","","",""
"29024128","","","","759","759","759","","","","","","","","",""
"29024704","","","","","","","","","","729","729","729","","",""
"29024832","","","","458","458","458","","","","","","","","",""
"29025728","","","","","","","144","144","144","","","","","",""
"29025920","108","108","108","","","","","","","","","","","",""
"29026112","146","146","146","","","","221","221","221","","","","","",""
"29026240","","","","","","","242","242","242","","","","","",""
"29026304","157","157","157","","","","","","","","","","","",""
"29026688","","","","","","","","","","","","","286","286","286"
"29026752","","","","","","","","","","184","184","184","","",""
"29026816","","","","","","","204","204","204","","","","","",""
"29027328","","","","","","","","","","","","","461","461","461"
"29027456","","","","355","355","355","","","","212","212","212","","",""
"29028160","","","","","","","","","","","","","916","916","916"
"29028544","","","","","","","148","148","148","","","","","",""
"29028608","","","","634","634","634","","","","","","","","",""
"29028736","187","187","187","","","","","","","","","","","",""
"29029056","","","","","","","","","","","","","131","131","131"
"29029120","","","","","","","","","","255","255","255","","",""
"29030720","","","","","","","","","","","","","197","197","197"
"29030784","","","","","","","","","","399","399","399","","",""
"29030976","263","263","263","","","","","","","","","","","",""
"29031040","","","","411","411","411","321","321","321","","","","","",""
"29031424","","","","","","","","","","","","","535","535","535"
"29031808","217","217","217","","","","","","","","","","","",""
"29032320","184","184","184","","","","","","","","","","","",""
"29032384","","","","","","","229","229","229","","","","","",""
"29032448","","","","544","544","544","","","","","","","","",""
"29032512","","","","66","66","66","","","","","","","","",""
"29032576","","","","","","","","","","245","245","245","","",""
"29032832","","","","448","448","448","","","","","","","","",""
"29033472","167","167","167","","","","","","","","","","","",""
"29033536","","","","","","","","","","","","","351","351","351"
"29033792","","","","","","","118","118","118","","","","94","94","94"
"29033856","","","","","","","265","265","265","","","","","",""
"29034176","233","233","233","","","","","","","","","","","",""
"29034496","","","","","","","","","","169","169","169","","",""
"29034624","","","","460","460","460","","","","","","","","",""
"29034816","","","","","","","","","","374","374","374","","",""
"29035136","","","","","","","","","","","","","207","207","207"
"29035200","","","","270","270","270","122","122","122","","","","","",""
"29035904","","","","","","","","","","975","975","975","","",""
"29036224","","","","","","","662","662","662","","","","","",""
"29036352","360","360","360","","","","","","","","","","","",""
"29036416","269","269","269","","","","","","","","","","","",""
"29036544","188","188","188","","","","","","","","","","","",""
"29036992","","","","118","118","118","","","","","","","","",""
"29037184","","","","","","","","","","323","323","323","","",""
"29037504","","","","","","","","","","","","","146","146","146"
"29037696","391","391","391","","","","","","","","","","","",""
"29037888","","","","133","133","133","","","","","","","","",""
"29037952","451","451","451","","","","","","","","","","","",""
"29038016","","","","","","","","","","748","748","748","543","543","543"
"29038080","676","676","676","","","","","","","","","","","",""
"29038272","","","","338","338","338","","","","117","117","117","","",""
"29038720","457","457","457","","","","","","","","","","736","736","736"
"29038912","237","237","237","","","","","","","","","","","",""
"29039744","","","","321","321","321","","","","","","","","",""
"29039936","","","","","","","","","","","","","121","121","121"
"29040320","","","","","","","","","","","","","274","274","274"
"29040384","","","","","","","","","","420","420","420","","",""
"29040576","","","","","","","","","","","","","174","174","174"
"29040704","","","","","","","","","","265","265","265","","",""
"29040960","389","389","389","","","","","","","","","","","",""
"29041344","","","","144","144","144","","","","","","","","",""
"29041408","","","","","","","","","","305","305","305","","",""
"29041728","","","","145","145","145","","","","","","","","",""
"29042624","275","275","275","","","","","","","","","","","",""
"29042816","380","380","380","","","","352","352","352","","","","","",""
"29043968","","","","","","","137","137","137","","","","","",""
"29044032","269","269","269","","","","","","","","","","","",""
"29044096","","","","","","","","","","","","","213","213","213"
"29044352","122","122","122","","","","","","","","","","","",""
"29044672","","","","","","","","","","574","574","574","","",""
"29045440","370","370","370","","","","","","","","","","","",""
"29045632","","","","102","102","102","414","414","414","","","","","",""
"29045760","303","303","303","","","","","","","","","","","",""
"29045952","","","","394","394","394","126","126","126","","","","","",""
"29046400","713","713","713","","","","359","359","359","683","683","683","","",""
"29046464","","","","278","278","278","","","","","","","","",""
"29046528","","","","176","176","176","","","","","","","","",""
"29046784","","","","","","","","","","519","519","519","","",""
"29046912","","","","477","477","477","","","","","","","","",""
"29046976","","","","","","","","","","","","","174","174","174"
"29047040","","","","","","","148","148","148","","","","","",""
"29047232","","","","","","","","","","","","","233","233","233"
"29047296","","","","502","502","502","","","","","","","","",""
"29047424","","","","","","","","","","","","","202","202","202"
"29047488","422","422","422","","","","","","","","","","","",""
"29049216","","","","161","161","161","","","","","","","","",""
"29049408","","","","132","132","132","","","","409","409","409","","",""
"29049920","","","","","","","","","","","","","237","237","237"
"29050496","","","","","","","","","","","","","244","244","244"
"29050560","","","","282","282","282","","","","","","","","",""
"29050880","","","","","","","","","","","","","470","470","470"
"29051008","","","","","","","","","","","","","163","163","163"
"29051520","","","","398","398","398","","","","","","","","",""
"29051584","","","","","","","","","","189","189","189","","",""
"29051904","118","118","118","","","","245","245","245","","","","","",""
"29052032","125","125","125","","","","","","","","","","","",""
"29052096","","","","158","158","158","","","","","","","617","617","617"
"29052672","","","","","","","238","238","238","176","176","176","","",""
"29052928","","","","","","","","","","746","746","746","","",""
"29053056","424","424","424","","","","","","","","","","","",""
"29053312","","","","106","106","106","","","","","","","","",""
"29053632","","","","","","","159","159","159","","","","","",""
"29053952","","","","","","","393","393","393","","","","","",""
"29054080","","","","","","","","","","284","284","284","","",""
"29054144","180","180","180","","","","","","","","","","","",""
"29054272","","","","","","","249","249","249","","","","","",""
"29054656","419","419","419","","","","","","","","","","","",""
"29054912","","","","","","","906","906","906","","","","","",""
"29055104","139","139","139","","","","","","","","","","","",""
"29055296","","","","","","","253","253","253","","","","","",""
"29055360","172","172","172","","","","","","","","","","","",""
"29055488","","","","","","","","","","1114","1114","1114","","",""
"29055552","","","","","","","","","","","","","326","326","326"
"29056064","685","685","685","","","","","","","","","","","",""
"29056128","288","288","288","698","698","698","","","","","","","437","437","437"
"29056256","","","","790","790","790","","","","","","","","",""
"29057024","","","","1723","1723","1723","","","","","","","","",""
"29057536","","","","","","","","","","263","263","263","","",""
"29057664","222","222","222","","","","","","","","","","","",""
"29057856","","","","","","","","","","343","343","343","","",""
"29057920","","","","","","","884","884","884","","","","","",""
"29058112","","","","","","","236","236","236","","","","","",""
"29058240","","","","","","","","","","279","279","279","","",""
"29058368","","","","","","","146","146","146","","","","","",""
"29058560","","","","370","370","370","","","","","","","","",""
"29058816","130","130","130","","","","","","","","","","","",""
"29058880","","","","","","","","","","","","","186","186","186"
"29059200","","","","","","","","","","399","399","399","","",""
"29059392","","","","","","","","","","","","","148","148","148"
"29059712","","","","","","","","","","671","671","671","","",""
"29059968","","","","","","","","","","1101","1101","1101","","",""
"29060352","","","","","","","322","322","322","","","","","",""
"29060416","","","","231","231","231","","","","","","","","",""
"29060608","","","","","","","","","","","","","160","160","160"
"29060928","264","264","264","","","","","","","","","","","",""
"29060992","","","","","","","","","","","","","139","139","139"
"29061376","","","","150","150","150","","","","","","","","",""
"29061504","","","","247","247","247","","","","","","","","",""
"29061568","","","","","","","570","570","570","","","","","",""
"29062464","137","137","137","","","","","","","","","","","",""
"29062720","126","126","126","","","","","","","","","","","",""
"29063040","","","","105","105","105","","","","","","","","",""
"29063680","","","","","","","","","","","","","114","114","114"
"29063936","","","","","","","","","","237","237","237","","",""
"29064064","","","","148","148","148","","","","","","","","",""
"29064384","","","","","","","408","408","408","","","","2116","2116","2116"
"29065088","","","","398","398","398","","","","","","","","",""
"29065664","","","","","","","","","","","","","246","246","246"
"29065728","","","","137","137","137","","","","965","965","965","","",""
"29065792","","","","","","","702","702","702","","","","","",""
"29065856","886","886","886","","","","","","","","","","","",""
"29066112","81","81","81","","","","","","","","","","","",""
"29066496","329","329","329","","","","","","","","","","","",""
"29066944","","","","62","62","62","","","","","","","","",""
"29067648","","","","","","","","","","","","","562","562","562"
"29067712","524","524","524","","","","","","","","","","","",""
"29067904","","","","","","","296","296","296","","","","","",""
"29068224","","","","107","107","107","","","","","","","","",""
"29068352","","","","470","470","470","","","","","","","","",""
"29068416","","","","","","","193","193","193","","","","","",""
"29068672","","","","231","231","231","","","","","","","","",""
"29068736","537","537","537","","","","","","","","","","","",""
"29068800","","","","306","306","306","","","","","","","","",""
"29069056","229","229","229","","","","","","","","","","","",""
"29070144","150","150","150","","","","","","","","","","","",""
"29070272","","","","","","","","","","231","231","231","","",""
"29070528","","","","","","","","","","","","","190","190","190"
"29070848","","","","","","","","","","","","","234","234","234"
"29070912","","","","","","","265","265","265","","","","","",""
"29071104","","","","","","","","","","513","513","513","","",""
"29071296","","","","","","","","","","189","189","189","","",""
"29071360","","","","343","343","343","","","","","","","","",""
"29071552","","","","227","227","227","","","","","","","","",""
"29071808","","","","","","","","","","878","878","878","","",""
"29072384","169","169","169","","","","","","","","","","","",""
"29072512","","","","189","189","189","","","","","","","","",""
"29072832","1364","1364","1364","","","","96","96","96","","","","","",""
"29072896","","","","","","","","","","","","","160","160","160"
"29073408","","","","","","","","","","","","","188","188","188"
"29073728","","","","","","","469","469","469","","","","","",""
"29073792","","","","","","","","","","907","907","907","","",""
"29074304","217","217","217","","","","","","","","","","","",""
"29074944","","","","","","","","","","322","322","322","","",""
"29075072","","","","","","","","","","","","","285","285","285"
"29075520","","","","","","","","","","873","873","873","","",""
"29075648","","","","","","","","","","","","","1082","1082","1082"
"29075776","","","","","","","","","","","","","195","195","195"
"29075904","","","","203","203","203","","","","","","","","",""
"29076736","","","","","","","87","87","87","","","","","",""
"29076864","","","","","","","830","830","830","","","","","",""
"29076992","284","284","284","","","","","","","270","270","270","","",""
"29077184","","","","","","","","","","108","108","108","","",""
"29078016","91","91","91","213","213","213","","","","","","","","",""
"29078272","","","","","","","146","146","146","","","","","",""
"29078400","","","","","","","","","","","","","63","63","63"
"29078656","","","","","","","286","286","286","","","","","",""
"29078720","","","","856","856","856","","","","","","","","",""
"29079296","","","","263","263","263","","","","","","","","",""
"29079488","","","","","","","","","","450","450","450","","",""
"29079616","252","252","252","","","","","","","","","","","",""
"29079680","263","263","263","","","","","","","","","","","",""
"29079872","","","","","","","390","390","390","","","","","",""
"29079936","","","","","","","","","","715","715","715","154","154","154"
"29080000","","","","","","","","","","","","","993","993","993"
"29080256","","","","","","","304","304","304","317","317","317","200","200","200"
"29080384","","","","","","","","","","","","","545","545","545"
"29080640","959","959","959","","","","","","","","","","","",""
"29080896","","","","","","","","","","231","231","231","","",""
"29081024","","","","","","","293","293","293","","","","","",""
"29081152","264","264","264","","","","","","","","","","","",""
"29081536","","","","","","","257","257","257","","","","","",""
"29081792","","","","","","","","","","","","","251","251","251"
"29082624","","","","216","216","216","","","","","","","","",""
"29082816","","","","","","","","","","750","750","750","","",""
"29082880","517","517","517","","","","766","766","766","","","","","",""
"29083584","","","","","","","315","315","315","","","","","",""
"29083904","","","","","","","","","","","","","1544","1544","1544"
"29084032","815","815","815","","","","","","","","","","725","725","725"
"29084544","","","","","","","","","","","","","484","484","484"
"29084928","","","","","","","","","","909","909","909","","",""
"29085376","","","","347","347","347","","","","","","","","",""
"29085504","","","","","","","","","","414","414","414","1607","1607","1607"
"29086400","","","","","","","","","","","","","617","617","617"
"29087104","","","","","","","142","142","142","","","","","",""
"29087232","","","","","","","325","325","325","","","","","",""
"29087296","","","","182","182","182","","","","","","","","",""
"29087744","395","395","395","","","","","","","114","114","114","","",""
"29087936","","","","","","","","","","238","238","238","","",""
"29088192","663","663","663","","","","155","155","155","540","540","540","","",""
"29088320","","","","","","","","","","353","353","353","","",""
"29088512","","","","","","","109","109","109","","","","","",""
"29088576","","","","","","","","","","","","","389","389","389"
"29088896","","","","","","","","","","","","","174","174","174"
"29089536","","","","","","","247","247","247","","","","","",""
"29089664","","","","","","","","","","235","235","235","","",""
"29089728","638","638","638","601","601","601","","","","","","","","",""
"29090048","","","","253","253","253","","","","","","","","",""
"29090112","163","163","163","","","","","","","","","","","",""
"29090304","","","","","","","","","","","","","131","131","131"
"29090432","","","","","","","","","","","","","306","306","306"
"29091008","","","","","","","","","","338","338","338","","",""
"29091072","","","","","","","","","","","","","439","439","439"
"29091712","259","259","259","","","","","","","","","","","",""
"29092352","84","84","84","","","","","","","","","","","",""
"29092544","","","","","","","","","","","","","106","106","106"
"29092608","","","","314","314","314","","","","316","316","316","","",""
"29093184","295","295","295","","","","","","","","","","","",""
"29093440","","","","197","197","197","","","","","","","","",""
"29093568","","","","","","","","","","","","","585","585","585"
"29094080","","","","259","259","259","","","","","","","","",""
"29094400","","","","","","","","","","169","169","169","","",""
"29094528","","","","","","","810","810","810","","","","","",""
"29094720","499","499","499","","","","","","","279","279","279","","",""
"29094912","","","","","","","","","","","","","375","375","375"
"29094976","","","","940","940","940","","","","","","","","",""
"29095232","","","","","","","482","482","482","","","","","",""
"29095488","","","","","","","","","","170","170","170","","",""
"29095936","","","","264","264","264","","","","","","","","",""
"29096064","","","","315","315","315","","","","","","","","",""
"29096448","","","","","","","","","","","","","309","309","309"
"29096512","","","","","","","","","","","","","242","242","242"
"29096768","","","","322","322","322","","","","","","","","",""
"29096832","","","","","","","","","","815","815","815","","",""
"29096960","","","","","","","","","","","","","458","458","458"
"29097152","","","","","","","252","252","252","","","","","",""
"29097216","","","","","","","411","411","411","","","","","",""
"29097280","","","","1073","1073","1073","","","","","","","","",""
"29097472","","","","","","","","","","393","393","393","","",""
"29097664","","","","","","","","","","185","185","185","","",""
"29098176","","","","170","170","170","","","","","","","","",""
"29098304","818","818","818","","","","","","","","","","","",""
"29098432","","","","1025","1025","1025","","","","","","","","",""
"29098496","473","473","473","","","","","","","","","","","",""
"29098560","","","","165","165","165","","","","","","","","",""
"29098624","","","","615","615","615","","","","","","","","",""
"29099200","","","","","","","","","","445","445","445","","",""
"29099648","427","427","427","","","","","","","","","","","",""
"29101504","","","","","","","","","","433","433","433","","",""
"29102080","169","169","169","","","","","","","","","","","",""
"29102208","","","","89","89","89","","","","","","","495","495","495"
"29102720","540","540","540","","","","","","","","","","","",""
"29102784","","","","","","","311","311","311","","","","","",""
"29102976","445","445","445","","","","","","","","","","","",""
"29103104","","","","","","","208","208","208","","","","585","585","585"
"29103168","","","","","","","","","","","","","438","438","438"
"29103616","","","","","","","","","","172","172","172","","",""
"29103744","","","","","","","101","101","101","","","","","",""
"29103872","","","","122","122","122","","","","","","","","",""
"29103936","","","","","","","","","","","","","370","370","370"
"29104000","","","","","","","","","","1116","1116","1116","","",""
"29104832","230","230","230","","","","","","","","","","","",""
"29105216","","","","","","","","","","308","308","308","","",""
"29105536","336","336","336","","","","","","","","","","","",""
"29105664","157","157","157","","","","","","","","","","","",""
"29105728","","","","","","","350","350","350","","","","","",""
"29105856","","","","","","","","","","","","","385","385","385"
"29105920","","","","125","125","125","","","","","","","","",""
"29106048","","","","","","","476","476","476","","","","","",""
"29107008","","","","97","97","97","","","","230","230","230","","",""
"29107072","","","","","","","","","","219","219","219","","",""
"29107136","","","","","","","559","559","559","","","","","",""
"29107200","543","543","543","","","","","","","","","","","",""
"29108352","","","","194","194","194","","","","","","","","",""
"29108416","","","","","","","175","175","175","210","210","210","","",""
"29108480","190","190","190","","","","","","","","","","561","561","561"
"29108672","","","","","","","182","182","182","195","195","195","","",""
"29108736","","","","","","","152","152","152","","","","","",""
"29109184","","","","","","","","","","","","","223","223","223"
"29109376","","","","","","","","","","","","","263","263","263"
"29109824","","","","","","","","","","467","467","467","","",""
"29109888","","","","","","","","","","393","393","393","","",""
"29110016","","","","","","","368","368","368","401","401","401","","",""
"29110336","","","","","","","713","713","713","","","","","",""
"29110400","","","","","","","239","239","239","","","","","",""
"29111040","","","","","","","","","","","","","220","220","220"
"29111232","","","","","","","","","","470","470","470","","",""
"29111424","136","136","136","","","","","","","","","","","",""
"29111680","166","166","166","","","","","","","","","","","",""
"29112128","","","","","","","","","","421","421","421","","",""
"29112448","182","182","182","","","","","","","304","304","304","","",""
"29112512","","","","258","258","258","","","","174","174","174","","",""
"29112576","","","","","","","517","517","517","","","","","",""
"29112704","","","","89","89","89","","","","","","","","",""
"29113216","","","","1276","1276","1276","","","","","","","","",""
"29113664","","","","","","","","","","","","","300","300","300"
"29113984","","","","","","","420","420","420","","","","","",""
"29114048","","","","","","","","","","138","138","138","","",""
"29114560","","","","","","","","","","","","","184","184","184"
"29114624","","","","","","","","","","309","309","309","","",""
"29114688","","","","","","","","","","","","","543","543","543"
"29114880","","","","","","","","","","","","","184","184","184"
"29115264","320","320","320","","","","","","","","","","","",""
"29115328","359","359","359","","","","","","","","","","","",""
"29115776","","","","370","370","370","","","","","","","","",""
"29115904","","","","","","","","","","","","","137","137","137"
"29116032","380","380","380","","","","115","115","115","","","","","",""
"29116160","","","","","","","","","","343","343","343","","",""
"29116608","","","","","","","","","","","","","155","155","155"
"29116864","981","981","981","","","","","","","","","","","",""
"29117120","","","","","","","","","","","","","151","151","151"
"29117184","","","","615","615","615","","","","","","","","",""
"29117312","","","","","","","","","","1367","1367","1367","","",""
"29117376","","","","","","","","","","248","248","248","","",""
"29117504","279","279","279","","","","","","","","","","","",""
"29118144","373","373","373","","","","171","171","171","","","","","",""
"29118272","","","","","","","","","","","","","194","194","194"
"29118720","","","","","","","","","","","","","320","320","320"
"29119104","","","","499","499","499","","","","","","","","",""
"29119360","","","","151","151","151","","","","","","","520","520","520"
"29119808","","","","","","","415","415","415","","","","","",""
"29120064","","","","","","","","","","","","","555","555","555"
"29120256","","","","","","","625","625","625","1722","1722","1722","","",""
"29120384","246","246","246","","","","","","","","","","","",""
"29120448","","","","","","","276","276","276","165","165","165","","",""
"29120640","","","","","","","","","","572","572","572","","",""
"29120704","","","","","","","233","233","233","","","","","",""
"29120896","","","","","","","","","","462","462","462","","",""
"29121024","","","","","","","","","","","","","267","267","267"
"29121088","98","98","98","338","338","338","","","","","","","","",""
"29121664","","","","","","","","","","","","","238","238","238"
"29121792","","","","","","","101","101","101","","","","","",""
"29122112","439","439","439","","","","184","184","184","","","","","",""
"29122368","","","","475","475","475","","","","","","","","",""
"29122560","","","","","","","","","","","","","658","658","658"
"29122816","","","","","","","","","","","","","146","146","146"
"29123072","","","","184","184","184","","","","","","","","",""
"29123136","166","166","166","","","","","","","","","","","",""
"29123200","","","","","","","1061","1061","1061","","","","","",""
"29123328","","","","","","","","","","308","308","308","","",""
"29123712","","","","","","","","","","","","","157","157","157"
"29123776","","","","","","","","","","215","215","215","","",""
"29124480","165","165","165","","","","","","","","","","170","170","170"
"29124992","","","","","","","","","","450","450","450","","",""
"29125120","","","","1216","1216","1216","","","","262","262","262","","",""
"29125248","","","","","","","283","283","283","","","","","",""
"29125312","363","363","363","","","","","","","","","","","",""
"29125952","","","","","","","","","","403","403","403","","",""
"29126016","","","","","","","","","","","","","112","112","112"
"29126080","","","","172","172","172","","","","","","","","",""
