"Step","melting_runseed=4 - training/episode/length","melting_runseed=4 - training/episode/length__MIN","melting_runseed=4 - training/episode/length__MAX","melting_runseed=3 - training/episode/length","melting_runseed=3 - training/episode/length__MIN","melting_runseed=3 - training/episode/length__MAX","melting_runseed=2 - training/episode/length","melting_runseed=2 - training/episode/length__MIN","melting_runseed=2 - training/episode/length__MAX","melting_runseed=1 - training/episode/length","melting_runseed=1 - training/episode/length__MIN","melting_runseed=1 - training/episode/length__MAX","melting_runseed=0 - training/episode/length","melting_runseed=0 - training/episode/length__MIN","melting_runseed=0 - training/episode/length__MAX"
"23644672","","","","","","","","","","","","","253","253","253"
"23644928","","","","","","","","","","","","","382","382","382"
"23644992","","","","","","","190","190","190","563","563","563","","",""
"23645056","","","","","","","","","","302","302","302","","",""
"23645888","","","","519","519","519","","","","","","","","",""
"23646208","278","278","278","","","","","","","","","","","",""
"23646336","652","652","652","","","","","","","","","","","",""
"23646464","","","","","","","174","174","174","","","","","",""
"23646592","","","","","","","470","470","470","","","","","",""
"23646784","","","","","","","416","416","416","","","","","",""
"23646848","","","","192","192","192","","","","","","","","",""
"23646976","","","","","","","447","447","447","","","","","",""
"23647168","","","","","","","781","781","781","","","","","",""
"23647232","","","","236","236","236","","","","","","","","",""
"23647424","","","","872","872","872","","","","","","","","",""
"23647744","","","","","","","","","","","","","108","108","108"
"23648192","","","","","","","","","","207","207","207","","",""
"23648704","","","","","","","","","","","","","170","170","170"
"23648960","862","862","862","","","","","","","","","","","",""
"23649024","149","149","149","","","","","","","","","","","",""
"23649280","341","341","341","","","","","","","","","","","",""
"23649472","","","","","","","","","","784","784","784","","",""
"23649792","","","","","","","243","243","243","932","932","932","","",""
"23649856","","","","190","190","190","","","","","","","","",""
"23650304","644","644","644","","","","","","","","","","","",""
"23650880","","","","","","","114","114","114","","","","","",""
"23651328","","","","125","125","125","","","","","","","","",""
"23651520","","","","1031","1031","1031","406","406","406","","","","","",""
"23652224","359","359","359","","","","","","","","","","","",""
"23652288","241","241","241","","","","232","232","232","","","","","",""
"23652736","","","","","","","673","673","673","","","","","",""
"23653248","","","","","","","","","","","","","134","134","134"
"23653312","","","","743","743","743","","","","","","","","",""
"23653440","","","","","","","","","","","","","152","152","152"
"23653824","233","233","233","","","","","","","","","","","",""
"23654016","","","","","","","","","","131","131","131","","",""
"23654848","","","","","","","","","","","","","160","160","160"
"23655040","","","","","","","","","","","","","204","204","204"
"23655104","","","","","","","","","","291","291","291","","",""
"23655424","","","","","","","109","109","109","","","","","",""
"23655488","","","","","","","","","","","","","713","713","713"
"23655680","","","","","","","","","","117","117","117","","",""
"23655744","","","","240","240","240","","","","","","","","",""
"23655808","","","","","","","319","319","319","","","","","",""
"23656000","","","","","","","","","","","","","320","320","320"
"23656128","","","","","","","","","","","","","131","131","131"
"23656192","","","","245","245","245","","","","","","","","",""
"23656320","","","","","","","","","","368","368","368","","",""
"23656768","","","","228","228","228","","","","","","","","",""
"23656896","","","","192","192","192","","","","","","","239","239","239"
"23657408","","","","","","","195","195","195","","","","","",""
"23657920","","","","","","","658","658","658","","","","","",""
"23658048","","","","222","222","222","","","","","","","","",""
"23658112","","","","","","","","","","","","","295","295","295"
"23658752","233","233","233","","","","","","","","","","","",""
"23658816","","","","","","","","","","","","","498","498","498"
"23659008","","","","","","","144","144","144","","","","","",""
"23659200","","","","98","98","98","","","","","","","","",""
"23659648","","","","","","","","","","293","293","293","","",""
"23660288","287","287","287","","","","","","","","","","","",""
"23660608","","","","163","163","163","","","","","","","","",""
"23660736","284","284","284","","","","","","","","","","","",""
"23661952","","","","227","227","227","","","","","","","","",""
"23662272","","","","","","","","","","","","","228","228","228"
"23662336","","","","","","","","","","430","430","430","","",""
"23662400","","","","","","","208","208","208","","","","","",""
"23662592","","","","511","511","511","","","","","","","","",""
"23663040","","","","","","","181","181","181","","","","","",""
"23663296","","","","156","156","156","","","","","","","","",""
"23663360","","","","","","","","","","212","212","212","","",""
"23663616","","","","","","","260","260","260","","","","","",""
"23663744","210","210","210","","","","","","","","","","","",""
"23663808","","","","879","879","879","","","","","","","","",""
"23664000","","","","","","","185","185","185","","","","","",""
"23664128","503","503","503","","","","","","","","","","","",""
"23664256","","","","","","","490","490","490","","","","381","381","381"
"23664768","205","205","205","","","","","","","","","","216","216","216"
"23664896","","","","445","445","445","","","","","","","","",""
"23665088","774","774","774","","","","","","","","","","","",""
"23665856","340","340","340","103","103","103","","","","","","","","",""
"23665984","","","","589","589","589","","","","","","","","",""
"23666240","","","","","","","","","","578","578","578","612","612","612"
"23666304","","","","","","","376","376","376","","","","","",""
"23666368","","","","","","","435","435","435","","","","","",""
"23666688","","","","","","","","","","163","163","163","","",""
"23666816","","","","362","362","362","","","","","","","","",""
"23667328","","","","","","","","","","","","","185","185","185"
"23667456","","","","483","483","483","","","","","","","","",""
"23667520","","","","","","","","","","","","","180","180","180"
"23667776","","","","","","","","","","826","826","826","","",""
"23667968","","","","","","","","","","","","","185","185","185"
"23668096","","","","698","698","698","","","","","","","","",""
"23668416","700","700","700","","","","","","","","","","","",""
"23669632","","","","527","527","527","","","","","","","","",""
"23669952","339","339","339","","","","589","589","589","","","","","",""
"23670208","","","","","","","","","","928","928","928","","",""
"23670464","","","","","","","","","","","","","461","461","461"
"23670848","428","428","428","","","","","","","","","","","",""
"23671040","1018","1018","1018","","","","","","","","","","","",""
"23671168","","","","","","","","","","","","","410","410","410"
"23671488","","","","","","","","","","273","273","273","","",""
"23671552","","","","","","","","","","","","","346","346","346"
"23671616","","","","","","","","","","400","400","400","","",""
"23671680","","","","157","157","157","","","","","","","","",""
"23671808","","","","","","","520","520","520","","","","243","243","243"
"23671872","","","","","","","","","","292","292","292","","",""
"23671936","","","","","","","","","","254","254","254","","",""
"23672640","","","","","","","213","213","213","204","204","204","","",""
"23672832","","","","","","","333","333","333","273","273","273","","",""
"23673088","","","","515","515","515","","","","109","109","109","","",""
"23673408","","","","315","315","315","","","","","","","","",""
"23673600","609","609","609","","","","","","","","","","","",""
"23673792","","","","","","","439","439","439","","","","","",""
"23674048","469","469","469","","","","","","","","","","","",""
"23674688","","","","","","","","","","628","628","628","","",""
"23674944","","","","174","174","174","","","","","","","","",""
"23675008","","","","","","","","","","","","","315","315","315"
"23675200","","","","","","","371","371","371","","","","","",""
"23675584","","","","672","672","672","","","","","","","","",""
"23675840","","","","","","","","","","","","","213","213","213"
"23676096","307","307","307","","","","185","185","185","215","215","215","444","444","444"
"23676480","793","793","793","","","","","","","","","","","",""
"23676544","","","","","","","","","","140","140","140","","",""
"23676736","","","","","","","","","","","","","177","177","177"
"23677056","","","","","","","","","","500","500","500","","",""
"23677184","","","","","","","","","","","","","305","305","305"
"23677248","195","195","195","","","","","","","","","","","",""
"23677376","","","","","","","","","","","","","91","91","91"
"23677760","","","","","","","","","","","","","107","107","107"
"23677952","","","","","","","","","","","","","206","206","206"
"23678144","","","","","","","","","","104","104","104","148","148","148"
"23678208","","","","","","","","","","","","","249","249","249"
"23678400","","","","303","303","303","","","","","","","","",""
"23678592","627","627","627","","","","","","","","","","1306","1306","1306"
"23678784","","","","","","","195","195","195","","","","","",""
"23679552","","","","","","","","","","548","548","548","96","96","96"
"23679616","314","314","314","","","","","","","","","","","",""
"23680000","","","","143","143","143","","","","","","","","",""
"23680640","","","","","","","900","900","900","","","","370","370","370"
"23681024","","","","","","","","","","131","131","131","","",""
"23681088","99","99","99","","","","","","","","","","","",""
"23681344","","","","","","","","","","","","","693","693","693"
"23681856","","","","","","","","","","","","","178","178","178"
"23681984","","","","","","","1058","1058","1058","","","","","",""
"23682048","838","838","838","","","","","","","","","","","",""
"23683328","","","","","","","380","380","380","","","","","",""
"23683392","683","683","683","","","","","","","","","","","",""
"23683456","","","","","","","203","203","203","245","245","245","","",""
"23683648","","","","375","375","375","","","","","","","","",""
"23684032","","","","","","","82","82","82","","","","","",""
"23684160","","","","","","","","","","","","","263","263","263"
"23684224","","","","252","252","252","206","206","206","","","","","",""
"23684416","","","","","","","78","78","78","","","","","",""
"23685440","","","","","","","","","","","","","131","131","131"
"23685504","","","","100","100","100","","","","","","","","",""
"23685824","","","","","","","","","","195","195","195","","",""
"23685888","141","141","141","","","","","","","","","","","",""
"23685952","","","","289","289","289","","","","","","","","",""
"23686080","","","","","","","273","273","273","","","","","",""
"23686144","1039","1039","1039","","","","","","","","","","","",""
"23686400","","","","203","203","203","","","","","","","","",""
"23686592","158","158","158","","","","","","","","","","","",""
"23686720","","","","","","","","","","313","313","313","","",""
"23687232","","","","","","","127","127","127","","","","","",""
"23688320","1005","1005","1005","","","","","","","","","","","",""
"23688384","","","","562","562","562","","","","751","751","751","","",""
"23688512","621","621","621","","","","","","","","","","378","378","378"
"23689088","","","","","","","1143","1143","1143","","","","","",""
"23689280","","","","","","","","","","528","528","528","","",""
"23689920","","","","","","","","","","242","242","242","","",""
"23689984","261","261","261","","","","","","","","","","","",""
"23690176","","","","","","","","","","","","","149","149","149"
"23690304","","","","133","133","133","","","","585","585","585","","",""
"23690432","871","871","871","","","","","","","","","","","",""
"23690880","","","","","","","391","391","391","","","","","",""
"23691136","","","","","","","646","646","646","","","","","",""
"23691264","","","","","","","","","","302","302","302","314","314","314"
"23691584","","","","","","","","","","210","210","210","","",""
"23692736","615","615","615","","","","","","","","","","","",""
"23692864","","","","","","","","","","571","571","571","","",""
"23692928","711","711","711","","","","","","","","","","","",""
"23693632","","","","","","","212","212","212","","","","","",""
"23693824","","","","","","","","","","363","363","363","","",""
"23693888","","","","","","","231","231","231","","","","","",""
"23694912","","","","358","358","358","","","","","","","","",""
"23694976","","","","","","","","","","","","","443","443","443"
"23695360","","","","","","","","","","","","","248","248","248"
"23695680","742","742","742","","","","","","","","","","","",""
"23696064","","","","","","","","","","143","143","143","","",""
"23696320","","","","","","","249","249","249","164","164","164","597","597","597"
"23696768","263","263","263","","","","","","","","","","","",""
"23696896","","","","","","","","","","","","","235","235","235"
"23697024","","","","","","","","","","","","","672","672","672"
"23697984","","","","","","","","","","","","","583","583","583"
"23698048","","","","928","928","928","","","","","","","","",""
"23698176","","","","927","927","927","","","","","","","","",""
"23698432","","","","","","","","","","183","183","183","","",""
"23699200","328","328","328","","","","","","","","","","","",""
"23699264","","","","370","370","370","","","","","","","","",""
"23699456","319","319","319","","","","","","","","","","","",""
"23699584","","","","854","854","854","","","","","","","","",""
"23699840","","","","","","","","","","","","","289","289","289"
"23700096","","","","","","","","","","320","320","320","","",""
"23700288","","","","","","","","","","","","","236","236","236"
"23700672","","","","","","","","","","308","308","308","","",""
"23700928","","","","241","241","241","","","","311","311","311","","",""
"23700992","","","","","","","187","187","187","","","","","",""
"23701312","","","","","","","445","445","445","","","","","",""
"23701952","","","","","","","274","274","274","","","","","",""
"23702464","597","597","597","","","","","","","","","","224","224","224"
"23702592","","","","","","","","","","","","","142","142","142"
"23703488","","","","","","","","","","205","205","205","","",""
"23703936","218","218","218","","","","","","","","","","","",""
"23704000","","","","","","","","","","","","","325","325","325"
"23704768","","","","","","","544","544","544","","","","","",""
"23704960","","","","293","293","293","","","","","","","","",""
"23705600","422","422","422","","","","","","","","","","","",""
"23706112","","","","","","","","","","232","232","232","","",""
"23706432","591","591","591","","","","","","","","","","","",""
"23706688","","","","","","","","","","534","534","534","","",""
"23707136","","","","","","","","","","","","","338","338","338"
"23707584","","","","479","479","479","685","685","685","","","","","",""
"23708032","","","","","","","372","372","372","","","","","",""
"23708160","","","","","","","","","","","","","375","375","375"
"23708544","","","","","","","","","","259","259","259","","",""
"23709184","","","","","","","","","","556","556","556","","",""
"23710336","959","959","959","","","","","","","","","","","",""
"23710592","","","","","","","","","","","","","606","606","606"
"23710784","","","","394","394","394","","","","","","","","",""
"23711168","","","","","","","134","134","134","","","","","",""
"23711552","","","","","","","","","","301","301","301","","",""
"23712640","","","","","","","186","186","186","","","","","",""
"23715456","","","","","","","","","","","","","914","914","914"
"23715520","","","","","","","241","241","241","","","","","",""
"23715904","","","","222","222","222","","","","","","","","",""
"23716096","","","","243","243","243","","","","","","","","",""
"23716160","","","","","","","693","693","693","","","","532","532","532"
"23717440","363","363","363","511","511","511","","","","","","","","",""
"23717760","","","","","","","796","796","796","","","","","",""
"23718016","","","","337","337","337","","","","","","","","",""
"23718336","","","","868","868","868","","","","","","","","",""
"23718400","","","","","","","","","","","","","142","142","142"
"23718976","","","","","","","","","","","","","314","314","314"
"23719488","","","","","","","","","","498","498","498","","",""
"23719616","","","","","","","","","","176","176","176","","",""
"23719872","","","","617","617","617","","","","","","","","",""
"23720000","520","520","520","","","","","","","105","105","105","","",""
"23720128","","","","","","","","","","","","","656","656","656"
"23720320","455","455","455","612","612","612","","","","","","","","",""
"23720512","","","","","","","","","","","","","258","258","258"
"23720704","","","","","","","","","","687","687","687","","",""
"23721088","268","268","268","","","","","","","","","","","",""
"23721216","","","","","","","894","894","894","","","","94","94","94"
"23721728","","","","","","","","","","436","436","436","","",""
"23722368","269","269","269","","","","","","","","","","","",""
"23722624","","","","","","","","","","590","590","590","","",""
"23722752","","","","","","","237","237","237","413","413","413","","",""
"23723008","","","","839","839","839","","","","","","","","",""
"23724224","","","","625","625","625","","","","","","","","",""
"23724416","","","","","","","","","","","","","223","223","223"
"23724736","","","","","","","","","","1078","1078","1078","","",""
"23724800","","","","572","572","572","","","","","","","","",""
"23725184","","","","706","706","706","","","","","","","","",""
"23725376","","","","","","","","","","129","129","129","","",""
"23725568","412","412","412","","","","","","","","","","","",""
"23725760","","","","","","","","","","","","","294","294","294"
"23725824","","","","","","","","","","558","558","558","","",""
"23726784","","","","","","","","","","154","154","154","","",""
"23727168","837","837","837","","","","","","","","","","","",""
"23727936","","","","","","","","","","","","","886","886","886"
"23728128","","","","","","","384","384","384","","","","","",""
"23728384","","","","","","","413","413","413","","","","","",""
"23728512","","","","","","","503","503","503","","","","","",""
"23728704","","","","","","","","","","","","","299","299","299"
"23728768","149","149","149","","","","","","","","","","","",""
"23728832","386","386","386","","","","","","","","","","","",""
"23729024","","","","","","","","","","322","322","322","","",""
"23729152","","","","","","","401","401","401","","","","","",""
"23729216","","","","","","","","","","422","422","422","","",""
"23729280","","","","","","","442","442","442","276","276","276","","",""
"23729472","1105","1105","1105","387","387","387","","","","","","","","",""
"23730112","380","380","380","","","","","","","","","","","",""
"23730240","273","273","273","","","","","","","","","","","",""
"23730880","","","","","","","885","885","885","","","","","",""
"23730944","","","","","","","","","","243","243","243","","",""
"23731008","","","","","","","","","","289","289","289","","",""
"23731072","","","","","","","","","","273","273","273","","",""
"23731328","","","","","","","383","383","383","","","","","",""
"23731776","","","","","","","244","244","244","","","","","",""
"23731968","427","427","427","","","","325","325","325","","","","","",""
"23732352","","","","","","","452","452","452","","","","","",""
"23732544","","","","","","","","","","478","478","478","","",""
"23732800","249","249","249","","","","","","","","","","","",""
"23732992","252","252","252","","","","","","","","","","","",""
"23733632","","","","","","","673","673","673","","","","","",""
"23733760","","","","","","","548","548","548","","","","","",""
"23734720","536","536","536","","","","","","","","","","","",""
"23734976","","","","500","500","500","89","89","89","","","","","",""
"23735296","","","","","","","","","","","","","577","577","577"
"23735360","","","","434","434","434","","","","","","","","",""
"23735424","","","","","","","","","","","","","301","301","301"
"23736000","1183","1183","1183","","","","370","370","370","","","","","",""
"23736384","239","239","239","","","","","","","","","","","",""
"23736576","660","660","660","","","","","","","","","","","",""
"23736896","","","","","","","","","","200","200","200","","",""
"23737408","","","","","","","","","","127","127","127","","",""
"23737792","","","","187","187","187","","","","","","","","",""
"23737856","","","","","","","","","","","","","417","417","417"
"23738240","173","173","173","","","","","","","274","274","274","","",""
"23738688","210","210","210","","","","","","","","","","","",""
"23738944","167","167","167","","","","81","81","81","","","","","",""
"23740352","159","159","159","","","","","","","","","","","",""
"23740416","","","","","","","374","374","374","","","","","",""
"23741184","151","151","151","","","","","","","","","","","",""
"23741504","","","","258","258","258","","","","176","176","176","","",""
"23741952","","","","","","","","","","","","","526","526","526"
"23743040","","","","","","","","","","","","","980","980","980"
"23743488","","","","219","219","219","","","","379","379","379","","",""
"23743680","","","","","","","","","","528","528","528","","",""
"23744320","","","","","","","","","","268","268","268","","",""
"23744512","955","955","955","","","","","","","","","","","",""
"23744960","","","","","","","368","368","368","","","","","",""
"23745408","","","","","","","660","660","660","","","","","",""
"23745728","","","","","","","","","","","","","125","125","125"
"23745984","","","","340","340","340","","","","","","","","",""
"23746432","","","","","","","163","163","163","","","","","",""
"23747072","","","","630","630","630","","","","697","697","697","","",""
"23747136","","","","","","","108","108","108","","","","","",""
"23747328","","","","1416","1416","1416","","","","","","","","",""
"23747712","","","","494","494","494","","","","","","","","",""
"23747776","","","","","","","607","607","607","","","","","",""
"23747904","","","","","","","","","","552","552","552","","",""
"23748096","","","","","","","","","","169","169","169","","",""
"23749440","230","230","230","","","","","","","","","","","",""
"23750272","","","","299","299","299","","","","","","","","",""
"23750528","","","","405","405","405","","","","","","","","",""
"23750848","","","","","","","183","183","183","","","","","",""
"23750912","","","","","","","","","","","","","263","263","263"
"23751168","114","114","114","","","","","","","","","","","",""
"23751232","","","","","","","939","939","939","","","","","",""
"23751296","1399","1399","1399","","","","","","","","","","","",""
"23751360","2182","2182","2182","","","","","","","","","","","",""
"23751424","","","","","","","304","304","304","","","","","",""
"23751552","","","","","","","","","","128","128","128","","",""
"23751680","","","","","","","","","","186","186","186","359","359","359"
"23752192","","","","456","456","456","","","","","","","","",""
"23752256","","","","115","115","115","","","","","","","265","265","265"
"23752448","","","","","","","","","","235","235","235","","",""
"23752640","","","","","","","","","","","","","526","526","526"
"23752704","","","","","","","","","","519","519","519","","",""
"23752768","","","","138","138","138","","","","","","","","",""
"23752832","1278","1278","1278","","","","","","","152","152","152","","",""
"23752896","","","","","","","","","","","","","1039","1039","1039"
"23753088","615","615","615","","","","","","","","","","","",""
"23753280","","","","","","","","","","186","186","186","","",""
"23753344","","","","506","506","506","","","","","","","","",""
"23754240","","","","","","","362","362","362","","","","","",""
"23754496","156","156","156","","","","","","","","","","","",""
"23754560","","","","","","","567","567","567","","","","","",""
"23754944","135","135","135","","","","","","","","","","","",""
"23755136","","","","126","126","126","","","","","","","","",""
"23755392","","","","","","","499","499","499","","","","","",""
"23755456","","","","","","","183","183","183","","","","","",""
"23755520","285","285","285","","","","","","","277","277","277","","",""
"23755776","","","","134","134","134","","","","","","","","",""
"23755968","","","","","","","","","","","","","360","360","360"
"23756224","","","","","","","","","","225","225","225","","",""
"23756352","563","563","563","","","","","","","","","","","",""
"23756608","","","","","","","","","","1099","1099","1099","","",""
"23757504","","","","323","323","323","","","","","","","","",""
"23757632","","","","176","176","176","","","","","","","","",""
"23758144","","","","1447","1447","1447","","","","","","","","",""
"23758400","","","","167","167","167","","","","","","","","",""
"23758464","","","","207","207","207","","","","","","","","",""
"23758528","399","399","399","","","","","","","","","","","",""
"23758848","839","839","839","","","","","","","","","","","",""
"23759040","425","425","425","","","","","","","","","","","",""
"23759232","","","","","","","","","","202","202","202","","",""
"23760576","","","","","","","","","","","","","206","206","206"
"23760704","","","","","","","","","","","","","230","230","230"
"23760896","","","","","","","499","499","499","","","","","",""
"23761344","","","","143","143","143","","","","","","","","",""
"23761600","","","","","","","517","517","517","","","","","",""
"23761856","","","","1191","1191","1191","","","","","","","","",""
"23761984","","","","416","416","416","","","","","","","","",""
"23762304","250","250","250","","","","233","233","233","","","","","",""
"23762496","","","","","","","","","","","","","423","423","423"
"23762752","151","151","151","","","","","","","","","","","",""
"23762816","","","","","","","","","","162","162","162","","",""
"23762944","","","","237","237","237","","","","","","","","",""
"23763008","126","126","126","","","","","","","","","","","",""
"23763200","","","","","","","188","188","188","","","","","",""
"23763840","","","","","","","79","79","79","","","","","",""
"23763904","","","","95","95","95","","","","","","","","",""
"23763968","1089","1089","1089","590","590","590","","","","","","","367","367","367"
"23764224","","","","","","","","","","","","","762","762","762"
"23764480","","","","223","223","223","","","","","","","","",""
"23764608","","","","","","","","","","","","","276","276","276"
"23764672","","","","","","","","","","144","144","144","","",""
"23764800","","","","","","","221","221","221","","","","1072","1072","1072"
"23765056","","","","","","","","","","","","","302","302","302"
"23765248","446","446","446","","","","","","","","","","","",""
"23765504","","","","","","","","","","179","179","179","","",""
"23765760","","","","","","","224","224","224","","","","","",""
"23765824","404","404","404","","","","","","","","","","","",""
"23766016","","","","","","","421","421","421","","","","","",""
"23766464","","","","268","268","268","","","","","","","","",""
"23766720","","","","966","966","966","","","","","","","","",""
"23766848","","","","309","309","309","","","","","","","","",""
"23766912","441","441","441","","","","","","","","","","","",""
"23767168","","","","320","320","320","","","","","","","","",""
"23767360","","","","","","","","","","","","","549","549","549"
"23767552","","","","","","","156","156","156","","","","","",""
"23767616","","","","","","","","","","","","","592","592","592"
"23768000","","","","","","","","","","","","","172","172","172"
"23768960","","","","79","79","79","","","","","","","","",""
"23769024","","","","1249","1249","1249","","","","","","","","",""
"23769152","","","","","","","","","","157","157","157","","",""
"23769216","309","309","309","","","","","","","","","","","",""
"23769984","","","","","","","","","","","","","139","139","139"
"23770240","","","","","","","148","148","148","","","","","",""
"23770816","","","","","","","","","","","","","418","418","418"
"23770880","","","","124","124","124","","","","","","","","",""
"23771456","","","","","","","","","","","","","152","152","152"
"23771520","","","","382","382","382","","","","","","","","",""
"23771840","","","","","","","","","","","","","699","699","699"
"23772032","","","","496","496","496","","","","","","","","",""
"23772544","799","799","799","167","167","167","","","","","","","","",""
"23772736","","","","","","","170","170","170","","","","","",""
"23773312","","","","111","111","111","","","","","","","","",""
"23773504","","","","","","","343","343","343","","","","","",""
"23773696","","","","","","","","","","180","180","180","","",""
"23773760","","","","","","","70","70","70","","","","","",""
"23773888","","","","","","","","","","","","","269","269","269"
"23774144","","","","80","80","80","","","","","","","","",""
"23774336","104","104","104","","","","","","","","","","","",""
"23774528","","","","","","","","","","","","","230","230","230"
"23774592","","","","426","426","426","","","","","","","","",""
"23774720","","","","","","","","","","","","","664","664","664"
"23776064","","","","","","","","","","179","179","179","","",""
"23776192","","","","","","","93","93","93","","","","671","671","671"
"23776448","","","","","","","","","","711","711","711","","",""
"23776512","","","","231","231","231","","","","","","","","",""
"23776576","352","352","352","","","","","","","","","","","",""
"23776768","","","","","","","","","","507","507","507","","",""
"23776896","","","","118","118","118","","","","","","","","",""
"23777472","","","","92","92","92","","","","","","","","",""
"23777600","","","","","","","","","","","","","150","150","150"
"23777664","","","","","","","","","","232","232","232","","",""
"23777792","220","220","220","","","","","","","","","","","",""
"23778048","","","","","","","","","","","","","210","210","210"
"23778112","","","","396","396","396","","","","","","","","",""
"23778176","","","","","","","","","","2405","2405","2405","","",""
"23778496","797","797","797","","","","","","","","","","","",""
"23778624","","","","1521","1521","1521","","","","","","","","",""
"23778688","","","","","","","","","","","","","258","258","258"
"23778816","526","526","526","83","83","83","","","","","","","","",""
"23778880","238","238","238","","","","","","","","","","","",""
"23779008","","","","","","","175","175","175","","","","","",""
"23779072","","","","137","137","137","","","","","","","","",""
"23779648","","","","","","","281","281","281","","","","","",""
"23779776","","","","","","","","","","1876","1876","1876","","",""
"23779904","","","","112","112","112","","","","566","566","566","","",""
"23780288","264","264","264","","","","","","","","","","","",""
"23780480","","","","","","","","","","","","","167","167","167"
"23781632","","","","","","","","","","442","442","442","","",""
"23781696","227","227","227","","","","","","","","","","","",""
"23781760","","","","217","217","217","","","","","","","","",""
"23782080","809","809","809","","","","","","","","","","","",""
"23782464","","","","","","","","","","465","465","465","","",""
"23782528","","","","","","","","","","","","","153","153","153"
"23782656","","","","206","206","206","","","","","","","","",""
"23782720","","","","","","","","","","","","","583","583","583"
"23782784","","","","","","","189","189","189","","","","","",""
"23782848","","","","","","","158","158","158","","","","","",""
"23783040","","","","","","","682","682","682","","","","","",""
"23783552","","","","","","","","","","","","","115","115","115"
"23784256","124","124","124","","","","","","","","","","","",""
"23785216","","","","","","","","","","570","570","570","","",""
"23785344","","","","391","391","391","","","","","","","","",""
"23785920","","","","","","","","","","69","69","69","","",""
"23786176","","","","","","","","","","","","","197","197","197"
"23786368","","","","","","","","","","","","","321","321","321"
"23786432","","","","565","565","565","","","","","","","","",""
"23786816","","","","307","307","307","","","","","","","","",""
"23786880","","","","","","","","","","","","","825","825","825"
"23787008","","","","","","","319","319","319","","","","","",""
"23787136","","","","","","","360","360","360","","","","","",""
"23787264","","","","","","","","","","476","476","476","","",""
"23787456","","","","","","","519","519","519","","","","","",""
"23787584","332","332","332","","","","","","","","","","","",""
"23788160","","","","","","","426","426","426","","","","","",""
"23788800","455","455","455","","","","","","","235","235","235","","",""
"23788992","","","","113","113","113","","","","","","","","",""
"23789248","","","","","","","","","","","","","342","342","342"
"23789312","","","","234","234","234","","","","","","","","",""
"23789696","119","119","119","","","","","","","","","","","",""
"23790144","","","","","","","117","117","117","","","","","",""
"23790400","","","","","","","","","","587","587","587","","",""
"23790464","","","","307","307","307","","","","","","","","",""
"23791232","","","","233","233","233","","","","","","","","",""
"23791296","","","","","","","125","125","125","","","","","",""
"23791488","392","392","392","","","","","","","","","","","",""
"23791552","675","675","675","","","","","","","","","","","",""
"23791680","","","","","","","143","143","143","","","","","",""
"23791808","","","","574","574","574","","","","","","","","",""
"23791872","","","","","","","","","","502","502","502","","",""
"23792000","","","","","","","","","","","","","343","343","343"
"23792320","","","","","","","338","338","338","","","","","",""
"23792640","","","","","","","1170","1170","1170","","","","","",""
"23793472","241","241","241","","","","","","","","","","","",""
"23793536","","","","","","","292","292","292","","","","","",""
"23793600","417","417","417","","","","","","","","","","","",""
"23793728","","","","233","233","233","116","116","116","","","","","",""
"23793920","","","","","","","","","","177","177","177","","",""
"23794304","","","","","","","175","175","175","","","","","",""
"23794496","","","","","","","115","115","115","","","","","",""
"23794944","","","","68","68","68","","","","","","","","",""
"23795328","","","","344","344","344","","","","","","","","",""
"23796096","","","","99","99","99","417","417","417","","","","","",""
"23796224","652","652","652","","","","262","262","262","","","","","",""
"23796288","","","","","","","","","","","","","92","92","92"
"23796352","","","","","","","","","","205","205","205","","",""
"23796672","","","","","","","469","469","469","","","","","",""
"23796800","","","","162","162","162","","","","","","","","",""
"23797312","","","","123","123","123","","","","","","","","",""
"23797440","","","","","","","164","164","164","","","","","",""
"23797952","","","","329","329","329","","","","","","","","",""
"23798016","503","503","503","","","","","","","","","","","",""
"23798400","","","","","","","","","","","","","706","706","706"
"23798464","","","","","","","147","147","147","250","250","250","","",""
"23798528","","","","321","321","321","","","","","","","","",""
"23798720","","","","124","124","124","","","","","","","","",""
"23798784","","","","","","","","","","108","108","108","","",""
"23798848","","","","149","149","149","","","","","","","","",""
"23799424","","","","","","","","","","214","214","214","","",""
"23799488","","","","","","","419","419","419","","","","","",""
"23799936","365","365","365","","","","","","","","","","","",""
"23800384","584","584","584","","","","","","","","","","","",""
"23800448","","","","","","","","","","","","","915","915","915"
"23800512","","","","","","","","","","","","","554","554","554"
"23801216","1420","1420","1420","","","","","","","","","","","",""
"23801856","","","","","","","382","382","382","","","","","",""
"23802048","","","","477","477","477","","","","","","","","",""
"23802112","","","","","","","","","","283","283","283","","",""
"23802752","","","","","","","","","","622","622","622","","",""
"23802816","","","","","","","472","472","472","","","","","",""
"23803008","","","","","","","","","","663","663","663","","",""
"23803712","","","","","","","","","","188","188","188","","",""
"23803840","","","","","","","115","115","115","","","","","",""
"23803904","","","","1077","1077","1077","","","","","","","","",""
"23804544","","","","","","","","","","168","168","168","","",""
"23804608","","","","258","258","258","","","","","","","","",""
"23805120","","","","","","","","","","","","","441","441","441"
"23805248","","","","","","","","","","","","","822","822","822"
"23805312","","","","312","312","312","","","","","","","","",""
"23805632","","","","","","","","","","73","73","73","","",""
"23806080","","","","321","321","321","","","","","","","","",""
"23806208","","","","","","","838","838","838","","","","","",""
