"Step","a3c_runseed=4 - training/episode/reward","a3c_runseed=4 - training/episode/reward__MIN","a3c_runseed=4 - training/episode/reward__MAX","a3c_runseed=3 - training/episode/reward","a3c_runseed=3 - training/episode/reward__MIN","a3c_runseed=3 - training/episode/reward__MAX","a3c_runseed=2 - training/episode/reward","a3c_runseed=2 - training/episode/reward__MIN","a3c_runseed=2 - training/episode/reward__MAX","a3c_runseed=1 - training/episode/reward","a3c_runseed=1 - training/episode/reward__MIN","a3c_runseed=1 - training/episode/reward__MAX","a3c_runseed=0 - training/episode/reward","a3c_runseed=0 - training/episode/reward__MIN","a3c_runseed=0 - training/episode/reward__MAX"
"21093056","","","","","","","","","","4060","4060","4060","","",""
"21093184","","","","","","","","","","","","","3578","3578","3578"
"21093760","","","","4829","4829","4829","","","","","","","","",""
"21093888","","","","","","","","","","4048","4048","4048","","",""
"21093952","","","","","","","","","","4691","4691","4691","","",""
"21094912","","","","","","","4254","4254","4254","","","","4309","4309","4309"
"21095360","","","","4590","4590","4590","","","","","","","","",""
"21095744","4725","4725","4725","","","","","","","","","","","",""
"21095936","","","","4787","4787","4787","4648","4648","4648","","","","4056","4056","4056"
"21096000","","","","","","","4383","4383","4383","","","","4320","4320","4320"
"21096128","","","","","","","","","","4192","4192","4192","","",""
"21096320","","","","3631","3631","3631","4408","4408","4408","","","","","",""
"21096576","","","","4661","4661","4661","","","","","","","","",""
"21096832","","","","","","","4242","4242","4242","","","","","",""
"21097344","","","","","","","4297","4297","4297","","","","","",""
"21097408","","","","","","","","","","","","","4217","4217","4217"
"21097600","","","","","","","","","","3168","3168","3168","","",""
"21097984","","","","","","","3954","3954","3954","","","","","",""
"21098368","4763","4763","4763","","","","","","","","","","3162","3162","3162"
"21098624","4816","4816","4816","","","","","","","","","","","",""
"21099328","","","","","","","4434","4434","4434","","","","","",""
"21099584","","","","4736","4736","4736","","","","","","","","",""
"21100032","","","","","","","","","","3225","3225","3225","","",""
"21100096","","","","4252","4252","4252","","","","","","","","",""
"21100160","4201","4201","4201","","","","","","","","","","","",""
"21100608","4730","4730","4730","","","","","","","","","","","",""
"21101120","","","","","","","","","","3989","3989","3989","","",""
"21101184","","","","","","","","","","","","","3731","3731","3731"
"21101376","","","","","","","","","","4870","4870","4870","","",""
"21101696","","","","","","","4520","4520","4520","","","","","",""
"21101760","","","","4352","4352","4352","","","","","","","","",""
"21102080","","","","","","","4184","4184","4184","","","","","",""
"21102144","","","","","","","4708","4708","4708","","","","","",""
"21102848","4435","4435","4435","","","","","","","","","","","",""
"21103296","3346","3346","3346","","","","","","","","","","","",""
"21103680","4399","4399","4399","","","","","","","","","","","",""
"21103936","","","","","","","","","","","","","3402","3402","3402"
"21104192","","","","4686","4686","4686","","","","","","","","",""
"21104576","","","","","","","","","","3178","3178","3178","","",""
"21104704","4819","4819","4819","","","","","","","","","","","",""
"21105088","","","","4867","4867","4867","","","","","","","","",""
"21105728","3955","3955","3955","","","","","","","","","","","",""
"21105792","","","","","","","4651","4651","4651","","","","","",""
"21105856","","","","","","","","","","","","","4386","4386","4386"
"21106112","","","","","","","","","","3849","3849","3849","","",""
"21107264","","","","","","","","","","","","","3155","3155","3155"
"21107712","","","","","","","","","","4575","4575","4575","","",""
"21107904","","","","","","","","","","","","","4672","4672","4672"
"21108224","","","","","","","4864","4864","4864","","","","","",""
"21108672","","","","4371","4371","4371","","","","","","","","",""
"21108800","","","","","","","","","","","","","4321","4321","4321"
"21108928","","","","3756","3756","3756","","","","","","","","",""
"21108992","2502","2502","2502","","","","","","","","","","","",""
"21109184","3924","3924","3924","","","","","","","","","","","",""
"21109248","","","","3299","3299","3299","","","","","","","","",""
"21109632","","","","","","","","","","3974","3974","3974","","",""
"21109696","","","","","","","4683","4683","4683","","","","","",""
"21110336","3742","3742","3742","","","","","","","","","","","",""
"21110784","","","","","","","3931","3931","3931","","","","","",""
"21111040","","","","4021","4021","4021","","","","","","","","",""
"21111488","","","","4597","4597","4597","","","","","","","","",""
"21112192","","","","4706","4706","4706","","","","","","","","",""
"21112384","","","","4573","4573","4573","","","","","","","","",""
"21112576","4107","4107","4107","","","","4762","4762","4762","","","","","",""
"21113536","","","","","","","4508","4508","4508","","","","","",""
"21113728","4498","4498","4498","","","","","","","","","","","",""
"21113920","","","","","","","4878","4878","4878","","","","","",""
"21113984","","","","","","","","","","","","","3054","3054","3054"
"21114112","","","","","","","","","","3360","3360","3360","","",""
"21114240","4317","4317","4317","","","","","","","","","","","",""
"21114624","","","","","","","","","","2421","2421","2421","","",""
"21115840","","","","4795","4795","4795","","","","","","","","",""
"21115904","","","","","","","4766","4766","4766","","","","","",""
"21116352","","","","","","","4363","4363","4363","","","","","",""
"21116416","4746","4746","4746","","","","","","","","","","","",""
"21117248","","","","","","","4757","4757","4757","","","","","",""
"21117440","","","","","","","","","","","","","4128","4128","4128"
"21117888","","","","","","","4533","4533","4533","","","","","",""
"21117952","","","","","","","3663","3663","3663","","","","","",""
"21118080","","","","","","","","","","","","","3320","3320","3320"
"21118144","","","","","","","","","","4467","4467","4467","","",""
"21118208","","","","","","","","","","","","","4078","4078","4078"
"21118464","","","","4777","4777","4777","4654","4654","4654","","","","","",""
"21119104","","","","","","","","","","","","","4622","4622","4622"
"21119488","","","","","","","4425","4425","4425","","","","","",""
"21119616","","","","","","","","","","","","","3124","3124","3124"
"21120512","","","","","","","","","","4692","4692","4692","","",""
"21120640","4652","4652","4652","","","","","","","","","","","",""
"21120960","4269","4269","4269","","","","","","","","","","","",""
"21121216","4474","4474","4474","","","","","","","","","","","",""
"21121600","","","","","","","","","","3832","3832","3832","","",""
"21122048","","","","4767","4767","4767","","","","","","","","",""
"21122112","","","","","","","","","","","","","4542","4542","4542"
"21122368","","","","4801","4801","4801","","","","","","","","",""
"21122880","","","","","","","4751","4751","4751","","","","","",""
"21122944","","","","2074","2074","2074","","","","","","","","",""
"21123648","","","","","","","4919","4919","4919","","","","","",""
"21124672","","","","","","","4431","4431","4431","","","","","",""
"21124800","","","","","","","4797","4797","4797","","","","","",""
"21125440","","","","","","","4592","4592","4592","1538","1538","1538","","",""
"21126080","","","","","","","3382","3382","3382","","","","","",""
"21126208","4273","4273","4273","","","","4178","4178","4178","","","","","",""
"21126272","","","","","","","","","","","","","4681","4681","4681"
"21127040","","","","4811","4811","4811","","","","","","","","",""
"21127232","4823","4823","4823","","","","","","","","","","","",""
"21128768","","","","","","","","","","4482","4482","4482","","",""
"21129024","","","","3387","3387","3387","","","","","","","","",""
"21129152","","","","","","","","","","","","","4563","4563","4563"
"21129280","","","","","","","","","","","","","4626","4626","4626"
"21130048","4403","4403","4403","","","","","","","","","","","",""
"21130368","","","","4462","4462","4462","","","","","","","","",""
"21130752","","","","4711","4711","4711","","","","","","","","",""
"21131520","","","","","","","4865","4865","4865","4529","4529","4529","","",""
"21131776","","","","4323","4323","4323","","","","","","","","",""
"21132992","","","","","","","4564","4564","4564","","","","","",""
"21133760","","","","4761","4761","4761","","","","","","","3686","3686","3686"
"21134208","","","","","","","","","","","","","3131","3131","3131"
"21134912","","","","","","","4135","4135","4135","","","","","",""
"21135552","","","","","","","","","","","","","3681","3681","3681"
"21135744","","","","","","","","","","4823","4823","4823","","",""
"21135936","","","","","","","","","","4086","4086","4086","","",""
"21136000","4495","4495","4495","","","","","","","","","","","",""
"21136448","4764","4764","4764","","","","","","","","","","","",""
"21136768","","","","","","","4428","4428","4428","","","","","",""
"21137088","","","","","","","","","","4360","4360","4360","","",""
"21137472","","","","3654","3654","3654","","","","","","","","",""
"21137984","","","","","","","","","","","","","2416","2416","2416"
"21138816","4483","4483","4483","","","","4723","4723","4723","","","","4287","4287","4287"
"21138880","","","","","","","","","","4513","4513","4513","","",""
"21139456","","","","","","","","","","4833","4833","4833","","",""
"21139712","","","","","","","3279","3279","3279","","","","","",""
"21139904","","","","4512","4512","4512","","","","","","","","",""
"21140352","","","","4850","4850","4850","","","","","","","","",""
"21140416","3682","3682","3682","","","","","","","","","","","",""
"21140544","","","","","","","","","","","","","4661","4661","4661"
"21140736","","","","","","","","","","","","","4425","4425","4425"
"21140864","4448","4448","4448","","","","","","","","","","","",""
"21140928","","","","","","","","","","","","","3974","3974","3974"
"21141312","4716","4716","4716","","","","4859","4859","4859","","","","4765","4765","4765"
"21141376","","","","4547","4547","4547","","","","","","","","",""
"21141952","","","","","","","","","","4142","4142","4142","","",""
"21143040","4655","4655","4655","","","","","","","","","","","",""
"21143232","","","","3706","3706","3706","","","","","","","","",""
"21143296","","","","","","","","","","4645","4645","4645","","",""
"21143488","4652","4652","4652","","","","","","","","","","","",""
"21143552","","","","3834","3834","3834","","","","","","","","",""
"21143680","4216","4216","4216","","","","4741","4741","4741","","","","4616","4616","4616"
"21143872","4248","4248","4248","","","","","","","","","","","",""
"21144128","","","","","","","","","","4000","4000","4000","","",""
"21144704","","","","4925","4925","4925","","","","","","","","",""
"21145024","","","","4199","4199","4199","","","","","","","","",""
"21145472","","","","","","","","","","","","","4254","4254","4254"
"21146304","","","","","","","4856","4856","4856","","","","","",""
"21146560","","","","","","","","","","","","","4209","4209","4209"
"21146624","4668","4668","4668","","","","","","","","","","","",""
"21146688","","","","","","","4526","4526","4526","","","","","",""
"21148480","","","","4696","4696","4696","","","","","","","","",""
"21148608","","","","3711","3711","3711","","","","","","","","",""
"21148864","","","","","","","","","","","","","1857","1857","1857"
"21148992","","","","3859","3859","3859","","","","","","","","",""
"21149312","","","","4846","4846","4846","","","","","","","","",""
"21149824","","","","3945","3945","3945","","","","","","","","",""
"21151680","","","","","","","","","","4055","4055","4055","","",""
"21152256","","","","","","","4816","4816","4816","","","","","",""
"21152576","","","","","","","4591","4591","4591","","","","","",""
"21152640","","","","","","","","","","","","","4712","4712","4712"
"21153408","","","","4662","4662","4662","","","","","","","","",""
"21153728","","","","","","","","","","4719","4719","4719","","",""
"21154880","","","","","","","","","","","","","4080","4080","4080"
"21155008","","","","","","","","","","","","","4780","4780","4780"
"21155712","","","","","","","4639","4639","4639","","","","","",""
"21155904","","","","4780","4780","4780","","","","","","","","",""
"21155968","","","","","","","","","","","","","4646","4646","4646"
"21156224","","","","","","","","","","","","","4767","4767","4767"
"21157120","","","","","","","","","","4329","4329","4329","","",""
"21157568","","","","4716","4716","4716","","","","","","","","",""
"21157824","","","","","","","","","","","","","4379","4379","4379"
"21158272","4781","4781","4781","","","","","","","","","","","",""
"21158656","","","","","","","","","","3394","3394","3394","","",""
"21159104","","","","","","","4562","4562","4562","","","","","",""
"21159936","4860","4860","4860","","","","","","","","","","","",""
"21160448","","","","4843","4843","4843","","","","","","","","",""
"21160832","4304","4304","4304","","","","","","","4611","4611","4611","","",""
"21161088","4308","4308","4308","","","","","","","","","","","",""
"21162240","","","","4823","4823","4823","","","","","","","","",""
"21162560","","","","","","","","","","4486","4486","4486","","",""
"21162816","","","","","","","4840","4840","4840","","","","","",""
"21163072","","","","","","","4637","4637","4637","","","","","",""
"21163328","","","","3915","3915","3915","","","","","","","","",""
"21164288","","","","","","","4383","4383","4383","","","","","",""
"21164736","","","","","","","","","","","","","4126","4126","4126"
"21164800","","","","","","","","","","4255","4255","4255","","",""
"21164992","4443","4443","4443","","","","","","","","","","","",""
"21165248","","","","","","","","","","4759","4759","4759","","",""
"21165376","","","","","","","4283","4283","4283","","","","","",""
"21165440","3829","3829","3829","","","","","","","","","","","",""
"21165632","4657","4657","4657","","","","","","","","","","","",""
"21165824","","","","","","","","","","","","","4654","4654","4654"
"21165888","3150","3150","3150","","","","","","","","","","","",""
"21166208","","","","","","","4786","4786","4786","","","","","",""
"21166272","","","","","","","","","","4617","4617","4617","4843","4843","4843"
"21166528","","","","","","","","","","","","","1343","1343","1343"
"21166592","","","","","","","","","","","","","4526","4526","4526"
"21166848","","","","","","","","","","4239","4239","4239","","",""
"21167872","3918","3918","3918","","","","","","","","","","","",""
"21168192","4664","4664","4664","","","","","","","","","","4058","4058","4058"
"21168448","4074","4074","4074","","","","","","","","","","","",""
"21168832","","","","","","","4545","4545","4545","","","","","",""
"21168896","","","","","","","","","","3829","3829","3829","","",""
"21169088","","","","","","","","","","3544","3544","3544","","",""
"21169920","","","","","","","","","","3925","3925","3925","","",""
"21170176","4755","4755","4755","","","","","","","","","","","",""
"21170496","","","","","","","4467","4467","4467","","","","","",""
"21170880","","","","","","","","","","3799","3799","3799","","",""
"21171008","","","","","","","4836","4836","4836","","","","","",""
"21171392","","","","","","","","","","","","","3844","3844","3844"
"21171968","","","","","","","4779","4779","4779","","","","","",""
"21172352","","","","","","","","","","","","","4729","4729","4729"
"21173248","","","","","","","","","","","","","4449","4449","4449"
"21173504","","","","4828","4828","4828","","","","","","","","",""
"21173568","","","","4463","4463","4463","","","","","","","","",""
"21173632","4064","4064","4064","","","","","","","","","","","",""
"21174656","","","","","","","4852","4852","4852","","","","","",""
"21174976","","","","","","","4627","4627","4627","","","","","",""
"21175040","","","","","","","","","","4744","4744","4744","","",""
"21175296","","","","","","","","","","","","","3937","3937","3937"
"21175424","","","","4642","4642","4642","","","","","","","","",""
"21175808","","","","","","","","","","","","","3065","3065","3065"
"21176192","","","","","","","","","","","","","4105","4105","4105"
"21177664","","","","4557","4557","4557","","","","","","","","",""
"21177984","","","","4289","4289","4289","","","","","","","","",""
"21178752","","","","3712","3712","3712","","","","","","","","",""
"21179008","","","","","","","4448","4448","4448","","","","","",""
"21179072","","","","","","","","","","","","","3779","3779","3779"
"21179456","4851","4851","4851","","","","","","","","","","3143","3143","3143"
"21179968","","","","","","","","","","","","","4057","4057","4057"
"21180032","4660","4660","4660","","","","","","","","","","","",""
"21180992","","","","4886","4886","4886","","","","","","","","",""
"21181888","","","","","","","","","","4706","4706","4706","3609","3609","3609"
"21182272","","","","","","","","","","2974","2974","2974","","",""
"21182528","","","","3640","3640","3640","","","","","","","","",""
"21183808","","","","4458","4458","4458","","","","","","","","",""
"21183936","3850","3850","3850","","","","","","","","","","","",""
"21184000","","","","","","","","","","","","","4451","4451","4451"
"21184448","","","","3515","3515","3515","","","","","","","","",""
"21184512","","","","4356","4356","4356","","","","","","","","",""
"21184576","","","","","","","","","","","","","4024","4024","4024"
"21184704","1938","1938","1938","","","","","","","","","","","",""
"21184768","","","","4269","4269","4269","","","","","","","","",""
"21184832","","","","2549","2549","2549","","","","","","","","",""
"21185088","","","","","","","4282","4282","4282","","","","","",""
"21185920","","","","4630","4630","4630","4562","4562","4562","","","","","",""
"21186048","","","","","","","","","","3156","3156","3156","","",""
"21186304","","","","","","","4656","4656","4656","","","","","",""
"21186560","","","","","","","4629","4629","4629","4303","4303","4303","","",""
"21186624","4332","4332","4332","","","","","","","","","","","",""
"21187456","","","","","","","","","","","","","4168","4168","4168"
"21187584","","","","4871","4871","4871","","","","","","","","",""
"21188480","","","","","","","4740","4740","4740","","","","","",""
"21188544","","","","4842","4842","4842","","","","4152","4152","4152","","",""
"21188992","4661","4661","4661","","","","","","","","","","","",""
"21189376","4829","4829","4829","","","","","","","","","","","",""
"21190144","4338","4338","4338","","","","","","","","","","","",""
"21190208","","","","4029","4029","4029","","","","4340","4340","4340","","",""
"21190656","","","","3831","3831","3831","","","","","","","","",""
"21191168","","","","","","","","","","","","","4031","4031","4031"
"21191808","","","","","","","","","","","","","4445","4445","4445"
"21191936","","","","","","","","","","2305","2305","2305","","",""
"21192448","","","","","","","","","","4568","4568","4568","","",""
"21192512","","","","","","","","","","4863","4863","4863","","",""
"21192960","","","","","","","","","","3831","3831","3831","","",""
"21193024","4483","4483","4483","","","","","","","","","","","",""
"21194112","","","","","","","","","","","","","4387","4387","4387"
"21194432","","","","","","","4862","4862","4862","","","","","",""
"21194560","4297","4297","4297","","","","","","","","","","","",""
"21194880","","","","","","","","","","","","","4633","4633","4633"
"21194944","","","","","","","4475","4475","4475","3737","3737","3737","","",""
"21195008","","","","","","","","","","","","","4585","4585","4585"
"21195072","","","","4771","4771","4771","","","","","","","","",""
"21195456","","","","","","","","","","","","","4821","4821","4821"
"21195648","","","","","","","3674","3674","3674","","","","","",""
"21195840","4807","4807","4807","","","","","","","","","","","",""
"21195968","4523","4523","4523","","","","","","","","","","","",""
"21196544","","","","","","","","","","","","","2307","2307","2307"
"21196672","","","","","","","","","","4106","4106","4106","","",""
"21197248","","","","","","","","","","4525","4525","4525","","",""
"21197376","","","","","","","3768","3768","3768","","","","","",""
"21198400","","","","3358","3358","3358","","","","","","","","",""
"21198528","3657","3657","3657","","","","","","","","","","","",""
"21198912","","","","4083","4083","4083","","","","","","","","",""
"21199040","","","","","","","4716","4716","4716","","","","","",""
"21199424","","","","4328","4328","4328","","","","","","","","",""
"21199552","","","","4340","4340","4340","","","","","","","","",""
"21200128","","","","","","","4477","4477","4477","","","","","",""
"21200384","","","","","","","","","","4823","4823","4823","","",""
"21201088","","","","","","","","","","","","","4131","4131","4131"
"21201856","","","","","","","4225","4225","4225","","","","","",""
"21202368","","","","","","","3189","3189","3189","","","","","",""
"21202624","","","","","","","4490","4490","4490","","","","","",""
"21204160","","","","","","","","","","","","","4557","4557","4557"
"21204224","","","","4438","4438","4438","","","","","","","","",""
"21204288","4870","4870","4870","","","","","","","","","","","",""
"21204352","","","","","","","4699","4699","4699","","","","","",""
"21204672","","","","4049","4049","4049","","","","","","","4644","4644","4644"
"21205248","4764","4764","4764","","","","","","","","","","","",""
"21205504","","","","","","","","","","4371","4371","4371","","",""
"21205824","","","","","","","","","","","","","3983","3983","3983"
"21205952","","","","","","","3948","3948","3948","","","","","",""
"21206592","","","","","","","3850","3850","3850","","","","","",""
"21207232","4076","4076","4076","","","","","","","","","","","",""
"21208000","","","","","","","4196","4196","4196","","","","","",""
"21208576","","","","","","","4779","4779","4779","","","","","",""
"21209728","","","","","","","4940","4940","4940","","","","","",""
"21209792","","","","","","","","","","4720","4720","4720","","",""
"21210688","4099","4099","4099","","","","","","","","","","","",""
"21211136","","","","4715","4715","4715","","","","","","","","",""
"21211200","4213","4213","4213","","","","","","","","","","","",""
"21211648","3984","3984","3984","","","","","","","","","","","",""
"21211712","","","","","","","4155","4155","4155","","","","","",""
"21211840","","","","","","","","","","","","","4735","4735","4735"
"21211904","","","","","","","","","","","","","1880","1880","1880"
"21212160","","","","4785","4785","4785","","","","","","","","",""
"21212352","","","","","","","","","","3852","3852","3852","","",""
"21212544","","","","3755","3755","3755","","","","","","","","",""
"21212608","","","","4367","4367","4367","","","","","","","","",""
"21213440","","","","","","","4792","4792","4792","","","","","",""
"21213504","","","","","","","4832","4832","4832","","","","","",""
"21214016","","","","","","","","","","","","","3820","3820","3820"
"21214272","","","","","","","","","","2851","2851","2851","","",""
"21214336","","","","","","","3841","3841","3841","","","","","",""
"21214656","4171","4171","4171","","","","4808","4808","4808","","","","","",""
"21214848","4559","4559","4559","","","","","","","","","","","",""
"21215936","","","","","","","","","","","","","4680","4680","4680"
"21216064","","","","","","","","","","","","","3465","3465","3465"
"21216192","","","","","","","4450","4450","4450","","","","","",""
"21217152","","","","4676","4676","4676","","","","","","","","",""
"21217536","","","","4483","4483","4483","","","","","","","2295","2295","2295"
"21217920","","","","4265","4265","4265","","","","","","","","",""
"21218496","","","","3076","3076","3076","","","","","","","","",""
"21219072","","","","","","","4837","4837","4837","","","","","",""
"21219392","","","","3930","3930","3930","","","","","","","","",""
"21219584","4086","4086","4086","","","","","","","","","","","",""
"21220032","","","","","","","","","","","","","4559","4559","4559"
"21220928","","","","","","","","","","","","","4690","4690","4690"
"21221632","","","","","","","","","","4485","4485","4485","","",""
"21221760","","","","","","","","","","","","","3573","3573","3573"
"21222016","4823","4823","4823","","","","","","","","","","","",""
"21222208","","","","","","","","","","","","","4599","4599","4599"
"21222528","","","","4690","4690","4690","","","","","","","","",""
"21222784","","","","","","","","","","4534","4534","4534","","",""
"21223424","","","","","","","","","","","","","4107","4107","4107"
"21223616","4335","4335","4335","","","","","","","","","","","",""
"21223680","","","","4357","4357","4357","","","","","","","","",""
"21223936","","","","","","","","","","4041","4041","4041","","",""
"21224512","","","","","","","","","","","","","3447","3447","3447"
"21225216","","","","","","","","","","3971","3971","3971","-5000","-5000","-5000"
"21225280","","","","","","","4336","4336","4336","","","","","",""
"21225408","4685","4685","4685","","","","","","","","","","","",""
"21225472","","","","3425","3425","3425","","","","","","","","",""
"21227392","","","","4188","4188","4188","","","","4401","4401","4401","2444","2444","2444"
"21227584","","","","","","","","","","3846","3846","3846","","",""
"21228224","","","","","","","4794","4794","4794","","","","","",""
"21228352","4673","4673","4673","","","","","","","","","","","",""
"21228416","","","","4143","4143","4143","","","","","","","","",""
"21228672","","","","","","","4726","4726","4726","","","","","",""
"21229504","3373","3373","3373","","","","","","","","","","","",""
"21229632","","","","","","","","","","4357","4357","4357","","",""
"21229760","","","","","","","3696","3696","3696","","","","","",""
"21229888","4839","4839","4839","","","","","","","4464","4464","4464","","",""
"21229952","","","","","","","","","","4407","4407","4407","4623","4623","4623"
"21230208","","","","4116","4116","4116","","","","","","","","",""
"21231040","","","","","","","","","","4708","4708","4708","","",""
"21231232","4373","4373","4373","","","","","","","","","","","",""
"21231360","","","","","","","","","","3624","3624","3624","","",""
"21231744","4333","4333","4333","","","","4360","4360","4360","","","","","",""
"21232128","","","","","","","4441","4441","4441","","","","","",""
"21232256","","","","","","","","","","","","","2576","2576","2576"
"21232384","","","","","","","4767","4767","4767","","","","","",""
"21232576","","","","4603","4603","4603","","","","","","","","",""
"21232832","4704","4704","4704","","","","","","","","","","","",""
"21232960","","","","","","","","","","4202","4202","4202","","",""
"21233280","","","","","","","4465","4465","4465","","","","","",""
"21233984","","","","","","","4898","4898","4898","","","","","",""
"21234432","3545","3545","3545","","","","","","","","","","","",""
"21234752","","","","","","","3426","3426","3426","","","","","",""
"21237248","","","","","","","4642","4642","4642","","","","","",""
"21237504","","","","","","","4777","4777","4777","","","","","",""
"21238144","","","","4647","4647","4647","","","","","","","","",""
"21238208","","","","4831","4831","4831","","","","","","","","",""
"21238272","","","","4754","4754","4754","","","","","","","","",""
"21238336","","","","","","","","","","4407","4407","4407","","",""
"21239424","","","","","","","3923","3923","3923","","","","","",""
"21239552","","","","4279","4279","4279","","","","","","","","",""
"21240576","4603","4603","4603","","","","","","","","","","","",""
"21241088","","","","4694","4694","4694","","","","","","","","",""
"21241216","4531","4531","4531","","","","","","","","","","","",""
"21241280","","","","2676","2676","2676","","","","","","","","",""
"21241664","","","","","","","4843","4843","4843","","","","","",""
"21241728","","","","","","","","","","","","","4602","4602","4602"
"21241792","","","","","","","4392","4392","4392","","","","","",""
"21241920","4715","4715","4715","","","","","","","","","","","",""
"21242240","4569","4569","4569","","","","","","","","","","","",""
"21242624","","","","","","","4647","4647","4647","","","","","",""
"21242752","","","","","","","","","","4662","4662","4662","","",""
"21242944","","","","","","","","","","","","","3835","3835","3835"
"21243008","","","","4772","4772","4772","","","","","","","","",""
"21243200","","","","","","","","","","","","","4544","4544","4544"
"21243264","","","","","","","4621","4621","4621","","","","","",""
"21243392","","","","","","","","","","3919","3919","3919","","",""
"21243776","","","","","","","","","","","","","4565","4565","4565"
"21243840","","","","4512","4512","4512","","","","","","","","",""
"21244480","4843","4843","4843","","","","","","","","","","","",""
"21244672","","","","","","","","","","","","","3471","3471","3471"
"21244864","","","","","","","","","","","","","2711","2711","2711"
"21245760","","","","","","","4810","4810","4810","","","","","",""
"21246400","","","","","","","","","","","","","3587","3587","3587"
"21247104","","","","","","","4745","4745","4745","","","","","",""
"21247552","4192","4192","4192","","","","","","","","","","","",""
"21247808","","","","","","","","","","","","","4566","4566","4566"
"21247936","","","","","","","4425","4425","4425","","","","","",""
"21248832","4495","4495","4495","","","","","","","","","","","",""
"21249024","","","","4522","4522","4522","","","","3069","3069","3069","","",""
"21249088","","","","","","","","","","4607","4607","4607","","",""
"21249664","4858","4858","4858","4637","4637","4637","","","","","","","","",""
"21249856","","","","","","","4151","4151","4151","","","","4522","4522","4522"
"21250304","","","","","","","4880","4880","4880","","","","","",""
"21250752","","","","","","","","","","4722","4722","4722","","",""
"21251136","","","","4789","4789","4789","","","","","","","","",""
"21251200","","","","3511","3511","3511","","","","","","","","",""
"21252416","4276","4276","4276","","","","","","","","","","","",""
"21252544","","","","4779","4779","4779","","","","","","","","",""
"21253760","","","","4926","4926","4926","","","","","","","","",""
"21253888","","","","","","","","","","","","","4842","4842","4842"
"21254144","","","","4862","4862","4862","","","","","","","","",""
"21254656","3970","3970","3970","","","","","","","","","","","",""
"21255680","","","","3977","3977","3977","4359","4359","4359","","","","4226","4226","4226"
"21255744","","","","","","","","","","3695","3695","3695","","",""
"21256128","","","","","","","","","","3511","3511","3511","","",""
"21256640","","","","","","","4208","4208","4208","","","","","",""
"21256832","","","","3522","3522","3522","","","","","","","","",""
"21258944","","","","","","","4661","4661","4661","","","","","",""
"21259328","","","","","","","","","","","","","2924","2924","2924"
"21259648","","","","","","","","","","","","","3328","3328","3328"
"21260224","4569","4569","4569","","","","","","","","","","","",""
"21260736","","","","","","","4676","4676","4676","","","","","",""
"21261312","","","","","","","","","","","","","4115","4115","4115"
"21261568","4053","4053","4053","","","","","","","","","","","",""
"21261696","","","","","","","","","","4803","4803","4803","","",""
"21262144","","","","","","","4778","4778","4778","","","","","",""
"21262208","","","","","","","","","","4518","4518","4518","","",""
"21262400","4538","4538","4538","","","","","","","","","","","",""
"21262528","","","","","","","","","","","","","2679","2679","2679"
"21262784","","","","","","","","","","","","","4577","4577","4577"
"21262848","","","","","","","","","","3933","3933","3933","","",""
"21262912","","","","4777","4777","4777","4829","4829","4829","4578","4578","4578","","",""
"21263296","","","","","","","4775","4775","4775","","","","","",""
"21263360","","","","4446","4446","4446","","","","","","","","",""
"21263872","4069","4069","4069","","","","","","","","","","","",""
"21264000","4740","4740","4740","","","","","","","","","","","",""
"21264064","","","","","","","4151","4151","4151","","","","","",""
"21264192","","","","","","","4860","4860","4860","","","","","",""
"21264832","","","","4116","4116","4116","","","","","","","","",""
"21265216","","","","","","","","","","4655","4655","4655","","",""
"21265408","4673","4673","4673","","","","","","","","","","","",""
"21265792","","","","","","","4729","4729","4729","","","","","",""
"21266112","","","","","","","4752","4752","4752","","","","","",""
"21266368","3512","3512","3512","4563","4563","4563","","","","","","","","",""
"21266880","4539","4539","4539","","","","","","","","","","","",""
"21267392","","","","4751","4751","4751","","","","","","","","",""
"21267520","","","","","","","","","","","","","4724","4724","4724"
"21267904","","","","","","","","","","","","","4305","4305","4305"
"21268480","4848","4848","4848","","","","","","","","","","","",""
"21268544","","","","","","","4747","4747","4747","","","","","",""
"21268608","","","","","","","4707","4707","4707","","","","","",""
"21269056","3675","3675","3675","","","","","","","","","","","",""
"21269248","","","","4784","4784","4784","4803","4803","4803","","","","","",""
"21269696","","","","","","","4571","4571","4571","","","","3680","3680","3680"
"21270336","","","","","","","","","","","","","3457","3457","3457"
"21270464","","","","","","","","","","3856","3856","3856","","",""
"21270976","","","","4276","4276","4276","","","","","","","","",""
"21271168","","","","","","","4612","4612","4612","","","","","",""
"21271424","","","","","","","4670","4670","4670","","","","","",""
"21273920","","","","","","","","","","4239","4239","4239","","",""
"21274112","","","","","","","","","","","","","4405","4405","4405"
"21274304","","","","","","","","","","4484","4484","4484","","",""
"21274496","","","","4706","4706","4706","","","","","","","","",""
"21275136","","","","","","","4333","4333","4333","","","","","",""
"21275840","","","","","","","4886","4886","4886","3060","3060","3060","","",""
"21276864","","","","","","","4881","4881","4881","","","","","",""
"21276928","","","","","","","","","","","","","4035","4035","4035"
"21277696","","","","","","","4109","4109","4109","","","","","",""
"21279296","","","","","","","4671","4671","4671","","","","","",""
"21280000","","","","4761","4761","4761","","","","","","","","",""
"21280128","","","","","","","","","","","","","4252","4252","4252"
"21280384","","","","","","","","","","","","","2639","2639","2639"
