"Step","melting_softmax_runseed=4 - training/episode/reward","melting_softmax_runseed=4 - training/episode/reward__MIN","melting_softmax_runseed=4 - training/episode/reward__MAX","melting_softmax_runseed=3 - training/episode/reward","melting_softmax_runseed=3 - training/episode/reward__MIN","melting_softmax_runseed=3 - training/episode/reward__MAX","melting_softmax_runseed=2 - training/episode/reward","melting_softmax_runseed=2 - training/episode/reward__MIN","melting_softmax_runseed=2 - training/episode/reward__MAX","melting_softmax_runseed=1 - training/episode/reward","melting_softmax_runseed=1 - training/episode/reward__MIN","melting_softmax_runseed=1 - training/episode/reward__MAX","melting_softmax_runseed=0 - training/episode/reward","melting_softmax_runseed=0 - training/episode/reward__MIN","melting_softmax_runseed=0 - training/episode/reward__MAX"
"26347328","4050","4050","4050","","","","","","","","","","","",""
"26348352","","","","4682","4682","4682","","","","","","","","",""
"26348480","","","","","","","","","","","","","4728","4728","4728"
"26348864","","","","","","","","","","4761","4761","4761","","",""
"26349184","","","","","","","-5000","-5000","-5000","","","","","",""
"26349312","4652","4652","4652","","","","","","","","","","","",""
"26349568","","","","4568","4568","4568","","","","4840","4840","4840","","",""
"26350080","","","","4747","4747","4747","","","","","","","","",""
"26350336","3990","3990","3990","","","","","","","","","","","",""
"26350912","","","","3665","3665","3665","","","","","","","","",""
"26351360","4807","4807","4807","","","","","","","","","","","",""
"26351680","","","","3796","3796","3796","","","","","","","","",""
"26351872","","","","","","","","","","","","","4842","4842","4842"
"26351936","","","","4898","4898","4898","","","","","","","","",""
"26352704","","","","","","","","","","","","","4742","4742","4742"
"26353216","","","","4843","4843","4843","","","","","","","","",""
"26353344","","","","3289","3289","3289","","","","","","","","",""
"26353920","4601","4601","4601","","","","","","","","","","","",""
"26354112","4389","4389","4389","","","","-5000","-5000","-5000","","","","","",""
"26354432","4458","4458","4458","","","","","","","","","","","",""
"26354624","4208","4208","4208","","","","","","","","","","","",""
"26355072","","","","","","","","","","","","","4687","4687","4687"
"26355712","4478","4478","4478","","","","","","","","","","24","24","24"
"26355840","","","","4538","4538","4538","","","","","","","","",""
"26356288","","","","","","","","","","4843","4843","4843","","",""
"26356352","","","","","","","","","","4012","4012","4012","","",""
"26356928","","","","4561","4561","4561","","","","","","","","",""
"26357312","","","","","","","","","","4808","4808","4808","","",""
"26357568","","","","","","","","","","","","","4915","4915","4915"
"26357696","","","","4392","4392","4392","","","","","","","","",""
"26358528","4416","4416","4416","","","","","","","","","","","",""
"26358656","","","","4591","4591","4591","","","","","","","","",""
"26358848","","","","","","","-5000","-5000","-5000","","","","","",""
"26359168","","","","","","","","","","4447","4447","4447","","",""
"26359552","","","","","","","","","","4844","4844","4844","","",""
"26359616","4855","4855","4855","","","","","","","4575","4575","4575","","",""
"26360064","","","","4699","4699","4699","","","","","","","","",""
"26360128","","","","","","","","","","4830","4830","4830","","",""
"26361600","","","","","","","","","","","","","4337","4337","4337"
"26361792","","","","","","","","","","4902","4902","4902","","",""
"26362752","","","","","","","","","","","","","4770","4770","4770"
"26362816","4641","4641","4641","","","","-5000","-5000","-5000","","","","","",""
"26363136","","","","","","","","","","","","","4479","4479","4479"
"26363264","","","","","","","","","","","","","4533","4533","4533"
"26363328","","","","4623","4623","4623","","","","","","","","",""
"26363968","4654","4654","4654","","","","","","","","","","","",""
"26364352","","","","3943","3943","3943","","","","","","","","",""
"26364928","","","","","","","","","","","","","4874","4874","4874"
"26366656","","","","","","","-5000","-5000","-5000","","","","","",""
"26366720","","","","","","","-5000","-5000","-5000","","","","","",""
"26366976","4754","4754","4754","","","","","","","4882","4882","4882","","",""
"26367168","","","","","","","","","","","","","4527","4527","4527"
"26367296","4664","4664","4664","","","","","","","","","","","",""
"26367424","","","","4238","4238","4238","","","","","","","","",""
"26367936","4776","4776","4776","","","","","","","","","","","",""
"26368192","4493","4493","4493","","","","","","","","","","4895","4895","4895"
"26368256","","","","","","","","","","","","","4848","4848","4848"
"26368320","4515","4515","4515","","","","","","","","","","","",""
"26368768","","","","","","","","","","3635","3635","3635","","",""
"26368832","","","","4814","4814","4814","","","","","","","","",""
"26369920","","","","","","","","","","4603","4603","4603","","",""
"26370176","","","","3272","3272","3272","","","","","","","","",""
"26370240","","","","","","","","","","","","","3636","3636","3636"
"26370304","","","","4891","4891","4891","","","","","","","","",""
"26370368","","","","","","","","","","","","","4875","4875","4875"
"26371264","","","","3829","3829","3829","","","","","","","","",""
"26371584","","","","","","","","","","4284","4284","4284","4814","4814","4814"
"26371712","","","","","","","","","","","","","4405","4405","4405"
"26372352","","","","4601","4601","4601","","","","","","","","",""
"26373312","3998","3998","3998","","","","","","","","","","","",""
"26373440","","","","","","","","","","4731","4731","4731","","",""
"26374464","","","","4924","4924","4924","","","","","","","","",""
"26374656","4690","4690","4690","","","","","","","","","","","",""
"26374976","","","","","","","","","","4796","4796","4796","","",""
"26375232","","","","3551","3551","3551","","","","","","","","",""
"26375552","","","","","","","","","","","","","4495","4495","4495"
"26375616","","","","","","","","","","4893","4893","4893","","",""
"26375744","","","","","","","","","","4866","4866","4866","","",""
"26375936","4550","4550","4550","","","","","","","","","","","",""
"26376064","4516","4516","4516","","","","","","","","","","","",""
"26376896","","","","","","","","","","4740","4740","4740","","",""
"26377088","4813","4813","4813","","","","","","","","","","","",""
"26377344","","","","","","","","","","4723","4723","4723","4724","4724","4724"
"26378496","4307","4307","4307","","","","","","","","","","","",""
"26378816","","","","","","","","","","4842","4842","4842","","",""
"26378944","4832","4832","4832","","","","","","","","","","","",""
"26379136","","","","","","","","","","","","","4726","4726","4726"
"26379328","4828","4828","4828","","","","","","","","","","","",""
"26379648","","","","","","","","","","","","","4655","4655","4655"
"26379712","","","","","","","","","","","","","4643","4643","4643"
"26380096","","","","4652","4652","4652","","","","","","","","",""
"26380288","","","","4909","4909","4909","","","","","","","","",""
"26380416","","","","","","","","","","","","","4803","4803","4803"
"26380672","4850","4850","4850","4298","4298","4298","","","","","","","","",""
"26381056","","","","","","","","","","4695","4695","4695","","",""
"26381440","","","","","","","","","","","","","4711","4711","4711"
"26381568","4651","4651","4651","","","","","","","","","","","",""
"26382016","","","","4361","4361","4361","","","","","","","","",""
"26382144","4246","4246","4246","","","","","","","","","","","",""
"26382400","3477","3477","3477","","","","","","","","","","","",""
"26382528","","","","3675","3675","3675","","","","","","","","",""
"26383296","4865","4865","4865","","","","","","","","","","","",""
"26383360","","","","","","","","","","4879","4879","4879","","",""
"26383552","4807","4807","4807","","","","","","","","","","","",""
"26383808","","","","","","","","","","4871","4871","4871","","",""
"26384128","3512","3512","3512","","","","","","","","","","4785","4785","4785"
"26384384","","","","4620","4620","4620","","","","","","","","",""
"26384576","4529","4529","4529","","","","","","","","","","","",""
"26384832","4898","4898","4898","","","","","","","","","","4812","4812","4812"
"26385216","","","","4464","4464","4464","","","","","","","","",""
"26385664","","","","","","","","","","4514","4514","4514","","",""
"26385792","","","","","","","","","","4166","4166","4166","","",""
"26386240","4437","4437","4437","","","","","","","","","","","",""
"26386624","","","","4660","4660","4660","","","","","","","","",""
"26386752","","","","4720","4720","4720","","","","","","","","",""
"26387072","","","","","","","","","","","","","4665","4665","4665"
"26387520","4867","4867","4867","","","","","","","","","","","",""
"26388608","4941","4941","4941","","","","","","","","","","","",""
"26388672","","","","2729","2729","2729","","","","","","","","",""
"26388928","","","","","","","","","","4787","4787","4787","","",""
"26389120","4775","4775","4775","","","","","","","","","","","",""
"26389248","","","","","","","","","","","","","4798","4798","4798"
"26389888","","","","","","","","","","4781","4781","4781","","",""
"26390528","4585","4585","4585","","","","","","","","","","","",""
"26390720","4569","4569","4569","","","","","","","","","","","",""
"26391616","","","","","","","","","","4139","4139","4139","","",""
"26391680","","","","4444","4444","4444","","","","","","","","",""
"26392320","4852","4852","4852","","","","","","","","","","","",""
"26392640","","","","","","","","","","4642","4642","4642","","",""
"26392768","4865","4865","4865","","","","","","","","","","","",""
"26393152","","","","3957","3957","3957","","","","","","","","",""
"26393664","","","","4319","4319","4319","","","","","","","","",""
"26393728","","","","","","","","","","4440","4440","4440","","",""
"26393792","4917","4917","4917","","","","","","","","","","","",""
"26395712","4765","4765","4765","","","","","","","","","","","",""
"26396288","","","","","","","","","","4315","4315","4315","","",""
"26396608","","","","4125","4125","4125","","","","4513","4513","4513","","",""
"26396672","4401","4401","4401","","","","","","","","","","","",""
"26397504","4681","4681","4681","","","","","","","","","","","",""
"26397632","","","","","","","","","","4883","4883","4883","","",""
"26397888","4779","4779","4779","","","","","","","","","","","",""
"26398208","","","","3278","3278","3278","","","","","","","","",""
"26398336","","","","","","","","","","4878","4878","4878","","",""
"26398656","4440","4440","4440","","","","","","","","","","","",""
"26398720","","","","4913","4913","4913","","","","","","","","",""
"26398784","","","","4553","4553","4553","","","","","","","","",""
"26399232","","","","4731","4731","4731","","","","4501","4501","4501","","",""
"26399360","","","","","","","","","","","","","4815","4815","4815"
"26399552","","","","","","","","","","4236","4236","4236","","",""
"26399872","","","","","","","","","","","","","4178","4178","4178"
"26399936","4069","4069","4069","","","","","","","","","","","",""
"26400384","","","","","","","","","","4642","4642","4642","","",""
"26400896","","","","4684","4684","4684","","","","","","","","",""
"26401088","4838","4838","4838","","","","","","","","","","","",""
"26401472","4815","4815","4815","","","","","","","","","","","",""
"26401664","","","","","","","","","","4764","4764","4764","","",""
"26401856","4926","4926","4926","","","","","","","","","","","",""
"26402304","3950","3950","3950","4515","4515","4515","","","","","","","","",""
"26402560","4905","4905","4905","3760","3760","3760","","","","","","","4419","4419","4419"
"26403264","","","","","","","","","","4839","4839","4839","","",""
"26403584","","","","","","","","","","","","","4283","4283","4283"
"26404608","4927","4927","4927","","","","","","","","","","","",""
"26405568","","","","","","","","","","4815","4815","4815","","",""
"26406272","4863","4863","4863","","","","","","","","","","","",""
"26406464","","","","","","","","","","","","","4609","4609","4609"
"26406656","","","","4478","4478","4478","","","","","","","","",""
"26407872","","","","4719","4719","4719","","","","","","","","",""
"26408000","","","","","","","","","","4471","4471","4471","","",""
"26408256","","","","","","","","","","4834","4834","4834","","",""
"26408576","","","","","","","","","","4521","4521","4521","","",""
"26409024","","","","4517","4517","4517","","","","","","","","",""
"26410112","","","","","","","","","","4718","4718","4718","","",""
"26410240","","","","","","","","","","","","","4638","4638","4638"
"26410752","","","","","","","","","","","","","4723","4723","4723"
"26410816","","","","","","","","","","4918","4918","4918","","",""
"26411392","","","","4511","4511","4511","","","","","","","","",""
"26411648","","","","","","","","","","","","","4590","4590","4590"
"26411776","","","","","","","","","","4039","4039","4039","4225","4225","4225"
"26411840","4488","4488","4488","","","","","","","","","","","",""
"26411904","","","","","","","","","","","","","4936","4936","4936"
"26412032","","","","4169","4169","4169","","","","","","","","",""
"26412224","","","","4823","4823","4823","","","","","","","","",""
"26412352","","","","3312","3312","3312","","","","","","","","",""
"26412416","","","","","","","","","","","","","4693","4693","4693"
"26412608","4292","4292","4292","","","","","","","","","","","",""
"26412864","","","","4839","4839","4839","","","","","","","","",""
"26413184","","","","","","","","","","4796","4796","4796","","",""
"26413376","","","","4616","4616","4616","","","","","","","","",""
"26413888","","","","","","","-5000","-5000","-5000","","","","","",""
"26414080","","","","","","","","","","4448","4448","4448","","",""
"26414400","","","","","","","","","","4602","4602","4602","","",""
"26415104","","","","","","","","","","","","","4707","4707","4707"
"26415488","","","","","","","","","","4627","4627","4627","","",""
"26415808","","","","","","","","","","4927","4927","4927","","",""
"26415936","","","","","","","","","","","","","4148","4148","4148"
"26416384","","","","4922","4922","4922","","","","","","","","",""
"26416448","4772","4772","4772","","","","","","","","","","","",""
"26416512","","","","","","","","","","","","","4345","4345","4345"
"26417344","4708","4708","4708","","","","","","","","","","","",""
"26417664","","","","","","","","","","4572","4572","4572","","",""
"26417792","","","","4826","4826","4826","","","","","","","","",""
"26417920","","","","","","","","","","4891","4891","4891","","",""
"26417984","","","","","","","","","","","","","4750","4750","4750"
"26418624","","","","4146","4146","4146","","","","","","","","",""
"26419264","","","","","","","","","","4731","4731","4731","","",""
"26419456","4719","4719","4719","","","","","","","","","","","",""
"26419584","","","","","","","","","","4398","4398","4398","","",""
"26420032","","","","4486","4486","4486","","","","","","","","",""
"26420288","4781","4781","4781","","","","","","","","","","","",""
"26420736","","","","4546","4546","4546","","","","","","","","",""
"26421120","","","","3941","3941","3941","","","","","","","","",""
"26421440","","","","4645","4645","4645","","","","","","","","",""
"26421504","","","","","","","","","","","","","4858","4858","4858"
"26422336","","","","","","","","","","","","","3959","3959","3959"
"26422784","","","","","","","","","","","","","4700","4700","4700"
"26423360","","","","","","","","","","4248","4248","4248","","",""
"26423616","","","","","","","","","","4833","4833","4833","4866","4866","4866"
"26423872","","","","4757","4757","4757","","","","","","","","",""
"26424256","4513","4513","4513","","","","","","","4746","4746","4746","","",""
"26424448","4330","4330","4330","","","","","","","","","","","",""
"26424512","","","","4709","4709","4709","","","","","","","","",""
"26424896","4647","4647","4647","","","","","","","","","","","",""
"26425216","","","","","","","","","","","","","4596","4596","4596"
"26425920","4870","4870","4870","","","","","","","","","","","",""
"26425984","","","","","","","","","","","","","4862","4862","4862"
"26426112","","","","","","","","","","4030","4030","4030","","",""
"26426624","","","","3131","3131","3131","","","","","","","","",""
"26427456","","","","","","","","","","4705","4705","4705","","",""
"26427520","","","","","","","","","","","","","4692","4692","4692"
"26427584","","","","","","","","","","","","","4700","4700","4700"
"26427904","","","","","","","","","","4769","4769","4769","","",""
"26428416","","","","4748","4748","4748","","","","","","","","",""
"26428480","","","","","","","","","","","","","4387","4387","4387"
"26428608","","","","4754","4754","4754","","","","","","","","",""
"26429056","4835","4835","4835","","","","","","","","","","","",""
"26429120","","","","","","","","","","4013","4013","4013","4681","4681","4681"
"26429568","","","","","","","","","","","","","4398","4398","4398"
"26429632","","","","","","","","","","4843","4843","4843","","",""
"26429952","","","","","","","","","","4506","4506","4506","","",""
"26430272","","","","","","","","","","","","","4283","4283","4283"
"26430528","4649","4649","4649","","","","","","","","","","","",""
"26431168","","","","","","","","","","","","","4663","4663","4663"
"26431680","","","","","","","","","","4711","4711","4711","","",""
"26431808","","","","","","","","","","4672","4672","4672","","",""
"26432064","","","","","","","","","","","","","3994","3994","3994"
"26432320","","","","","","","","","","4865","4865","4865","","",""
"26433088","4788","4788","4788","","","","","","","","","","","",""
"26433472","4748","4748","4748","","","","","","","","","","","",""
"26433664","4195","4195","4195","4787","4787","4787","","","","","","","","",""
"26433856","","","","4795","4795","4795","","","","4066","4066","4066","","",""
"26434176","","","","3818","3818","3818","","","","","","","","",""
"26434240","4650","4650","4650","","","","","","","","","","","",""
"26434624","","","","","","","","","","","","","4845","4845","4845"
"26434880","","","","","","","","","","","","","4811","4811","4811"
"26435392","","","","4657","4657","4657","","","","","","","","",""
"26436288","3909","3909","3909","","","","","","","","","","","",""
"26436736","4365","4365","4365","","","","","","","","","","","",""
"26436928","","","","4546","4546","4546","","","","","","","","",""
"26437056","","","","","","","","","","4876","4876","4876","","",""
"26437568","","","","","","","","","","4788","4788","4788","","",""
"26438080","4916","4916","4916","","","","","","","","","","","",""
"26438528","","","","4386","4386","4386","","","","","","","","",""
"26439040","4748","4748","4748","","","","","","","","","","","",""
"26439232","","","","4724","4724","4724","","","","","","","","",""
"26439424","4330","4330","4330","","","","","","","","","","","",""
"26440320","","","","4303","4303","4303","","","","","","","","",""
"26440448","","","","4751","4751","4751","","","","","","","","",""
"26441216","","","","","","","","","","","","","4201","4201","4201"
"26441472","4260","4260","4260","","","","","","","","","","","",""
"26441664","","","","","","","","","","","","","4672","4672","4672"
"26442432","4814","4814","4814","","","","","","","","","","","",""
"26442560","","","","","","","","","","","","","4621","4621","4621"
"26442624","","","","4863","4863","4863","","","","","","","","",""
"26442944","4651","4651","4651","","","","","","","","","","","",""
"26443840","","","","4702","4702","4702","","","","","","","4731","4731","4731"
"26444160","4048","4048","4048","","","","","","","","","","","",""
"26444480","4820","4820","4820","","","","","","","","","","","",""
"26444864","","","","","","","","","","","","","4297","4297","4297"
"26445568","","","","","","","","","","","","","4905","4905","4905"
"26446656","","","","","","","","","","","","","4746","4746","4746"
"26446784","","","","3662","3662","3662","","","","","","","","",""
"26447040","","","","4384","4384","4384","","","","","","","","",""
"26447168","","","","4593","4593","4593","","","","","","","","",""
"26448256","","","","","","","","","","4219","4219","4219","","",""
"26448384","4854","4854","4854","","","","","","","","","","4731","4731","4731"
"26448768","","","","","","","","","","","","","4470","4470","4470"
"26448832","","","","","","","","","","","","","4751","4751","4751"
"26449152","4897","4897","4897","","","","","","","","","","","",""
"26449856","","","","","","","","","","4689","4689","4689","","",""
"26449984","4812","4812","4812","3272","3272","3272","","","","","","","","",""
"26450176","","","","","","","","","","","","","4317","4317","4317"
"26450560","4735","4735","4735","","","","","","","4831","4831","4831","4737","4737","4737"
"26450624","","","","3874","3874","3874","","","","","","","","",""
"26450816","4773","4773","4773","","","","","","","","","","","",""
"26451200","4854","4854","4854","","","","","","","","","","","",""
"26451264","","","","4387","4387","4387","","","","","","","","",""
"26451328","4845","4845","4845","","","","","","","","","","","",""
"26451968","4535","4535","4535","","","","","","","","","","","",""
"26452224","","","","","","","","","","4893","4893","4893","","",""
"26452800","","","","","","","","","","","","","4648","4648","4648"
"26452928","","","","","","","","","","4578","4578","4578","","",""
"26452992","4659","4659","4659","","","","","","","","","","","",""
"26453248","4875","4875","4875","","","","","","","","","","","",""
"26454720","","","","","","","","","","4684","4684","4684","","",""
"26455168","4875","4875","4875","","","","","","","","","","","",""
"26455232","4466","4466","4466","","","","","","","","","","","",""
"26455680","","","","","","","","","","","","","4836","4836","4836"
"26455808","","","","","","","","","","4646","4646","4646","","",""
"26456576","","","","","","","","","","4883","4883","4883","","",""
"26456640","","","","4779","4779","4779","","","","","","","","",""
"26457472","","","","4704","4704","4704","","","","","","","","",""
"26457792","","","","4406","4406","4406","","","","","","","","",""
"26458368","4662","4662","4662","3989","3989","3989","","","","","","","","",""
"26458752","","","","","","","","","","4163","4163","4163","","",""
"26458880","","","","2299","2299","2299","","","","","","","","",""
"26459136","","","","","","","","","","4782","4782","4782","","",""
"26459200","","","","","","","-5000","-5000","-5000","","","","","",""
"26459264","4743","4743","4743","","","","","","","","","","","",""
"26459712","","","","4630","4630","4630","","","","","","","","",""
"26459776","4430","4430","4430","","","","","","","","","","","",""
"26459840","","","","","","","","","","4624","4624","4624","","",""
"26460096","","","","","","","","","","4312","4312","4312","","",""
"26460160","","","","","","","","","","4718","4718","4718","","",""
"26460672","4382","4382","4382","","","","","","","4631","4631","4631","","",""
"26460928","4565","4565","4565","","","","","","","","","","","",""
"26461376","4736","4736","4736","","","","","","","","","","","",""
"26461760","4819","4819","4819","","","","","","","","","","4797","4797","4797"
"26461952","","","","","","","","","","","","","4388","4388","4388"
"26462208","","","","4721","4721","4721","","","","4716","4716","4716","","",""
"26462336","","","","","","","","","","4816","4816","4816","","",""
"26462464","","","","4577","4577","4577","","","","","","","","",""
"26462592","","","","4647","4647","4647","","","","","","","","",""
"26462848","","","","3787","3787","3787","","","","","","","","",""
"26463040","","","","","","","","","","4291","4291","4291","","",""
"26463232","","","","2676","2676","2676","","","","4483","4483","4483","","",""
"26463296","","","","","","","","","","","","","4788","4788","4788"
"26463424","","","","","","","","","","4746","4746","4746","","",""
"26463616","","","","","","","","","","","","","4601","4601","4601"
"26464000","","","","3193","3193","3193","","","","","","","","",""
"26464448","","","","","","","-5000","-5000","-5000","","","","","",""
"26464768","","","","4385","4385","4385","","","","","","","","",""
"26464832","","","","","","","-5000","-5000","-5000","","","","","",""
"26464960","","","","","","","","","","4782","4782","4782","4769","4769","4769"
"26465088","","","","4886","4886","4886","","","","","","","","",""
"26465152","4762","4762","4762","","","","","","","","","","","",""
"26465472","4367","4367","4367","","","","","","","","","","4418","4418","4418"
"26465664","4806","4806","4806","","","","","","","","","","","",""
"26466112","","","","3012","3012","3012","","","","","","","","",""
"26466176","","","","","","","","","","","","","4844","4844","4844"
"26466880","","","","","","","","","","","","","4718","4718","4718"
"26466944","4748","4748","4748","","","","","","","","","","","",""
"26467904","","","","","","","","","","4526","4526","4526","","",""
"26468160","4220","4220","4220","4004","4004","4004","","","","","","","","",""
"26468288","","","","4599","4599","4599","","","","","","","","",""
"26468544","4710","4710","4710","","","","","","","","","","","",""
"26468672","","","","3495","3495","3495","","","","","","","","",""
"26469504","4585","4585","4585","4599","4599","4599","","","","","","","3808","3808","3808"
"26469568","","","","4826","4826","4826","","","","","","","","",""
"26469632","4719","4719","4719","","","","","","","","","","","",""
"26470016","4818","4818","4818","","","","","","","","","","","",""
"26470592","4660","4660","4660","","","","","","","","","","","",""
"26470912","","","","4488","4488","4488","","","","","","","","",""
"26471104","4915","4915","4915","","","","","","","","","","","",""
"26471360","","","","","","","","","","4143","4143","4143","","",""
"26471488","4809","4809","4809","","","","","","","4405","4405","4405","","",""
"26471552","","","","4514","4514","4514","","","","","","","","",""
"26471744","4742","4742","4742","","","","","","","","","","","",""
"26472128","","","","3600","3600","3600","","","","4845","4845","4845","","",""
"26472512","","","","4444","4444","4444","","","","","","","","",""
"26472640","4938","4938","4938","4391","4391","4391","","","","","","","4704","4704","4704"
"26472896","4826","4826","4826","","","","","","","","","","","",""
"26473472","","","","4828","4828","4828","","","","","","","4608","4608","4608"
"26474880","","","","","","","-5000","-5000","-5000","","","","","",""
"26474944","","","","","","","","","","","","","4339","4339","4339"
"26475264","","","","4897","4897","4897","","","","","","","","",""
"26475328","4775","4775","4775","","","","","","","","","","","",""
"26475968","","","","","","","-5000","-5000","-5000","","","","","",""
"26476032","","","","","","","","","","4684","4684","4684","","",""
"26476288","","","","1391","1391","1391","","","","","","","","",""
"26476416","4877","4877","4877","","","","","","","","","","","",""
"26476608","","","","","","","-5000","-5000","-5000","","","","","",""
"26476992","","","","","","","","","","","","","4133","4133","4133"
"26477056","","","","4924","4924","4924","","","","","","","","",""
"26477184","","","","4232","4232","4232","","","","","","","","",""
"26477504","","","","4188","4188","4188","","","","","","","","",""
"26477952","4767","4767","4767","","","","","","","4563","4563","4563","","",""
"26478144","4478","4478","4478","","","","","","","","","","","",""
"26479552","","","","4790","4790","4790","","","","","","","","",""
"26479744","4741","4741","4741","","","","","","","","","","","",""
"26479936","","","","","","","","","","4812","4812","4812","","",""
"26480640","","","","","","","","","","","","","4195","4195","4195"
"26480768","","","","","","","","","","4667","4667","4667","","",""
"26480960","","","","","","","-5000","-5000","-5000","","","","","",""
"26481152","","","","","","","","","","4818","4818","4818","","",""
"26481280","4498","4498","4498","","","","","","","","","","","",""
"26481472","","","","","","","","","","","","","4754","4754","4754"
"26481664","","","","","","","","","","4712","4712","4712","","",""
"26481728","","","","","","","","","","","","","4879","4879","4879"
"26481920","","","","","","","","","","4434","4434","4434","","",""
"26482304","","","","","","","","","","4705","4705","4705","","",""
"26482688","","","","4338","4338","4338","","","","","","","","",""
"26483520","","","","4628","4628","4628","","","","","","","","",""
"26484096","","","","","","","","","","4813","4813","4813","","",""
"26484352","","","","","","","","","","4646","4646","4646","4507","4507","4507"
"26484416","","","","","","","","","","4822","4822","4822","","",""
"26484544","","","","","","","","","","","","","4332","4332","4332"
"26484672","","","","4628","4628","4628","","","","","","","","",""
"26484864","4896","4896","4896","","","","","","","","","","","",""
"26485632","","","","3557","3557","3557","","","","","","","","",""
"26485888","","","","","","","-5000","-5000","-5000","","","","","",""
"26486016","","","","","","","","","","4789","4789","4789","","",""
"26486144","","","","","","","","","","","","","4699","4699","4699"
"26486656","","","","","","","","","","","","","4805","4805","4805"
"26486784","","","","4616","4616","4616","","","","","","","","",""
"26487040","","","","4368","4368","4368","","","","","","","","",""
"26487104","","","","","","","","","","","","","4762","4762","4762"
"26487360","","","","","","","","","","4293","4293","4293","","",""
"26488064","","","","","","","","","","4842","4842","4842","","",""
"26488192","","","","","","","","","","4680","4680","4680","","",""
"26488512","","","","","","","","","","","","","4771","4771","4771"
"26488640","","","","","","","","","","4563","4563","4563","4580","4580","4580"
"26488704","","","","","","","","","","","","","4866","4866","4866"
"26488832","","","","","","","","","","4767","4767","4767","","",""
"26489216","","","","4337","4337","4337","","","","","","","","",""
"26489280","","","","4740","4740","4740","","","","","","","","",""
"26489408","4395","4395","4395","","","","","","","","","","","",""
"26489920","","","","3312","3312","3312","","","","","","","","",""
"26490240","4863","4863","4863","4895","4895","4895","","","","","","","4280","4280","4280"
"26490752","4755","4755","4755","","","","","","","","","","4462","4462","4462"
"26491072","","","","4342","4342","4342","","","","","","","","",""
"26491584","4880","4880","4880","","","","","","","","","","","",""
"26491904","","","","2549","2549","2549","","","","","","","","",""
"26491968","","","","4029","4029","4029","","","","4893","4893","4893","","",""
"26492544","4748","4748","4748","","","","","","","","","","","",""
"26492928","","","","","","","","","","4518","4518","4518","","",""
"26492992","","","","","","","","","","","","","4562","4562","4562"
"26493888","","","","","","","","","","3828","3828","3828","","",""
"26493952","","","","","","","","","","","","","4850","4850","4850"
"26494144","","","","","","","","","","4587","4587","4587","","",""
"26494336","4604","4604","4604","4936","4936","4936","","","","","","","","",""
"26495232","","","","","","","","","","","","","4578","4578","4578"
"26495424","","","","","","","","","","","","","4701","4701","4701"
"26496192","4410","4410","4410","","","","","","","","","","","",""
"26496384","4909","4909","4909","","","","","","","","","","","",""
"26496512","","","","4815","4815","4815","","","","","","","","",""
"26496768","","","","","","","","","","","","","4552","4552","4552"
"26496896","","","","4827","4827","4827","","","","","","","","",""
"26497088","","","","","","","","","","","","","4829","4829","4829"
"26497344","","","","","","","","","","4837","4837","4837","","",""
"26497920","4501","4501","4501","","","","","","","","","","","",""
"26497984","","","","4577","4577","4577","","","","","","","","",""
"26498304","","","","","","","","","","4664","4664","4664","","",""
"26498368","4702","4702","4702","","","","","","","","","","","",""
"26498496","4508","4508","4508","","","","","","","","","","","",""
"26498688","","","","","","","","","","4692","4692","4692","","",""
"26498752","","","","","","","","","","","","","4842","4842","4842"
"26499008","","","","","","","","","","","","","4198","4198","4198"
"26499456","","","","","","","","","","4863","4863","4863","","",""
"26499584","","","","","","","-5000","-5000","-5000","","","","","",""
"26499648","4840","4840","4840","","","","","","","","","","","",""
"26500416","4364","4364","4364","","","","","","","","","","","",""
"26500608","","","","4412","4412","4412","","","","","","","","",""
"26501568","","","","","","","","","","","","","4803","4803","4803"
"26502400","","","","","","","","","","4765","4765","4765","","",""
"26502912","4837","4837","4837","","","","","","","","","","","",""
"26502976","","","","","","","","","","4640","4640","4640","","",""
"26503040","","","","","","","","","","","","","4413","4413","4413"
"26503104","","","","","","","","","","","","","4014","4014","4014"
"26503168","","","","","","","","","","4919","4919","4919","","",""
"26503680","","","","","","","","","","","","","4905","4905","4905"
"26503744","","","","","","","","","","4647","4647","4647","","",""
"26504320","4765","4765","4765","","","","","","","4727","4727","4727","","",""
"26504448","","","","","","","-5000","-5000","-5000","","","","","",""
"26504512","","","","","","","","","","4809","4809","4809","","",""
"26504576","","","","","","","","","","4394","4394","4394","","",""
"26505472","","","","","","","","","","","","","4770","4770","4770"
"26506112","","","","3323","3323","3323","","","","","","","","",""
"26506624","","","","","","","","","","4801","4801","4801","","",""
"26506688","","","","","","","","","","","","","4716","4716","4716"
"26506752","4927","4927","4927","","","","","","","","","","","",""
"26506816","","","","4856","4856","4856","","","","4876","4876","4876","","",""
"26507520","","","","3513","3513","3513","","","","","","","","",""
"26507648","4762","4762","4762","","","","","","","","","","","",""
"26507840","","","","4200","4200","4200","","","","","","","","",""
"26508288","","","","","","","-5000","-5000","-5000","","","","","",""
"26508416","","","","","","","-5000","-5000","-5000","","","","","",""
"26508864","","","","","","","","","","","","","4353","4353","4353"
"26508992","","","","","","","","","","4173","4173","4173","","",""
"26509184","","","","4689","4689","4689","-5000","-5000","-5000","","","","","",""
"26509888","","","","","","","-5000","-5000","-5000","","","","","",""
